input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,webserver,cdn_name,cdn,csp_domains_,tls_expired,tls_mismatched,tls_subject_org_,final_url
graphql2.eu.trint.com,,400,18,graphql2.eu.trint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=eu.trint.com,eu.trint.com,*.eu.trint.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c2f433f3304f3a4b6a61db1651eb5787,8838555cc8d17a4d6acd55b91450be26dc14d0e0454defdb8bf74594e026e2d9,True,ctls,graphql2.eu.trint.com,443,https://graphql2.eu.trint.com:443,https,,GET,52.212.234.62,/,-154443986,54.229.105.75,HSTS,1,False,,,,,,,,
hello.trint.com,,204,,hello.trint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-05T06:25:46Z,2023-08-03T06:25:45Z,CN=hello.trint.com,hello.trint.com,hello.trint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,29c667c87488d213d80eb8423dc5c5a4,677bda66eb32788e539e6024057a2420bc2c47771b0a359cccddd026f2baabe0,,ctls,hello.trint.com,443,https://hello.trint.com:443,https,,GET,34.197.7.112,/,-1840324437,3.231.172.52,HSTS,1,False,,,,,,,,
hooks.eu.trint.com,,404,9,hooks.eu.trint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=eu.trint.com,eu.trint.com,*.eu.trint.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c2f433f3304f3a4b6a61db1651eb5787,8838555cc8d17a4d6acd55b91450be26dc14d0e0454defdb8bf74594e026e2d9,True,ctls,hooks.eu.trint.com,443,https://hooks.eu.trint.com:443,https,text/plain,GET,63.35.173.41,/,-738705486,52.16.190.222,,1,False,awselb/2.0,,,,,,,
https://academy.intercom.com,Intercom Academy,200,143203,academy.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-08-12T23:59:59Z,CN=academy.intercom.com,academy.intercom.com,academy.intercom.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,99cf526357e739168f8d98ab279962bc,e902cb91daf180836dcff8059b873239f6e4e29c28b3bd687fbb841df06f7051,,ctls,academy.intercom.com,443,https://academy.intercom.com:443,https,text/html,GET,18.66.147.20,/,-1857449216,18.66.147.24,gunicorn,2233,False,gunicorn,cloudfront,True,,,,,
https://analytics.google.com,Redirecting...,200,888,analytics.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,analytics.google.com,443,https://analytics.google.com:443,https,text/html,GET,216.239.32.181,/,302920777,2001:4860:4802:38::181,HTTP/3,1,False,ESF,,,http:,,,,https://analytics.google.com/analytics/web/
https://app.au.intercom.com,Intercom | The easiest way to see and talk to your users,200,11697,app.au.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-02-08T23:59:59Z,CN=*.au.intercom.io,*.au.intercom.io,*.mobile-messenger.au.intercom.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,981caee7c8a24ff7f99d38545198823f,e14f0f455afb8d09022322b2a8ed2cfb8f312f340f2afea2f42d46f57dd1e34d,True,ctls,app.au.intercom.com,443,https://app.au.intercom.com:443,https,text/html,GET,3.105.195.22,/,-1840324437,52.63.34.19,Ruby on Rails,236,False,nginx,,,docs.google.com,,True,,https://app.au.intercom.com/admins/sign_in
https://app.eu.intercom.com,Intercom | The easiest way to see and talk to your users,200,11665,app.eu.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2024-06-07T23:59:59Z,CN=*.eu.intercom.io,*.eu.intercom.io,*.intercom-clicks.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1eee4a9e8cfeefc760fd1f82e1cdeef7,c240f5f3b0b1a17c11765a6f1788972ddc95e4eea4b0b3da3c8d042e7ab78199,True,ctls,app.eu.intercom.com,443,https://app.eu.intercom.com:443,https,text/html,GET,52.19.74.241,/,-1840324437,52.51.1.151,Ruby on Rails,236,False,nginx,,,widget.intercom.io,,True,,https://app.eu.intercom.com/admins/sign_in
https://app.intercom.com,Intercom | The easiest way to see and talk to your users,200,12148,app.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-10T23:59:59Z,CN=*.intercom.com,*.intercom.com,intr.cm,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c0951bf8e99caddb8b5fb0a86acd849a,8bb4b251f6aa931b7ca267c21ae35bffa2ce16bf2a329c060ff773b643a91397,True,ctls,app.intercom.com,443,https://app.intercom.com:443,https,text/html,GET,52.4.92.174,/,-1840324437,3.217.115.14,Ruby on Rails,245,False,nginx,,,store.intercom.io,,,,https://app.intercom.com/admins/sign_in
https://au.intercom.help,Knowledge Base Software | Intercom,200,597443,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,443,https://au.intercom.help:443,https,text/html,GET,76.223.28.196,/,-1840324437,13.248.154.55,Nginx,17,False,nginx,,,client.mutinycdn.com,,,,https://www.intercom.com/articles
https://connect.facebook.net,Facebook - log in or sign up,200,61705,www.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-05-22T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,f5fc3bba0f418cbedab48be5c3dfa0f4,d36845d603545547aca7f4a9f22c3ec33109e282ffbe4840a143fc8c9e67a260,True,ctls,www.facebook.com,443,https://connect.facebook.net:443,https,text/html,GET,102.132.99.13,/,835034707,2a03:2880:f083:9:face:b00c:0:3,HTTP/3,29,False,,,,wss://kaios-d.facebook.com/,,,"Meta Platforms, Inc.",https://www.facebook.com/
https://content.jwplatform.com,,404,15,content.jwplatform.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-25T23:59:59Z,CN=jwplayer.com,jwplayer.com,bitsontherun.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,56629f85ff47cbbe29d529562b37a68b,bccb8b354c9a81f9d6a42dd4ae88794427d1be2728ad83ef126e8f13a463115a,True,ctls,content.jwplatform.com,443,https://content.jwplatform.com:443,https,text/plain,GET,18.66.147.26,/,-1179026472,2600:9000:225e:e600:1:a3fa:7cc0:93a1,OpenResty,2,False,openresty,cloudfront,True,,,True,,
https://embed.app.guidde.com,Embed guidde video,200,833,embed.app.guidde.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-02T08:18:07Z,2023-07-01T08:18:06Z,CN=embed.app.guidde.com,embed.app.guidde.com,embed.app.guidde.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dfae7d84cdf71b7922784cb5bbe789e2,b5d3a47fe50c993fe2cbbe2d0d435cdab95914920ecb1773a1e2b7104a32f937,,ctls,embed.app.guidde.com,443,https://embed.app.guidde.com:443,https,text/html,GET,34.149.248.197,/,1990843168,34.149.248.197,HTTP/3,1,False,Google Frontend,google,True,,,,,
https://fonts.intercomcdn.com,,403,243,fonts.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-29T23:59:59Z,CN=*.intercomcdn.com,*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f95b60c97316f403728b1c96679e6b5b,710d11668eee2865e5441f7650219a51966fefbff87b50788ddb8e9b444fa9a2,True,ctls,fonts.intercomcdn.com,443,https://fonts.intercomcdn.com:443,https,application/xml,GET,18.66.97.2,/,1917859163,2600:9000:223c:1a00:10:8536:c280:93a1,HTTP/3,2,False,AmazonS3,cloudfront,True,,,,,
https://google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,marketingplatform.google.com,443,https://google-analytics.com:443,https,text/html,GET,172.217.16.132,/,302920777,2a00:1450:4001:827::2004,HTTP/3,1831,False,sffe,,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,,,,https://marketingplatform.google.com/about/analytics/
https://googleadservices.com,Error 404 (Not Found)!!1,404,1561,googleadservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:59:59Z,2023-07-17T11:59:58Z,CN=*.googleadservices.com,*.googleadservices.com,googleadservices.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5cd131737674e9399dc250bce3982d2d,15c55d227474ae0ae7c87fe613f6b8eab17533a89d3a0a6a0eb7a5b73e55b61f,True,ctls,googleadservices.com,443,https://googleadservices.com:443,https,text/html,GET,142.250.185.98,/,302920777,142.250.185.98,HTTP/3,12,False,sffe,,,,,,,
https://googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google-analytics.com,*.google-analytics.com,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,60de21960acc1135956a2968026b647c,3b0044e06b0f98f11a360ad2bd0f640c989df03ba6deeb8b1d3d963d4097fdfb,True,ctls,googletagmanager.com,443,https://googletagmanager.com:443,https,text/html,GET,142.250.184.232,/,302920777,2a00:1450:4001:831::2008,HTTP/3,12,False,Google Tag Manager,,,,,,,
https://intercom-help.eu,Knowledge Base Software | Intercom,200,597436,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,443,https://intercom-help.eu:443,https,text/html,GET,3.33.199.192,/,-1840324437,15.197.195.197,Nginx,17,False,nginx,,,app-sjst.marketo.com,,,,https://www.intercom.com/articles
https://intercom-sheets.com,Making Internet Business Personal | Intercom,200,969859,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,443,https://intercom-sheets.com:443,https,text/html,GET,52.72.60.218,/,-1840324437,34.203.99.99,Nginx,12,False,nginx,,,j.6sc.co,,,,https://www.intercom.com/
https://intercom.help,Knowledge Base Software | Intercom,200,597397,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,443,https://intercom.help:443,https,text/html,GET,76.223.11.64,/,-1840324437,13.248.193.164,Nginx,17,False,nginx,,,www.google.com,,,,https://www.intercom.com/articles
https://intercom.skilljar.com,Intercom Academy,200,143203,academy.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-08-12T23:59:59Z,CN=academy.intercom.com,academy.intercom.com,academy.intercom.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,99cf526357e739168f8d98ab279962bc,e902cb91daf180836dcff8059b873239f6e4e29c28b3bd687fbb841df06f7051,,ctls,academy.intercom.com,443,https://intercom.skilljar.com:443,https,text/html,GET,34.197.202.55,/,-1857449216,35.174.251.18,gunicorn,2233,False,gunicorn,,,,,,,https://academy.intercom.com/
https://intercomrades.au.intercom.com,Intercom | The easiest way to see and talk to your users,200,11697,intercomrades.au.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-02-08T23:59:59Z,CN=*.au.intercom.io,*.au.intercom.io,*.mobile-messenger.au.intercom.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,981caee7c8a24ff7f99d38545198823f,e14f0f455afb8d09022322b2a8ed2cfb8f312f340f2afea2f42d46f57dd1e34d,True,ctls,intercomrades.au.intercom.com,443,https://intercomrades.au.intercom.com:443,https,text/html,GET,13.236.174.151,/,-1840324437,54.79.239.202,Ruby on Rails,236,False,nginx,,,wss://nexus-europe-websocket.intercom.io,,True,,https://intercomrades.au.intercom.com/admins/sign_in
https://intercomrades.eu.intercom.com,Intercom | The easiest way to see and talk to your users,200,11665,intercomrades.eu.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2024-06-07T23:59:59Z,CN=*.eu.intercom.io,*.eu.intercom.io,*.intercom-clicks.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1eee4a9e8cfeefc760fd1f82e1cdeef7,c240f5f3b0b1a17c11765a6f1788972ddc95e4eea4b0b3da3c8d042e7ab78199,True,ctls,intercomrades.eu.intercom.com,443,https://intercomrades.eu.intercom.com:443,https,text/html,GET,34.254.35.40,/,-1840324437,54.73.74.93,Ruby on Rails,236,False,nginx,,,switchet.s3.amazonaws.com,,True,,https://intercomrades.eu.intercom.com/admins/sign_in
https://intercomrades.intercom.com,Intercom | The easiest way to see and talk to your users,200,12148,intercomrades.intercom.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-10T23:59:59Z,CN=*.intercom.com,*.intercom.com,intr.cm,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c0951bf8e99caddb8b5fb0a86acd849a,8bb4b251f6aa931b7ca267c21ae35bffa2ce16bf2a329c060ff773b643a91397,True,ctls,intercomrades.intercom.com,443,https://intercomrades.intercom.com:443,https,text/html,GET,34.192.139.231,/,-1840324437,54.211.188.129,Ruby on Rails,245,False,nginx,,,api-iam.eu.intercom.io,,,,https://intercomrades.intercom.com/admins/sign_in
https://js.intercomcdn.com,,403,263,js.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-29T23:59:59Z,CN=*.intercomcdn.com,*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f95b60c97316f403728b1c96679e6b5b,710d11668eee2865e5441f7650219a51966fefbff87b50788ddb8e9b444fa9a2,True,ctls,js.intercomcdn.com,443,https://js.intercomcdn.com:443,https,application/xml,GET,18.66.147.49,/,1206861465,18.66.147.43,HTTP/3,2,False,AmazonS3,cloudfront,True,,,,,
https://marketing.intercomassets.com,,403,275,marketing.intercomassets.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-07-16T23:59:59Z,CN=intercomassets.com,intercomassets.com,*.intercomassets.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ccc98dd379dd0e5de6309fd576d45bc4,d89cf4bbb1f40cb5578f6fa2fcb11d1d79006714e85fd69777cc5a8e702b9d55,True,ctls,marketing.intercomassets.com,443,https://marketing.intercomassets.com:443,https,application/xml,GET,18.66.122.54,/,920664687,18.66.122.49,HTTP/3,2,False,AmazonS3,cloudfront,True,,,,,
https://marketing.intercomcdn.com,,403,243,marketing.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-29T23:59:59Z,CN=*.intercomcdn.com,*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f95b60c97316f403728b1c96679e6b5b,710d11668eee2865e5441f7650219a51966fefbff87b50788ddb8e9b444fa9a2,True,ctls,marketing.intercomcdn.com,443,https://marketing.intercomcdn.com:443,https,application/xml,GET,18.66.122.77,/,-1554816338,18.66.122.123,HTTP/3,2,False,AmazonS3,cloudfront,True,,,,,
