input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,cdn_name,webserver,cdn,final_url,tls_self_signed,tls_mismatched,csp_domains_,tls_subject_org_,tls_expired
0309.ui.com,UniFi Identity Portal,200,1979,0309.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-26T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7fab693cda7f110df3b3216f2cfd69e9,a055da08ff2f5bf7af69a054fd820809b6d5b9e884cd40adcd9465d6d802f36e,ctls,0309.ui.com,443,https://0309.ui.com:443,https,text/html,GET,18.66.147.33,/,1986925657,18.66.147.31,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
035dbd54-8ef9-4c83-b29d-11ea20b79131.unifi-hosting.ui.com,UniFi OS,200,484,035dbd54-8ef9-4c83-b29d-11ea20b79131.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T04:40:05Z,2023-07-28T04:40:04Z,CN=035dbd54-8ef9-4c83-b29d-11ea20b79131.unifi-hosting.ui.com,035dbd54-8ef9-4c83-b29d-11ea20b79131.unifi-hosting.ui.com,035dbd54-8ef9-4c83-b29d-11ea20b79131.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f5998c0cf0adf540aebb1fe46e43a0f2,4bee500331d1877e3b9e5586b25cb296ca5803fd427bc9dd6ff737c5424ebae9,ctls,035dbd54-8ef9-4c83-b29d-11ea20b79131.unifi-hosting.ui.com,443,https://035dbd54-8ef9-4c83-b29d-11ea20b79131.unifi-hosting.ui.com:443,https,text/html,GET,134.122.114.130,/,390404864,134.122.114.130,HSTS,1,False,,,,,,,,,,
03624383-0826-45b9-87e1-f4adde7d434d.unifi-hosting.ui.com,UniFi OS,200,484,03624383-0826-45b9-87e1-f4adde7d434d.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T07:47:55Z,2023-08-13T07:47:54Z,CN=03624383-0826-45b9-87e1-f4adde7d434d.unifi-hosting.ui.com,03624383-0826-45b9-87e1-f4adde7d434d.unifi-hosting.ui.com,03624383-0826-45b9-87e1-f4adde7d434d.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,844eb7e4acaca4b212975a8d1bae8ce8,e3e91710cc59ade036ca1dc61803e1e343b252eea7c3b7e9e85127f97b79623c,ctls,03624383-0826-45b9-87e1-f4adde7d434d.unifi-hosting.ui.com,443,https://03624383-0826-45b9-87e1-f4adde7d434d.unifi-hosting.ui.com:443,https,text/html,GET,138.197.74.39,/,390404864,138.197.74.39,HSTS,1,False,,,,,,,,,,
0379a134-a827-41f0-9f88-caedc5783286.unifi-hosting.ui.com,UniFi OS,200,484,0379a134-a827-41f0-9f88-caedc5783286.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T18:22:01Z,2023-08-03T18:22:00Z,CN=0379a134-a827-41f0-9f88-caedc5783286.unifi-hosting.ui.com,0379a134-a827-41f0-9f88-caedc5783286.unifi-hosting.ui.com,0379a134-a827-41f0-9f88-caedc5783286.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,227ca2ff1e55975392b3e13acc5dbc57,dffc9cea3d2881282745b910ac0d12189ac014be38879f84a592bd667f14b60d,ctls,0379a134-a827-41f0-9f88-caedc5783286.unifi-hosting.ui.com,443,https://0379a134-a827-41f0-9f88-caedc5783286.unifi-hosting.ui.com:443,https,text/html,GET,167.99.1.90,/,390404864,167.99.1.90,HSTS,1,False,,,,,,,,,,
05464393-4fc7-4bf4-8507-5fac82b57c66.unifi-hosting.ui.com,UniFi OS,200,484,05464393-4fc7-4bf4-8507-5fac82b57c66.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T06:42:50Z,2023-08-13T06:42:49Z,CN=05464393-4fc7-4bf4-8507-5fac82b57c66.unifi-hosting.ui.com,05464393-4fc7-4bf4-8507-5fac82b57c66.unifi-hosting.ui.com,05464393-4fc7-4bf4-8507-5fac82b57c66.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21bb8a12bd1e164acd9b2c24b8379317,1e972985eeb1f354838e04122039bdbfed18f308a7bff636203bf3f43c53f019,ctls,05464393-4fc7-4bf4-8507-5fac82b57c66.unifi-hosting.ui.com,443,https://05464393-4fc7-4bf4-8507-5fac82b57c66.unifi-hosting.ui.com:443,https,text/html,GET,159.65.164.53,/,390404864,159.65.164.53,HSTS,1,False,,,,,,,,,,
0561050b-201a-4e94-8b4a-aec22ac786c0.unifi-hosting.ui.com,UniFi OS,200,484,0561050b-201a-4e94-8b4a-aec22ac786c0.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T08:21:03Z,2023-08-08T08:21:02Z,CN=0561050b-201a-4e94-8b4a-aec22ac786c0.unifi-hosting.ui.com,0561050b-201a-4e94-8b4a-aec22ac786c0.unifi-hosting.ui.com,0561050b-201a-4e94-8b4a-aec22ac786c0.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f20f77f52176f9832c48cda73eaca56c,888b3efcddf3d29ee92e62119186f51162a13dc8959bd229168dd0373f601abf,ctls,0561050b-201a-4e94-8b4a-aec22ac786c0.unifi-hosting.ui.com,443,https://0561050b-201a-4e94-8b4a-aec22ac786c0.unifi-hosting.ui.com:443,https,text/html,GET,143.110.230.114,/,390404864,143.110.230.114,HSTS,1,False,,,,,,,,,,
05a33cbb-643b-4a5b-924a-17e39c362d53.unifi-hosting.ui.com,UniFi OS,200,484,05a33cbb-643b-4a5b-924a-17e39c362d53.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-19T21:10:26Z,2023-08-17T21:10:25Z,CN=05a33cbb-643b-4a5b-924a-17e39c362d53.unifi-hosting.ui.com,05a33cbb-643b-4a5b-924a-17e39c362d53.unifi-hosting.ui.com,05a33cbb-643b-4a5b-924a-17e39c362d53.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7a31964612f15fe24ac1de97c415af29,fbefc54ab452a322c627daed430fcf46922b00245524a1555ceecba997adf893,ctls,05a33cbb-643b-4a5b-924a-17e39c362d53.unifi-hosting.ui.com,443,https://05a33cbb-643b-4a5b-924a-17e39c362d53.unifi-hosting.ui.com:443,https,text/html,GET,157.230.184.211,/,390404864,157.230.184.211,HSTS,1,False,,,,,,,,,,
05ad6362-0099-4b35-b1c2-132368f8a503.unifi-hosting.ui.com,UniFi OS,200,484,05ad6362-0099-4b35-b1c2-132368f8a503.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-19T18:24:38Z,2023-08-17T18:24:37Z,CN=05ad6362-0099-4b35-b1c2-132368f8a503.unifi-hosting.ui.com,05ad6362-0099-4b35-b1c2-132368f8a503.unifi-hosting.ui.com,05ad6362-0099-4b35-b1c2-132368f8a503.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d6d70ece9a49aa317c82c87e3fe0f9a4,e77596bfa93e6688a28003339f6e45df60b1734cd20dc4f54dc79a094b5b7d43,ctls,05ad6362-0099-4b35-b1c2-132368f8a503.unifi-hosting.ui.com,443,https://05ad6362-0099-4b35-b1c2-132368f8a503.unifi-hosting.ui.com:443,https,text/html,GET,157.230.219.49,/,390404864,157.230.219.49,HSTS,1,False,,,,,,,,,,
05b48ef9-1932-44b6-8caa-8eed41e7c1da.unifi-hosting.ui.com,UniFi OS,200,484,05b48ef9-1932-44b6-8caa-8eed41e7c1da.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-19T14:14:12Z,2023-08-17T14:14:11Z,CN=05b48ef9-1932-44b6-8caa-8eed41e7c1da.unifi-hosting.ui.com,05b48ef9-1932-44b6-8caa-8eed41e7c1da.unifi-hosting.ui.com,05b48ef9-1932-44b6-8caa-8eed41e7c1da.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4c58254e9064dbd0b934f193e704df86,7e30619a8056b83c8471f6e95d4a720cccb4416c1d874456c8e3b93204359297,ctls,05b48ef9-1932-44b6-8caa-8eed41e7c1da.unifi-hosting.ui.com,443,https://05b48ef9-1932-44b6-8caa-8eed41e7c1da.unifi-hosting.ui.com:443,https,text/html,GET,146.190.32.144,/,390404864,146.190.32.144,HSTS,1,False,,,,,,,,,,
06446f29-4f44-43f0-bb33-55fde63e8160.unifi-hosting.ui.com,UniFi OS,200,484,06446f29-4f44-43f0-bb33-55fde63e8160.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T19:04:45Z,2023-08-01T19:04:44Z,CN=06446f29-4f44-43f0-bb33-55fde63e8160.unifi-hosting.ui.com,06446f29-4f44-43f0-bb33-55fde63e8160.unifi-hosting.ui.com,06446f29-4f44-43f0-bb33-55fde63e8160.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f4cc1dfa42dbae680872306498bf060d,703d0d53cd705dff9760e048836730f6d0ef6120ebab17750c91610b6fbcacdc,ctls,06446f29-4f44-43f0-bb33-55fde63e8160.unifi-hosting.ui.com,443,https://06446f29-4f44-43f0-bb33-55fde63e8160.unifi-hosting.ui.com:443,https,text/html,GET,137.184.139.47,/,390404864,137.184.139.47,HSTS,1,False,,,,,,,,,,
06bfe9da-8d62-4f49-839f-a039826c56cf.unifi-hosting.ui.com,UniFi OS,200,484,06bfe9da-8d62-4f49-839f-a039826c56cf.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T09:12:58Z,2023-08-13T09:12:57Z,CN=06bfe9da-8d62-4f49-839f-a039826c56cf.unifi-hosting.ui.com,06bfe9da-8d62-4f49-839f-a039826c56cf.unifi-hosting.ui.com,06bfe9da-8d62-4f49-839f-a039826c56cf.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d0c1ed393d042ab16d59c23cdd8bdf33,15ede710b8c72bd09726ba01ebc6a8501e78ce61a4778121a506b264a95e0846,ctls,06bfe9da-8d62-4f49-839f-a039826c56cf.unifi-hosting.ui.com,443,https://06bfe9da-8d62-4f49-839f-a039826c56cf.unifi-hosting.ui.com:443,https,text/html,GET,165.232.146.94,/,390404864,165.232.146.94,HSTS,1,False,,,,,,,,,,
0775f805-6d79-4555-8fb5-0dfbc7fafbb1.unifi-hosting.ui.com,UniFi OS,200,484,0775f805-6d79-4555-8fb5-0dfbc7fafbb1.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-26T05:39:15Z,2023-07-25T05:39:14Z,CN=0775f805-6d79-4555-8fb5-0dfbc7fafbb1.unifi-hosting.ui.com,0775f805-6d79-4555-8fb5-0dfbc7fafbb1.unifi-hosting.ui.com,0775f805-6d79-4555-8fb5-0dfbc7fafbb1.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7e14dd129f109a83aca9d1ee0dc2f58f,ef06e1e37f6d5649407b444c8e7b8af67e61625faeb7cbacba054cc3042225d0,ctls,0775f805-6d79-4555-8fb5-0dfbc7fafbb1.unifi-hosting.ui.com,443,https://0775f805-6d79-4555-8fb5-0dfbc7fafbb1.unifi-hosting.ui.com:443,https,text/html,GET,137.184.82.110,/,390404864,137.184.82.110,HSTS,1,False,,,,,,,,,,
09cab1ee-129b-4e43-b45e-a60606783a61.unifi-hosting.ui.com,UniFi OS,200,484,09cab1ee-129b-4e43-b45e-a60606783a61.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T16:13:57Z,2023-08-07T16:13:56Z,CN=09cab1ee-129b-4e43-b45e-a60606783a61.unifi-hosting.ui.com,09cab1ee-129b-4e43-b45e-a60606783a61.unifi-hosting.ui.com,09cab1ee-129b-4e43-b45e-a60606783a61.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,10836aeb89d4a4b0f97309e929fcdf58,920cfa4f40ffc866a7ccb39b48a5eb428d0200a8c34dccf6861c19d82a01f2aa,ctls,09cab1ee-129b-4e43-b45e-a60606783a61.unifi-hosting.ui.com,443,https://09cab1ee-129b-4e43-b45e-a60606783a61.unifi-hosting.ui.com:443,https,text/html,GET,64.227.132.16,/,390404864,64.227.132.16,HSTS,1,False,,,,,,,,,,
09d42b1a-1b65-4c3d-a7c0-8f804b7db0f6.unifi-hosting.ui.com,UniFi OS,200,484,09d42b1a-1b65-4c3d-a7c0-8f804b7db0f6.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T16:58:15Z,2023-07-26T16:58:14Z,CN=09d42b1a-1b65-4c3d-a7c0-8f804b7db0f6.unifi-hosting.ui.com,09d42b1a-1b65-4c3d-a7c0-8f804b7db0f6.unifi-hosting.ui.com,09d42b1a-1b65-4c3d-a7c0-8f804b7db0f6.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4d57b330c1654fedf59b3a42ead17dc7,5e48b20b4af33f3022469c81b703f5c7e5efee92bb80368ae41640005273c6c5,ctls,09d42b1a-1b65-4c3d-a7c0-8f804b7db0f6.unifi-hosting.ui.com,443,https://09d42b1a-1b65-4c3d-a7c0-8f804b7db0f6.unifi-hosting.ui.com:443,https,text/html,GET,174.138.68.130,/,390404864,174.138.68.130,HSTS,1,False,,,,,,,,,,
0a8dcfcf-3891-4dfd-a568-5adc2737c569.unifi-hosting.ui.com,UniFi OS,200,484,0a8dcfcf-3891-4dfd-a568-5adc2737c569.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T07:49:45Z,2023-08-13T07:49:44Z,CN=0a8dcfcf-3891-4dfd-a568-5adc2737c569.unifi-hosting.ui.com,0a8dcfcf-3891-4dfd-a568-5adc2737c569.unifi-hosting.ui.com,0a8dcfcf-3891-4dfd-a568-5adc2737c569.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7efeb2bc1cff2608d7f8ccca6617a132,22a9d0226ba433b2365ea97d8e765b0891129dbb8f4c94ac1fb1e186274f8ece,ctls,0a8dcfcf-3891-4dfd-a568-5adc2737c569.unifi-hosting.ui.com,443,https://0a8dcfcf-3891-4dfd-a568-5adc2737c569.unifi-hosting.ui.com:443,https,text/html,GET,188.166.177.92,/,390404864,188.166.177.92,HSTS,1,False,,,,,,,,,,
0b287207-974e-4e20-8cb5-e62ab0c1e410.unifi-hosting.ui.com,UniFi OS,200,484,0b287207-974e-4e20-8cb5-e62ab0c1e410.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T11:06:20Z,2023-08-07T11:06:19Z,CN=0b287207-974e-4e20-8cb5-e62ab0c1e410.unifi-hosting.ui.com,0b287207-974e-4e20-8cb5-e62ab0c1e410.unifi-hosting.ui.com,0b287207-974e-4e20-8cb5-e62ab0c1e410.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e0483a2db5d3e10c6f3b777b29b80a7e,269973e1c79c12f49d5b976dd30c2919b3fc246d603533960098c86e18f04058,ctls,0b287207-974e-4e20-8cb5-e62ab0c1e410.unifi-hosting.ui.com,443,https://0b287207-974e-4e20-8cb5-e62ab0c1e410.unifi-hosting.ui.com:443,https,text/html,GET,164.90.150.67,/,390404864,164.90.150.67,HSTS,1,False,,,,,,,,,,
0b55502e-a735-43c4-8b4d-e8d7510f2644.unifi-hosting.ui.com,UniFi OS,200,484,0b55502e-a735-43c4-8b4d-e8d7510f2644.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T14:23:50Z,2023-08-02T14:23:49Z,CN=0b55502e-a735-43c4-8b4d-e8d7510f2644.unifi-hosting.ui.com,0b55502e-a735-43c4-8b4d-e8d7510f2644.unifi-hosting.ui.com,0b55502e-a735-43c4-8b4d-e8d7510f2644.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,641997f11f979ff5f9cb972197c262fd,4e080797396b7058f7c43143dd5ce30a52a66ef0b7a8cb1bcadb073eb55210b3,ctls,0b55502e-a735-43c4-8b4d-e8d7510f2644.unifi-hosting.ui.com,443,https://0b55502e-a735-43c4-8b4d-e8d7510f2644.unifi-hosting.ui.com:443,https,text/html,GET,165.227.64.128,/,390404864,165.227.64.128,HSTS,1,False,,,,,,,,,,
