input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,tls_subject_org_,final_url,cdn_name,cdn
evwerlbyov.cust.staging.test-socrata.com,403 Forbidden,403,118,443,https://evwerlbyov.cust.staging.test-socrata.com:443,https,awselb/2.0,text/html,GET,52.42.215.110,/,-1840324437,52.42.100.74,,7,False,www.tylertech.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-15T00:00:00Z,2023-09-07T23:59:59Z,"CN=*.tylertech.com, O=Tyler Technologies\, Inc., L=Plano, ST=Texas, C=US",*.tylertech.com,tylertech.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48f47ee24f89985f70ec8daae1fc2238,dc024c0382b94c8da452b46e9708f463a7aeb71f8b84ac79f10407b37858091a,True,ctls,www.tylertech.com,"Tyler Technologies, Inc.",https://www.tylertech.com/products/socrata,,
example-stack.aws-us-west-2-staging.test-socrata.com,403 Forbidden,403,118,443,https://example-stack.aws-us-west-2-staging.test-socrata.com:443,https,awselb/2.0,text/html,GET,52.42.100.74,/,-1840324437,52.42.215.110,,7,False,www.tylertech.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-15T00:00:00Z,2023-09-07T23:59:59Z,"CN=*.tylertech.com, O=Tyler Technologies\, Inc., L=Plano, ST=Texas, C=US",*.tylertech.com,tylertech.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48f47ee24f89985f70ec8daae1fc2238,dc024c0382b94c8da452b46e9708f463a7aeb71f8b84ac79f10407b37858091a,True,ctls,www.tylertech.com,"Tyler Technologies, Inc.",https://www.tylertech.com/products/socrata,,
ext-lb-pool-1.aws.staging.test-socrata.com,403 Forbidden,403,118,443,https://ext-lb-pool-1.aws.staging.test-socrata.com:443,https,awselb/2.0,text/html,GET,52.42.100.74,/,-1840324437,52.42.215.110,,7,False,www.tylertech.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-15T00:00:00Z,2023-09-07T23:59:59Z,"CN=*.tylertech.com, O=Tyler Technologies\, Inc., L=Plano, ST=Texas, C=US",*.tylertech.com,tylertech.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48f47ee24f89985f70ec8daae1fc2238,dc024c0382b94c8da452b46e9708f463a7aeb71f8b84ac79f10407b37858091a,True,ctls,www.tylertech.com,"Tyler Technologies, Inc.",https://www.tylertech.com/products/socrata,,
fpyhnazykv.cust.staging.test-socrata.com,403 Forbidden,403,118,443,https://fpyhnazykv.cust.staging.test-socrata.com:443,https,awselb/2.0,text/html,GET,52.42.100.74,/,-1840324437,52.42.215.110,,7,False,www.tylertech.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-15T00:00:00Z,2023-09-07T23:59:59Z,"CN=*.tylertech.com, O=Tyler Technologies\, Inc., L=Plano, ST=Texas, C=US",*.tylertech.com,tylertech.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48f47ee24f89985f70ec8daae1fc2238,dc024c0382b94c8da452b46e9708f463a7aeb71f8b84ac79f10407b37858091a,True,ctls,www.tylertech.com,"Tyler Technologies, Inc.",https://www.tylertech.com/products/socrata,,
gavzeihbny.cust.test-socrata.com,403 Forbidden,403,118,443,https://gavzeihbny.cust.test-socrata.com:443,https,awselb/2.0,text/html,GET,52.42.100.74,/,-1840324437,52.42.215.110,,7,False,www.tylertech.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-15T00:00:00Z,2023-09-07T23:59:59Z,"CN=*.tylertech.com, O=Tyler Technologies\, Inc., L=Plano, ST=Texas, C=US",*.tylertech.com,tylertech.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48f47ee24f89985f70ec8daae1fc2238,dc024c0382b94c8da452b46e9708f463a7aeb71f8b84ac79f10407b37858091a,True,ctls,www.tylertech.com,"Tyler Technologies, Inc.",https://www.tylertech.com/products/socrata,,
geo1.online.test-socrata.com,403 Forbidden,403,520,443,https://geo1.online.test-socrata.com:443,https,awselb/2.0,text/html,GET,52.42.215.110,/,-1840324437,52.42.100.74,,13,False,www.tylertech.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-15T00:00:00Z,2023-09-07T23:59:59Z,"CN=*.tylertech.com, O=Tyler Technologies\, Inc., L=Plano, ST=Texas, C=US",*.tylertech.com,tylertech.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48f47ee24f89985f70ec8daae1fc2238,dc024c0382b94c8da452b46e9708f463a7aeb71f8b84ac79f10407b37858091a,True,ctls,www.tylertech.com,"Tyler Technologies, Inc.",https://www.tylertech.com/products/socrata,,
httpsopendata.test-socrata.com,403 Forbidden,403,118,443,https://httpsopendata.test-socrata.com:443,https,awselb/2.0,text/html,GET,52.42.215.110,/,-1840324437,52.42.100.74,,7,False,www.tylertech.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-15T00:00:00Z,2023-09-07T23:59:59Z,"CN=*.tylertech.com, O=Tyler Technologies\, Inc., L=Plano, ST=Texas, C=US",*.tylertech.com,tylertech.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48f47ee24f89985f70ec8daae1fc2238,dc024c0382b94c8da452b46e9708f463a7aeb71f8b84ac79f10407b37858091a,True,ctls,www.tylertech.com,"Tyler Technologies, Inc.",https://www.tylertech.com/products/socrata,,
marcs-stack.aws-us-west-2-staging.test-socrata.com,403 Forbidden,403,118,443,https://marcs-stack.aws-us-west-2-staging.test-socrata.com:443,https,awselb/2.0,text/html,GET,52.42.215.110,/,-1840324437,52.42.100.74,,7,False,www.tylertech.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-15T00:00:00Z,2023-09-07T23:59:59Z,"CN=*.tylertech.com, O=Tyler Technologies\, Inc., L=Plano, ST=Texas, C=US",*.tylertech.com,tylertech.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48f47ee24f89985f70ec8daae1fc2238,dc024c0382b94c8da452b46e9708f463a7aeb71f8b84ac79f10407b37858091a,True,ctls,www.tylertech.com,"Tyler Technologies, Inc.",https://www.tylertech.com/products/socrata,,
markw-cert.test-socrata.com,403 Forbidden,403,520,443,https://markw-cert.test-socrata.com:443,https,awselb/2.0,text/html,GET,52.42.215.110,/,-1840324437,52.42.100.74,,13,False,www.tylertech.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-15T00:00:00Z,2023-09-07T23:59:59Z,"CN=*.tylertech.com, O=Tyler Technologies\, Inc., L=Plano, ST=Texas, C=US",*.tylertech.com,tylertech.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48f47ee24f89985f70ec8daae1fc2238,dc024c0382b94c8da452b46e9708f463a7aeb71f8b84ac79f10407b37858091a,True,ctls,www.tylertech.com,"Tyler Technologies, Inc.",https://www.tylertech.com/products/socrata,,
mchui.test-socrata.com,Tyler Data & Insights,200,435686,443,https://mchui.test-socrata.com:443,https,nginx,text/html,GET,52.42.100.74,/,-1840324437,52.42.215.110,Ruby on Rails,294,False,mchui.test-socrata.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-27T15:46:06Z,2024-05-28T15:46:05Z,CN=*.test-socrata.com,*.test-socrata.com,test-socrata.com,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,2056515042e159dd347d928776a7f6fc,e29161e2ac6dd0fda848b92bb134118f701c553944cc2b920a642cc8265da8a4,True,ctls,mchui.test-socrata.com,,https://mchui.test-socrata.com/login,,
mycity.john.test-socrata.com,403 Forbidden,403,118,443,https://mycity.john.test-socrata.com:443,https,awselb/2.0,text/html,GET,52.42.215.110,/,-1840324437,52.42.100.74,,7,False,www.tylertech.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-15T00:00:00Z,2023-09-07T23:59:59Z,"CN=*.tylertech.com, O=Tyler Technologies\, Inc., L=Plano, ST=Texas, C=US",*.tylertech.com,tylertech.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48f47ee24f89985f70ec8daae1fc2238,dc024c0382b94c8da452b46e9708f463a7aeb71f8b84ac79f10407b37858091a,True,ctls,www.tylertech.com,"Tyler Technologies, Inc.",https://www.tylertech.com/products/socrata,,
n180lanqiubifenmasku.online.test-socrata.com,403 Forbidden,403,520,443,https://n180lanqiubifenmasku.online.test-socrata.com:443,https,awselb/2.0,text/html,GET,52.42.215.110,/,-1840324437,52.42.100.74,,13,False,www.tylertech.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-15T00:00:00Z,2023-09-07T23:59:59Z,"CN=*.tylertech.com, O=Tyler Technologies\, Inc., L=Plano, ST=Texas, C=US",*.tylertech.com,tylertech.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48f47ee24f89985f70ec8daae1fc2238,dc024c0382b94c8da452b46e9708f463a7aeb71f8b84ac79f10407b37858091a,True,ctls,www.tylertech.com,"Tyler Technologies, Inc.",https://www.tylertech.com/products/socrata,,
newcitydata.john.test-socrata.com,403 Forbidden,403,118,443,https://newcitydata.john.test-socrata.com:443,https,awselb/2.0,text/html,GET,52.42.215.110,/,-1840324437,52.42.100.74,,7,False,www.tylertech.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-15T00:00:00Z,2023-09-07T23:59:59Z,"CN=*.tylertech.com, O=Tyler Technologies\, Inc., L=Plano, ST=Texas, C=US",*.tylertech.com,tylertech.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48f47ee24f89985f70ec8daae1fc2238,dc024c0382b94c8da452b46e9708f463a7aeb71f8b84ac79f10407b37858091a,True,ctls,www.tylertech.com,"Tyler Technologies, Inc.",https://www.tylertech.com/products/socrata,,
opendata.demo.test-socrata.com,403 Forbidden,403,118,443,https://opendata.demo.test-socrata.com:443,https,awselb/2.0,text/html,GET,52.42.215.110,/,-1840324437,52.42.100.74,,7,False,www.tylertech.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-15T00:00:00Z,2023-09-07T23:59:59Z,"CN=*.tylertech.com, O=Tyler Technologies\, Inc., L=Plano, ST=Texas, C=US",*.tylertech.com,tylertech.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48f47ee24f89985f70ec8daae1fc2238,dc024c0382b94c8da452b46e9708f463a7aeb71f8b84ac79f10407b37858091a,True,ctls,www.tylertech.com,"Tyler Technologies, Inc.",https://www.tylertech.com/products/socrata,,
opendata.test-socrata.com,Socrata,200,1035943,443,https://opendata.test-socrata.com:443,https,nginx,text/html,GET,52.10.234.89,/,-1840324437,54.69.197.250,Ruby on Rails,6524,False,opendata.test-socrata.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-05T00:00:00Z,2024-06-02T23:59:59Z,CN=*.test-socrata.com,*.test-socrata.com,*.test-socrata.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d4fe6b4569aff1d21caf9bdbf186c4c6,263a370cfb5da253892b5cc6eb8247bcb534382fd0d48aef99a6f4be44026c49,True,ctls,opendata.test-socrata.com,,,,
sandtana.test-socrata.com,Tyler Data & Insights,200,435618,443,https://sandtana.test-socrata.com:443,https,nginx,text/html,GET,52.42.215.110,/,-1840324437,52.42.100.74,Ruby on Rails,294,False,sandtana.test-socrata.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-27T15:46:06Z,2024-05-28T15:46:05Z,CN=*.test-socrata.com,*.test-socrata.com,test-socrata.com,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,2056515042e159dd347d928776a7f6fc,e29161e2ac6dd0fda848b92bb134118f701c553944cc2b920a642cc8265da8a4,True,ctls,sandtana.test-socrata.com,,https://sandtana.test-socrata.com/login,,
sarab-scgc.test-socrata.com,Tyler Data & Insights,200,436887,443,https://sarab-scgc.test-socrata.com:443,https,nginx,text/html,GET,52.42.215.110,/,-1840324437,52.42.100.74,Ruby on Rails,305,False,sarab-scgc.test-socrata.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-27T15:46:06Z,2024-05-28T15:46:05Z,CN=*.test-socrata.com,*.test-socrata.com,test-socrata.com,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,2056515042e159dd347d928776a7f6fc,e29161e2ac6dd0fda848b92bb134118f701c553944cc2b920a642cc8265da8a4,True,ctls,sarab-scgc.test-socrata.com,,https://sarab-scgc.test-socrata.com/login,,
seattle.test-socrata.com,"#<Hashie::Mash fieldsets=#<Hashie::Array [#<Hashie::Mash name=""m"" required=false>, #<Hashie::Mash name=""n"" required=false>, #<Hashie::Mash name=""b"" required=false>, #<Hashie::Mash name=""v"" required=false>, #<Hashie::Mash name=""c"" required=false>, #<Hashie::Mash name=""x"" required=false>, #<Hashie::Mash name=""z"" required=false>, #<Hashie::Mash name=""l"" required=false>, #<Hashie::Mash name=""k"" required=false>, #<Hashie::Mash name=""j"" required=false>, #<Hashie::Mash name=""h"" required=false>, #<Hashie::Mash name=""g"" required=false>, #<Hashie::Mash name=""f"" required=false>, #<Hashie::Mash name=""d"" required=false>, #<Hashie::Mash name=""s"" required=false>, #<Hashie::Mash name=""a"" required=false>, #<Hashie::Mash name=""p"" required=false>, #<Hashie::Mash name=""o"" required=false>, #<Hashie::Mash name=""i"" required=false>, #<Hashie::Mash name=""u"" required=false>, #<Hashie::Mash name=""y"" required=false>, #<Hashie::Mash name=""t"" required=false>, #<Hashie::Mash name=""r"" required=false>, #<Hashie::Mash name=""e"" required=false>, #<Hashie::Mash name=""w"" required=false>, #<Hashie::Mash name=""q"" required=false>]> name=""so many fields"">",200,560571,443,https://seattle.test-socrata.com:443,https,nginx,text/html,GET,52.42.215.110,/,-1840324437,52.42.100.74,Ruby on Rails,1396,False,seattle.test-socrata.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-27T15:46:06Z,2024-05-28T15:46:05Z,CN=*.test-socrata.com,*.test-socrata.com,test-socrata.com,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,2056515042e159dd347d928776a7f6fc,e29161e2ac6dd0fda848b92bb134118f701c553944cc2b920a642cc8265da8a4,True,ctls,seattle.test-socrata.com,,,,
spending-migrate-one.john.test-socrata.com,Evergreen Open Grants,200,171502,443,https://spending-migrate-one.john.test-socrata.com:443,https,nginx,text/html,GET,52.206.140.199,/,-122584100,52.206.140.205,Ruby on Rails,2979,False,spending-migrate-one.john.test-socrata.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-21T14:10:44Z,2023-12-23T14:10:43Z,CN=spending-migrate-one.john.test-socrata.com,spending-migrate-one.john.test-socrata.com,spending-migrate-one.john.test-socrata.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,14d3c306429091d2738342ea6360c9bc,023b6af284a03565b5a85ea4cba91e228facef3ed0110ecda8255e16b07bb1e8,,ctls,spending-migrate-one.john.test-socrata.com,,,,
spending.john.test-socrata.com,Heroku | Application Error,404,563,443,https://spending.john.test-socrata.com:443,https,heroku-router,text/html,GET,3.209.172.72,/,1719434788,107.22.57.98,,27,False,spending.john.test-socrata.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-04-02T00:00:00Z,2024-04-30T23:59:59Z,CN=*.herokuapp.com,*.herokuapp.com,*.herokuapp.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,38e77883fb703045e057732025ef7e07,b73697a54d1a54e771c730a3625a31408f4ac3992c9f49f5f638f987f0ff3483,True,ctls,spending.john.test-socrata.com,,,,
staging.test-socrata.com,Coming Soon page,200,201,80,http://staging.test-socrata.com:80,http,Apache/2.4,text/html,GET,184.106.55.75,/,-1536286251,184.106.55.75,Apache:2.4,12,False,,,,,,,,,,,,,,,,,,,,,,,
test.john.test-socrata.com,403 Forbidden,403,520,443,https://test.john.test-socrata.com:443,https,awselb/2.0,text/html,GET,52.42.100.74,/,-1840324437,52.42.215.110,,13,False,www.tylertech.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-15T00:00:00Z,2023-09-07T23:59:59Z,"CN=*.tylertech.com, O=Tyler Technologies\, Inc., L=Plano, ST=Texas, C=US",*.tylertech.com,tylertech.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48f47ee24f89985f70ec8daae1fc2238,dc024c0382b94c8da452b46e9708f463a7aeb71f8b84ac79f10407b37858091a,True,ctls,www.tylertech.com,"Tyler Technologies, Inc.",https://www.tylertech.com/products/socrata,,
