input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,final_url,csp_domains_,location,tls_mismatched
*.intercom-mail.com,Making Internet Business Personal | Intercom,200,969530,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,cloudfront,443,https://intercom-mail.com:443,https,nginx,text/html,GET,143.204.215.101,/,-1840324437,143.204.215.106,Nginx,12,False,True,,https://www.intercom.com/,j.6sc.co,,
*.intercom.io,Making Internet Business Personal | Intercom,200,969540,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,cloudfront,443,https://intercom.io:443,https,nginx,text/html,GET,52.222.214.17,/,35613723,52.222.214.34,Nginx,12,False,True,,https://www.intercom.com/,client.mutinycdn.com,,
*.intercomcdn.com,Making Internet Business Personal | Intercom,200,969535,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,cloudfront,443,https://intercomcdn.com:443,https,nginx,text/html,GET,18.66.112.53,/,-1624909990,18.66.112.33,Nginx,12,False,True,,https://www.intercom.com/,nexus-long-poller-a.intercom.io,,
acropolis.geckoterminal.com,Attention Required! | Cloudflare,403,4519,acropolis.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T04:54:25Z,2023-07-27T05:52:17Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,d276d221fd517772b9a1a808dccf640b,0ab4264ab271921c98b0fa2bc7f2439ceec0091ad5e097206fd2080fce26a9be,True,ctls,acropolis.geckoterminal.com,cloudflare,443,https://acropolis.geckoterminal.com:443,https,cloudflare,text/html,GET,172.67.22.148,/,-382997797,2606:4700:10::6816:3799,HTTP/3,94,False,True,,,,,
ampcid.google.com,404  |  Page Not Found  |  Google for Developers,404,83594,developers.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,developers.google.com,,443,https://ampcid.google.com:443,https,Google Frontend,text/html,GET,142.250.186.142,/,302920777,2a00:1450:4001:82a::200e,HTTP/3,3324,False,,,https://developers.google.com/amp/client-id/,http:,,
analytics.google.com,Redirecting...,200,888,analytics.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,analytics.google.com,,443,https://analytics.google.com:443,https,ESF,text/html,GET,172.217.18.14,/,302920777,2a00:1450:4001:828::200e,HTTP/3,1,False,,,https://analytics.google.com/analytics/web/,http:,,
api-iam.intercom.io,Making Internet Business Personal | Intercom,200,969536,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,,443,https://api-iam.intercom.io:443,https,nginx,text/html,GET,18.214.14.231,/,-1840324437,54.85.187.75,Nginx,12,False,,,https://www.intercom.com/,adservice.google.com,,
api.geckoterminal.com,,200,,api.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T04:54:25Z,2023-07-27T05:52:17Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,d276d221fd517772b9a1a808dccf640b,0ab4264ab271921c98b0fa2bc7f2439ceec0091ad5e097206fd2080fce26a9be,True,ctls,api.geckoterminal.com,cloudflare,443,https://api.geckoterminal.com:443,https,cloudflare,text/html,GET,104.22.55.153,/,-2096776739,2606:4700:10::ac43:1694,Ruby,1,False,True,,,,,
api.gitbook.com,,404,93,api.gitbook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-04-15T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,gitbook.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4991886b556f7c1ff0be94cfbcc73319,9db6ff3822ccb682f86d02eb63112db9ad0f73a30882f407fe1b46307b964e73,True,ctls,api.gitbook.com,cloudflare,443,https://api.gitbook.com:443,https,cloudflare,application/json,GET,104.18.7.84,/,-336973701,2606:4700::6812:754,HTTP/3,1,False,True,"Cloudflare, Inc.",,,,
apiguide.coingecko.com,Introduction - CoinGecko API Guide,200,138213,apiguide.coingecko.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-26T03:39:46Z,2023-06-24T03:39:45Z,CN=apiguide.coingecko.com,apiguide.coingecko.com,apiguide.coingecko.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a59169f57625b2d48eead0a729b55bcd,6d9b2fcbcaa0907d2701882eb19ce86d136518e27cb95b58f7908dcc7c35d3ad,,ctls,apiguide.coingecko.com,cloudflare,443,https://apiguide.coingecko.com:443,https,cloudflare,text/html,GET,104.18.30.225,/,-1727453580,2606:4700::6812:1ee1,HTTP/3,1064,False,True,,https://apiguide.coingecko.com/getting-started/introduction,*.firebaseio.com,,
apiguide.geckoterminal.com,Introduction - GeckoTerminal API Guide,200,102435,apiguide.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-18T05:36:56Z,2023-07-17T05:36:55Z,CN=apiguide.geckoterminal.com,apiguide.geckoterminal.com,apiguide.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a65177877d178792ed578925d0a1bede,23448fbd23245ff8181fb35a3bced6c62690b29edf8e9d9df151e599108f2943,,ctls,apiguide.geckoterminal.com,cloudflare,443,https://apiguide.geckoterminal.com:443,https,cloudflare,text/html,GET,104.18.2.117,/,-544714460,2606:4700::6812:275,HTTP/3,1056,False,True,,,*.gitbook.com,,
app.geckoterminal.com,The page you were looking for doesn't exist (404),404,1642,app.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T04:54:25Z,2023-07-27T05:52:17Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,d276d221fd517772b9a1a808dccf640b,0ab4264ab271921c98b0fa2bc7f2439ceec0091ad5e097206fd2080fce26a9be,True,ctls,app.geckoterminal.com,cloudflare,443,https://app.geckoterminal.com:443,https,cloudflare,text/html,GET,172.67.22.148,/,-2096776739,2606:4700:10::6816:3799,Ruby,67,False,True,,,,,
app.gitbook.com,GitBook,200,22528,app.gitbook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-04-15T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,gitbook.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4991886b556f7c1ff0be94cfbcc73319,9db6ff3822ccb682f86d02eb63112db9ad0f73a30882f407fe1b46307b964e73,True,ctls,app.gitbook.com,cloudflare,443,https://app.gitbook.com:443,https,cloudflare,text/html,GET,104.18.7.84,/,-1712719221,2606:4700::6812:654,HTTP/3,328,False,True,"Cloudflare, Inc.",,*.intercom-attachments-7.com,,
assets-development.coingecko.com,,200,228171,assets-development.coingecko.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-20T00:00:00Z,2023-07-20T23:59:59Z,"CN=coingecko.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",coingecko.com,coingecko.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a23373ea8bbed34f73ac021bed0c3eaa,79236428b328c8b3cea1def33cf5f5f20b8ff93242ad1ac759447e7ddc87116e,True,ctls,assets-development.coingecko.com,cloudflare,443,https://assets-development.coingecko.com:443,https,cloudflare,application/xml,GET,104.18.31.225,/,-1224939677,2606:4700::6812:1fe1,HTTP/3,2,False,True,"Cloudflare, Inc.",,,,
assets-staging.coingecko.com,,200,231332,assets-staging.coingecko.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-20T00:00:00Z,2023-07-20T23:59:59Z,"CN=coingecko.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",coingecko.com,coingecko.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a23373ea8bbed34f73ac021bed0c3eaa,79236428b328c8b3cea1def33cf5f5f20b8ff93242ad1ac759447e7ddc87116e,True,ctls,assets-staging.coingecko.com,cloudflare,443,https://assets-staging.coingecko.com:443,https,cloudflare,application/xml,GET,104.18.31.225,/,-156660848,2606:4700::6812:1fe1,HTTP/3,2,False,True,"Cloudflare, Inc.",,,,
assets.coingecko.com,,403,243,assets.coingecko.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-20T00:00:00Z,2023-07-20T23:59:59Z,"CN=coingecko.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",coingecko.com,coingecko.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a23373ea8bbed34f73ac021bed0c3eaa,79236428b328c8b3cea1def33cf5f5f20b8ff93242ad1ac759447e7ddc87116e,True,ctls,assets.coingecko.com,cloudflare,443,https://assets.coingecko.com:443,https,cloudflare,application/xml,GET,104.18.30.225,/,90237852,2606:4700::6812:1ee1,HTTP/3,2,False,True,"Cloudflare, Inc.",,,,
assets.geckoterminal.com,,403,243,assets.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T04:54:25Z,2023-07-27T05:52:17Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,d276d221fd517772b9a1a808dccf640b,0ab4264ab271921c98b0fa2bc7f2439ceec0091ad5e097206fd2080fce26a9be,True,ctls,assets.geckoterminal.com,cloudflare,443,https://assets.geckoterminal.com:443,https,cloudflare,application/xml,GET,172.67.22.148,/,-1112227938,2606:4700:10::6816:3699,HTTP/3,2,False,True,,,,,
auth-dbms-login.staging-app.geckoterminal.com,410 Gone,410,538,auth-dbms-login.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,auth-dbms-login.staging-app.geckoterminal.com,,443,https://auth-dbms-login.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,18.224.175.170,/,-875060248,3.131.187.125,Nginx,14,False,,,,,,
authrepos.staging.geckoterminal.com,,526,,authrepos.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T04:54:25Z,2023-07-27T05:52:17Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,d276d221fd517772b9a1a808dccf640b,0ab4264ab271921c98b0fa2bc7f2439ceec0091ad5e097206fd2080fce26a9be,True,ctls,authrepos.staging.geckoterminal.com,cloudflare,443,https://authrepos.staging.geckoterminal.com:443,https,cloudflare,,GET,172.67.22.148,/,-1840324437,2606:4700:10::6816:3699,HTTP/3,1,False,True,,,,,
backend-analytics.coingecko.com,401 Authorization Required,401,638,backend-analytics.coingecko.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-20T00:00:00Z,2023-07-20T23:59:59Z,"CN=coingecko.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",coingecko.com,coingecko.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a23373ea8bbed34f73ac021bed0c3eaa,79236428b328c8b3cea1def33cf5f5f20b8ff93242ad1ac759447e7ddc87116e,True,ctls,backend-analytics.coingecko.com,cloudflare,443,https://backend-analytics.coingecko.com:443,https,cloudflare,text/html,GET,104.18.31.225,/,-290296390,2606:4700::6812:1fe1,HTTP/3,15,False,True,"Cloudflare, Inc.",,,,
blog.coingecko.com,CoinGecko Blog,200,93804,blog.coingecko.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-20T00:00:00Z,2023-07-20T23:59:59Z,"CN=coingecko.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",coingecko.com,coingecko.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a23373ea8bbed34f73ac021bed0c3eaa,79236428b328c8b3cea1def33cf5f5f20b8ff93242ad1ac759447e7ddc87116e,True,ctls,blog.coingecko.com,cloudflare,443,https://blog.coingecko.com:443,https,cloudflare,text/html,GET,104.18.30.225,/,165106105,2606:4700::6812:1ee1,WordPress:6.1.3,651,False,True,"Cloudflare, Inc.",,,,
bounce.newsletter.coingecko.com,Error 404 - not found,404,6396,app.getresponse.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-27T16:30:20Z,2024-04-11T10:53:03Z,CN=*.getresponse.com,*.getresponse.com,getresponse.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a274e111d959744c14f88936df1ad49a,384c93cd4abecc072db829dc545a18f9d762f8e8fe77de8f7dd662b01eca0749,True,ctls,app.getresponse.com,,443,https://bounce.newsletter.coingecko.com:443,https,,text/html,GET,104.160.76.158,/,-896608700,104.160.76.158,,49,False,,,https://app.getresponse.com/error404.html,,,
bragg-140-187-74-19.staging.geckoterminal.com,,526,,bragg-140-187-74-19.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T04:54:25Z,2023-07-27T05:52:17Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,d276d221fd517772b9a1a808dccf640b,0ab4264ab271921c98b0fa2bc7f2439ceec0091ad5e097206fd2080fce26a9be,True,ctls,bragg-140-187-74-19.staging.geckoterminal.com,cloudflare,443,https://bragg-140-187-74-19.staging.geckoterminal.com:443,https,cloudflare,,GET,104.22.55.153,/,-1840324437,2606:4700:10::ac43:1694,HTTP/3,1,False,True,,,,,
