input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tech_,tls_mismatched,csp_domains_,cdn_name,cdn,tls_expired,final_url
api-staging.smule.com,,404,49,api-staging.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,api-staging.smule.com,443,https://api-staging.smule.com:443,https,nginx/1.16.1,text/html,GET,205.143.41.249,/,310442538,205.143.41.249,2,False,Nginx:1.16.1,,,,,,
api-stg-oak.smule.com,,404,49,api-stg-oak.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,api-stg-oak.smule.com,443,https://api-stg-oak.smule.com:443,https,nginx/1.16.1,text/html,GET,205.143.41.249,/,310442538,205.143.41.249,2,False,Nginx:1.16.1,,,,,,
api-stg.smule.com,,404,49,api-stg.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,api-stg.smule.com,443,https://api-stg.smule.com:443,https,nginx/1.16.1,text/html,GET,205.143.41.249,/,310442538,205.143.41.249,2,False,Nginx:1.16.1,,,,,,
api.smule.com,404,404,62,api.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,api.smule.com,443,https://api.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.225,/,500095874,205.143.41.226,6,False,Nginx:1.18.0,,,,,,
api1.smule.com,404,404,62,api1.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,api1.smule.com,443,https://api1.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.225,/,500095874,205.143.41.225,6,False,Nginx:1.18.0,,,,,,
api2.smule.com,404,404,62,api2.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,api2.smule.com,443,https://api2.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.226,/,500095874,205.143.41.226,6,False,Nginx:1.18.0,,,,,,
api3.smule.com,404,404,62,api3.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,api3.smule.com,443,https://api3.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.227,/,500095874,205.143.41.227,6,False,Nginx:1.18.0,,,,,,
api4.smule.com,404,404,62,api4.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,api4.smule.com,443,https://api4.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.228,/,500095874,205.143.41.228,6,False,Nginx:1.18.0,,,,,,
app.smule.com,404,404,62,app.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,app.smule.com,443,https://app.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.226,/,500095874,205.143.41.213,6,False,Nginx:1.18.0,,,,,,
blog.smule.com,Smule Blog: Celebrating Music and Creativity,200,165606,blog.smule.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,blog.smule.com,443,https://blog.smule.com:443,https,Apache,text/html,GET,34.83.137.187,/,-1145133677,34.83.137.187,1175,False,Yoast SEO:20.10,,,google,True,,
c-ak.cdn.smule.com,403 Forbidden,403,169,c-ak.cdn.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-15T00:00:00Z,2023-08-27T23:59:59Z,"CN=*.cdn.smule.com, O=Smule\, Inc., L=San Francisco, ST=California, C=US",*.cdn.smule.com,"Smule, Inc.",cdn.smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,fe5a66202d9c6454e516c385b58385e9,03ac78407879f364c8db810872763f25df1984dda21a34da0bcb5d95896ad94e,True,ctls,c-ak.cdn.smule.com,443,https://c-ak.cdn.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.238,/,-1840324437,205.143.41.238,8,False,Nginx:1.18.0,,,,,,
c-ash.smule.com,403 Forbidden,403,169,c-ash.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,c-ash.smule.com,443,https://c-ash.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.230,/,-1840324437,205.143.41.215,8,False,Nginx:1.18.0,,,,,,
c-cf.cdn.smule.com,403 Forbidden,403,169,c-cf.cdn.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-15T00:00:00Z,2023-08-27T23:59:59Z,"CN=*.cdn.smule.com, O=Smule\, Inc., L=San Francisco, ST=California, C=US",*.cdn.smule.com,"Smule, Inc.",cdn.smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,fe5a66202d9c6454e516c385b58385e9,03ac78407879f364c8db810872763f25df1984dda21a34da0bcb5d95896ad94e,True,ctls,c-cf.cdn.smule.com,443,https://c-cf.cdn.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.238,/,-1840324437,205.143.41.238,8,False,Nginx:1.18.0,,,,,,
c-cl.cdn.smule.com,403 Forbidden,403,169,c-cl.cdn.smule.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-15T00:00:00Z,2023-08-27T23:59:59Z,"CN=*.cdn.smule.com, O=Smule\, Inc., L=San Francisco, ST=California, C=US",*.cdn.smule.com,"Smule, Inc.",cdn.smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,fe5a66202d9c6454e516c385b58385e9,03ac78407879f364c8db810872763f25df1984dda21a34da0bcb5d95896ad94e,True,ctls,c-cl.cdn.smule.com,443,https://c-cl.cdn.smule.com:443,https,Footprint Distributor V6.1.1162,text/html,GET,67.27.158.252,/,-1840324437,8.241.11.252,8,False,,,,,,,
c-ggl.cdn.smule.com,403 Forbidden,403,169,c-ggl.cdn.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-15T00:00:00Z,2023-08-27T23:59:59Z,"CN=*.cdn.smule.com, O=Smule\, Inc., L=San Francisco, ST=California, C=US",*.cdn.smule.com,"Smule, Inc.",cdn.smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,fe5a66202d9c6454e516c385b58385e9,03ac78407879f364c8db810872763f25df1984dda21a34da0bcb5d95896ad94e,True,ctls,c-ggl.cdn.smule.com,443,https://c-ggl.cdn.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.238,/,-1840324437,205.143.41.238,8,False,Nginx:1.18.0,,,,,,
c-int-sf.smule.com,403 Forbidden,403,153,c-int-sf.smule.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,c-int-sf.smule.com,443,https://c-int-sf.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.247,/,-1840324437,205.143.41.247,8,False,Nginx:1.18.0,,,,,,
c-sf.smule.com,403 Forbidden,403,169,c-sf.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,c-sf.smule.com,443,https://c-sf.smule.com:443,https,nginx/1.20.1,text/html,GET,205.143.41.234,/,-1840324437,205.143.41.231,8,False,Nginx:1.20.1,,,,,,
c-sg.smule.com,403 Forbidden,403,169,c-sg.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,c-sg.smule.com,443,https://c-sg.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.230,/,-1840324437,205.143.41.215,8,False,Nginx:1.18.0,,,,,,
c-stg-oak.smule.com,403 Forbidden,403,169,c-stg-oak.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,c-stg-oak.smule.com,443,https://c-stg-oak.smule.com:443,https,nginx/1.16.1,text/html,GET,205.143.41.251,/,-1840324437,205.143.41.251,8,False,Nginx:1.16.1,,,,,,
c-stg.cdn.gcp.smule.com,403 Forbidden,403,169,c-stg.cdn.gcp.smule.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-04T03:28:32Z,2023-08-03T04:24:27Z,CN=*.cdn.gcp.smule.com,*.cdn.gcp.smule.com,,*.cdn.gcp.smule.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,571b6ef04c441d38056319ee14339ca6,338aa3fe19d010aea8d2613fcece6bf78b464fa9c0b5807a9d8af0128dce6275,True,ctls,c-stg.cdn.gcp.smule.com,443,https://c-stg.cdn.gcp.smule.com:443,https,Google-Edge-Cache,text/html,GET,34.104.32.231,/,-1840324437,34.104.32.231,8,False,,,,,,,
c-t1.cdn.gcp.smule.com,403 Forbidden,403,169,c-t1.cdn.gcp.smule.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-04T03:28:32Z,2023-08-03T04:24:27Z,CN=*.cdn.gcp.smule.com,*.cdn.gcp.smule.com,,*.cdn.gcp.smule.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,571b6ef04c441d38056319ee14339ca6,338aa3fe19d010aea8d2613fcece6bf78b464fa9c0b5807a9d8af0128dce6275,True,ctls,c-t1.cdn.gcp.smule.com,443,https://c-t1.cdn.gcp.smule.com:443,https,Google-Edge-Cache,text/html,GET,34.104.36.12,/,-1840324437,34.104.36.12,8,False,,,,,,,
c-t4.cdn.gcp.smule.com,403 Forbidden,403,169,c-t4.cdn.gcp.smule.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-04T03:28:32Z,2023-08-03T04:24:27Z,CN=*.cdn.gcp.smule.com,*.cdn.gcp.smule.com,,*.cdn.gcp.smule.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,571b6ef04c441d38056319ee14339ca6,338aa3fe19d010aea8d2613fcece6bf78b464fa9c0b5807a9d8af0128dce6275,True,ctls,c-t4.cdn.gcp.smule.com,443,https://c-t4.cdn.gcp.smule.com:443,https,Google-Edge-Cache,text/html,GET,34.104.34.149,/,-1840324437,34.104.34.149,8,False,,,,,,,
cdn.jsdelivr.net,"jsDelivr - A free, fast, and reliable CDN for JS and open source",200,44514,www.jsdelivr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-28T09:01:27Z,2023-08-26T09:01:26Z,CN=www.jsdelivr.com,www.jsdelivr.com,,www.jsdelivr.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4adafedd29a123e433475c0491a55fc6,9adb2ae78579d5e63d05d18879be86883edded049afe0b990dc7f15a31efb293,,ctls,www.jsdelivr.com,443,https://cdn.jsdelivr.net:443,https,cloudflare,text/html,GET,146.75.117.229,/,-2029005286,2a04:4e42:8d::485,55,False,HTTP/3,,,fastly,True,,https://www.jsdelivr.com
conference.j-int.smule.com,,404,49,conference.j-int.smule.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,conference.j-int.smule.com,443,https://conference.j-int.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.217,/,310442538,205.143.41.217,2,False,Nginx:1.18.0,True,,,,,
