input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,location,final_url,csp_domains_
0-1-okta-ios-auth-api-client87-queryboard.vivy.com,301 Moved Permanently,301,169,0-1-okta-ios-auth-api-client87-queryboard.vivy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-13T00:00:00Z,2023-10-09T23:59:59Z,CN=vivy.com,vivy.com,uvita.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3d5c3184e14582c6f367757db5c505fb,c0e27d69348f121a7d08d5a79691f526b0f2bef2103debe499f1cced5cd727f8,True,ctls,0-1-okta-ios-auth-api-client87-queryboard.vivy.com,,443,https://0-1-okta-ios-auth-api-client87-queryboard.vivy.com:443,https,nginx/1.24.0,text/html,GET,52.28.30.52,/,-148819683,18.196.7.61,Nginx:1.24.0,8,False,,https://0-1-okta-ios-auth-api-client87-queryboard.vivy.com/,https://0-1-okta-ios-auth-api-client87-queryboard.vivy.com/,
0-1-okta-ios-cdn-api-live.vivy.com,301 Moved Permanently,301,169,0-1-okta-ios-cdn-api-live.vivy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-13T00:00:00Z,2023-10-09T23:59:59Z,CN=vivy.com,vivy.com,uvita.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3d5c3184e14582c6f367757db5c505fb,c0e27d69348f121a7d08d5a79691f526b0f2bef2103debe499f1cced5cd727f8,True,ctls,0-1-okta-ios-cdn-api-live.vivy.com,,443,https://0-1-okta-ios-cdn-api-live.vivy.com:443,https,nginx/1.24.0,text/html,GET,3.77.137.139,/,-148819683,52.28.30.52,Nginx:1.24.0,8,False,,https://0-1-okta-ios-cdn-api-live.vivy.com/,https://0-1-okta-ios-cdn-api-live.vivy.com/,
0-1-okta-ios-cloudfunction-okta-trial-auth-api-client-api-live.vivy.com,301 Moved Permanently,301,169,0-1-okta-ios-cloudfunction-okta-trial-auth-api-client-api-live.vivy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-13T00:00:00Z,2023-10-09T23:59:59Z,CN=vivy.com,vivy.com,uvita.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3d5c3184e14582c6f367757db5c505fb,c0e27d69348f121a7d08d5a79691f526b0f2bef2103debe499f1cced5cd727f8,True,ctls,0-1-okta-ios-cloudfunction-okta-trial-auth-api-client-api-live.vivy.com,,443,https://0-1-okta-ios-cloudfunction-okta-trial-auth-api-client-api-live.vivy.com:443,https,nginx/1.24.0,text/html,GET,52.28.30.52,/,-148819683,3.77.137.139,Nginx:1.24.0,8,False,,https://0-1-okta-ios-cloudfunction-okta-trial-auth-api-client-api-live.vivy.com/,https://0-1-okta-ios-cloudfunction-okta-trial-auth-api-client-api-live.vivy.com/,
0-558.meineimmowelt.15-okta.vivy.com,301 Moved Permanently,301,169,0-558.meineimmowelt.15-okta.vivy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-13T00:00:00Z,2023-10-09T23:59:59Z,CN=vivy.com,vivy.com,uvita.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3d5c3184e14582c6f367757db5c505fb,c0e27d69348f121a7d08d5a79691f526b0f2bef2103debe499f1cced5cd727f8,True,ctls,0-558.meineimmowelt.15-okta.vivy.com,,443,https://0-558.meineimmowelt.15-okta.vivy.com:443,https,nginx/1.24.0,text/html,GET,18.196.7.61,/,-148819683,52.28.30.52,Nginx:1.24.0,8,False,,https://0-558.meineimmowelt.15-okta.vivy.com/,https://0-558.meineimmowelt.15-okta.vivy.com/,
0-backend-okta-ios-auth-api-client.staging.vivy.com,301 Moved Permanently,301,169,0-backend-okta-ios-auth-api-client.staging.vivy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2023-10-09T23:59:59Z,CN=staging.vivy.com,staging.vivy.com,staging.uvita.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0b7d6a5b865bea60fe2464433cfafc64,959712ac1100e96f9a2f7c7b0c325a5299353aad96521fbaa38473537014d5e9,True,ctls,0-backend-okta-ios-auth-api-client.staging.vivy.com,,443,https://0-backend-okta-ios-auth-api-client.staging.vivy.com:443,https,nginx/1.24.0,text/html,GET,35.157.79.70,/,-148819683,35.156.227.95,Nginx:1.24.0,8,False,,https://0-backend-okta-ios-auth-api-client.staging.vivy.com/,https://0-backend-okta-ios-auth-api-client.staging.vivy.com/,
0-checkpoint.thomsonreuters.analytics-okta-com.com.olinkserver.vivy.com,301 Moved Permanently,301,169,0-checkpoint.thomsonreuters.analytics-okta-com.com.olinkserver.vivy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-13T00:00:00Z,2023-10-09T23:59:59Z,CN=vivy.com,vivy.com,uvita.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3d5c3184e14582c6f367757db5c505fb,c0e27d69348f121a7d08d5a79691f526b0f2bef2103debe499f1cced5cd727f8,True,ctls,0-checkpoint.thomsonreuters.analytics-okta-com.com.olinkserver.vivy.com,,443,https://0-checkpoint.thomsonreuters.analytics-okta-com.com.olinkserver.vivy.com:443,https,nginx/1.24.0,text/html,GET,18.196.7.61,/,-148819683,3.77.137.139,Nginx:1.24.0,8,False,,https://0-checkpoint.thomsonreuters.analytics-okta-com.com.olinkserver.vivy.com/,https://0-checkpoint.thomsonreuters.analytics-okta-com.com.olinkserver.vivy.com/,
0-cloudfront-okta-ios-auth-api-live.vivy.com,301 Moved Permanently,301,169,0-cloudfront-okta-ios-auth-api-live.vivy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-13T00:00:00Z,2023-10-09T23:59:59Z,CN=vivy.com,vivy.com,uvita.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3d5c3184e14582c6f367757db5c505fb,c0e27d69348f121a7d08d5a79691f526b0f2bef2103debe499f1cced5cd727f8,True,ctls,0-cloudfront-okta-ios-auth-api-live.vivy.com,,443,https://0-cloudfront-okta-ios-auth-api-live.vivy.com:443,https,nginx/1.24.0,text/html,GET,52.28.30.52,/,-148819683,18.196.7.61,Nginx:1.24.0,8,False,,https://0-cloudfront-okta-ios-auth-api-live.vivy.com/,https://0-cloudfront-okta-ios-auth-api-live.vivy.com/,
0-loktaz.admincust90-tomcat-accountingloktaz.portal.staging.vivy.com,ERROR: The request could not be satisfied,403,919,0-loktaz.admincust90-tomcat-accountingloktaz.portal.staging.vivy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2023-10-12T23:59:59Z,CN=portal.staging.vivy.com,portal.staging.vivy.com,*.portal.staging.vivy.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e39ba82eacff3536df41496e27488374,57adc56466635a3c9a02ebaadb1ebb8045ec4a31c0ae53e65370cc34a0e48c94,True,ctls,0-loktaz.admincust90-tomcat-accountingloktaz.portal.staging.vivy.com,cloudfront,443,https://0-loktaz.admincust90-tomcat-accountingloktaz.portal.staging.vivy.com:443,https,CloudFront,text/html,GET,13.32.121.127,/,-794181164,13.32.121.88,Amazon Web Services,20,False,True,,,
0.pr.dev.vivy.com,301 Moved Permanently,301,169,0.pr.dev.vivy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-13T00:00:00Z,2023-10-09T23:59:59Z,CN=vivy.com,vivy.com,uvita.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3d5c3184e14582c6f367757db5c505fb,c0e27d69348f121a7d08d5a79691f526b0f2bef2103debe499f1cced5cd727f8,True,ctls,0.pr.dev.vivy.com,,443,https://0.pr.dev.vivy.com:443,https,nginx/1.24.0,text/html,GET,3.77.137.139,/,-148819683,18.196.7.61,Nginx:1.24.0,8,False,,https://0.pr.dev.vivy.com/,https://0.pr.dev.vivy.com/,
004460.vivy.com,301 Moved Permanently,301,169,004460.vivy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-13T00:00:00Z,2023-10-09T23:59:59Z,CN=vivy.com,vivy.com,uvita.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3d5c3184e14582c6f367757db5c505fb,c0e27d69348f121a7d08d5a79691f526b0f2bef2103debe499f1cced5cd727f8,True,ctls,004460.vivy.com,,443,https://004460.vivy.com:443,https,nginx/1.24.0,text/html,GET,3.77.137.139,/,-148819683,18.196.7.61,Nginx:1.24.0,8,False,,https://004460.vivy.com/,https://004460.vivy.com/,
02.staging.vivy.com,301 Moved Permanently,301,169,02.staging.vivy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2023-10-09T23:59:59Z,CN=staging.vivy.com,staging.vivy.com,staging.uvita.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0b7d6a5b865bea60fe2464433cfafc64,959712ac1100e96f9a2f7c7b0c325a5299353aad96521fbaa38473537014d5e9,True,ctls,02.staging.vivy.com,,443,https://02.staging.vivy.com:443,https,nginx/1.24.0,text/html,GET,3.120.64.4,/,-148819683,35.156.227.95,Nginx:1.24.0,8,False,,https://02.staging.vivy.com/,https://02.staging.vivy.com/,
027.pay.2010-air-france.pr.dev.vivy.com,301 Moved Permanently,301,169,027.pay.2010-air-france.pr.dev.vivy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-13T00:00:00Z,2023-10-09T23:59:59Z,CN=vivy.com,vivy.com,uvita.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3d5c3184e14582c6f367757db5c505fb,c0e27d69348f121a7d08d5a79691f526b0f2bef2103debe499f1cced5cd727f8,True,ctls,027.pay.2010-air-france.pr.dev.vivy.com,,443,https://027.pay.2010-air-france.pr.dev.vivy.com:443,https,nginx/1.24.0,text/html,GET,3.77.137.139,/,-148819683,52.28.30.52,Nginx:1.24.0,8,False,,https://027.pay.2010-air-france.pr.dev.vivy.com/,https://027.pay.2010-air-france.pr.dev.vivy.com/,
027.pay.air-france.pr.dev-7.vivy.com,301 Moved Permanently,301,169,027.pay.air-france.pr.dev-7.vivy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-13T00:00:00Z,2023-10-09T23:59:59Z,CN=vivy.com,vivy.com,uvita.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3d5c3184e14582c6f367757db5c505fb,c0e27d69348f121a7d08d5a79691f526b0f2bef2103debe499f1cced5cd727f8,True,ctls,027.pay.air-france.pr.dev-7.vivy.com,,443,https://027.pay.air-france.pr.dev-7.vivy.com:443,https,nginx/1.24.0,text/html,GET,3.77.137.139,/,-148819683,52.28.30.52,Nginx:1.24.0,8,False,,https://027.pay.air-france.pr.dev-7.vivy.com/,https://027.pay.air-france.pr.dev-7.vivy.com/,
03.pr.dev.vivy.com,301 Moved Permanently,301,169,03.pr.dev.vivy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-13T00:00:00Z,2023-10-09T23:59:59Z,CN=vivy.com,vivy.com,uvita.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3d5c3184e14582c6f367757db5c505fb,c0e27d69348f121a7d08d5a79691f526b0f2bef2103debe499f1cced5cd727f8,True,ctls,03.pr.dev.vivy.com,,443,https://03.pr.dev.vivy.com:443,https,nginx/1.24.0,text/html,GET,18.196.7.61,/,-148819683,52.28.30.52,Nginx:1.24.0,8,False,,https://03.pr.dev.vivy.com/,https://03.pr.dev.vivy.com/,
03.staging.vivy.com,301 Moved Permanently,301,169,03.staging.vivy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2023-10-09T23:59:59Z,CN=staging.vivy.com,staging.vivy.com,staging.uvita.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0b7d6a5b865bea60fe2464433cfafc64,959712ac1100e96f9a2f7c7b0c325a5299353aad96521fbaa38473537014d5e9,True,ctls,03.staging.vivy.com,,443,https://03.staging.vivy.com:443,https,nginx/1.24.0,text/html,GET,3.120.64.4,/,-148819683,35.156.227.95,Nginx:1.24.0,8,False,,https://03.staging.vivy.com/,https://03.staging.vivy.com/,
030.staging.vivy.com,301 Moved Permanently,301,169,030.staging.vivy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2023-10-09T23:59:59Z,CN=staging.vivy.com,staging.vivy.com,staging.uvita.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0b7d6a5b865bea60fe2464433cfafc64,959712ac1100e96f9a2f7c7b0c325a5299353aad96521fbaa38473537014d5e9,True,ctls,030.staging.vivy.com,,443,https://030.staging.vivy.com:443,https,nginx/1.24.0,text/html,GET,35.156.227.95,/,-148819683,3.120.64.4,Nginx:1.24.0,8,False,,https://030.staging.vivy.com/,https://030.staging.vivy.com/,
042.www.vivy.com,301 Moved Permanently,301,169,042.www.vivy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-13T00:00:00Z,2023-10-09T23:59:59Z,CN=vivy.com,vivy.com,uvita.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3d5c3184e14582c6f367757db5c505fb,c0e27d69348f121a7d08d5a79691f526b0f2bef2103debe499f1cced5cd727f8,True,ctls,042.www.vivy.com,,443,https://042.www.vivy.com:443,https,nginx/1.24.0,text/html,GET,3.77.137.139,/,-148819683,52.28.30.52,Nginx:1.24.0,8,False,,https://042.www.vivy.com/,https://042.www.vivy.com/,
0k8.lax1.pr.dev.vivy.com,301 Moved Permanently,301,169,0k8.lax1.pr.dev.vivy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-13T00:00:00Z,2023-10-09T23:59:59Z,CN=vivy.com,vivy.com,uvita.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3d5c3184e14582c6f367757db5c505fb,c0e27d69348f121a7d08d5a79691f526b0f2bef2103debe499f1cced5cd727f8,True,ctls,0k8.lax1.pr.dev.vivy.com,,443,https://0k8.lax1.pr.dev.vivy.com:443,https,nginx/1.24.0,text/html,GET,52.28.30.52,/,-148819683,18.196.7.61,Nginx:1.24.0,8,False,,https://0k8.lax1.pr.dev.vivy.com/,https://0k8.lax1.pr.dev.vivy.com/,
1.pr.dev.vivy.com,301 Moved Permanently,301,169,1.pr.dev.vivy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-13T00:00:00Z,2023-10-09T23:59:59Z,CN=vivy.com,vivy.com,uvita.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3d5c3184e14582c6f367757db5c505fb,c0e27d69348f121a7d08d5a79691f526b0f2bef2103debe499f1cced5cd727f8,True,ctls,1.pr.dev.vivy.com,,443,https://1.pr.dev.vivy.com:443,https,nginx/1.24.0,text/html,GET,3.77.137.139,/,-148819683,18.196.7.61,Nginx:1.24.0,8,False,,https://1.pr.dev.vivy.com/,https://1.pr.dev.vivy.com/,
