input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_self_signed,final_url,csp_domains_,tls_subject_org_
apijira-start-clients.status.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://apijira-start-clients.status.codechef.com:443,https,nginx,text/html,GET,3.208.84.54,/,2097823466,34.232.222.20,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
baker.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://baker.codechef.com:443,https,nginx,text/html,GET,44.207.129.61,/,2097823466,34.232.222.20,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
balancer0.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://balancer0.codechef.com:443,https,nginx,text/html,GET,44.207.129.61,/,2097823466,3.208.84.54,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
beta-backup-2019.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://beta-backup-2019.codechef.com:443,https,nginx,text/html,GET,44.207.129.61,/,2097823466,34.232.222.20,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
blog.clone.codechef.com,500 Internal Server Error,500,170,blog.clone.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,blog.clone.codechef.com,,443,https://blog.clone.codechef.com:443,https,nginx,text/html,GET,44.207.129.61,/,1392782656,3.208.84.54,Nginx,8,False,,True,,,,
blog.codechef.com,CodeChef | Blog,200,57282,blog.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,blog.codechef.com,,443,https://blog.codechef.com:443,https,nginx,text/html,GET,34.232.222.20,/,1198047028,44.207.129.61,Yoast SEO:18.7,780,False,,,,,https://apps.facebook.com,
blpd557.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://blpd557.codechef.com:443,https,nginx,text/html,GET,44.207.129.61,/,2097823466,34.232.222.20,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
bucket-v4pp-config-redirect.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://bucket-v4pp-config-redirect.codechef.com:443,https,nginx,text/html,GET,44.207.129.61,/,2097823466,34.232.222.20,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
business.clone.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://business.clone.codechef.com:443,https,nginx,text/html,GET,34.232.222.20,/,2097823466,44.207.129.61,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
campus-staging.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://campus-staging.codechef.com:443,https,nginx,text/html,GET,44.207.129.61,/,2097823466,34.232.222.20,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
campus.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://campus.codechef.com:443,https,nginx,text/html,GET,3.208.84.54,/,2097823466,34.232.222.20,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
cdn.codechef.com,,403,255,cdn.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,cdn.codechef.com,cloudfront,443,https://cdn.codechef.com:443,https,AmazonS3,application/xml,GET,65.9.66.6,/,2097823466,65.9.66.87,Amazon Web Services,2,False,True,,,,,
certifications.clone.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://certifications.clone.codechef.com:443,https,nginx,text/html,GET,34.232.222.20,/,2097823466,3.208.84.54,PHP,448,False,,,,https://www.codechef.com/,https://apps.facebook.com,
clone.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://clone.codechef.com:443,https,nginx,text/html,GET,34.232.222.20,/,2097823466,44.207.129.61,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://codechef.com:443,https,nginx,text/html,GET,34.232.222.20,/,2097823466,44.207.129.61,PHP,448,False,,,,https://www.codechef.com/,https://apps.facebook.com,
d528f4810.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://d528f4810.codechef.com:443,https,nginx,text/html,GET,34.232.222.20,/,2097823466,44.207.129.61,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
dachy-basenowe.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://dachy-basenowe.codechef.com:443,https,nginx,text/html,GET,44.207.129.61,/,2097823466,3.208.84.54,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
developers-staging.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://developers-staging.codechef.com:443,https,nginx,text/html,GET,44.207.129.61,/,2097823466,34.232.222.20,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
developers.clone.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://developers.clone.codechef.com:443,https,nginx,text/html,GET,34.232.222.20,/,2097823466,3.208.84.54,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
developers.codechef.com,Welcome to CodeChef API,403,2079,developers.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,developers.codechef.com,,443,https://developers.codechef.com:443,https,nginx,text/html,GET,3.208.84.54,/,-1319676926,44.207.129.61,PHP,79,False,,,,,,
discuss.codechef.com,CodeChef Discuss,200,169790,discuss.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,discuss.codechef.com,,443,https://discuss.codechef.com:443,https,nginx,text/html,GET,54.83.40.191,/,-1840324437,18.214.71.104,Ruby on Rails,523,False,,,,,,
discussed.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://discussed.codechef.com:443,https,nginx,text/html,GET,34.232.222.20,/,2097823466,44.207.129.61,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
discusstest.codechef.com,CodeChef Discuss,200,165407,discusstest.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,discusstest.codechef.com,,443,https://discusstest.codechef.com:443,https,nginx,text/html,GET,18.214.71.104,/,-1840324437,54.83.40.191,Ruby on Rails,607,False,,,,,https://discusstest.codechef.com/theme-javascripts/,
dpsrpktechclub.discuss.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://dpsrpktechclub.discuss.codechef.com:443,https,nginx,text/html,GET,34.232.222.20,/,2097823466,3.208.84.54,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
ducoexperts.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://ducoexperts.codechef.com:443,https,nginx,text/html,GET,34.232.222.20,/,2097823466,44.207.129.61,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
e2i677.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://e2i677.codechef.com:443,https,nginx,text/html,GET,3.208.84.54,/,2097823466,44.207.129.61,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
ebhs-129-33-162-230.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://ebhs-129-33-162-230.codechef.com:443,https,nginx,text/html,GET,3.208.84.54,/,2097823466,34.232.222.20,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
eidealschool.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://eidealschool.codechef.com:443,https,nginx,text/html,GET,3.208.84.54,/,2097823466,34.232.222.20,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
esseecsg301.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://esseecsg301.codechef.com:443,https,nginx,text/html,GET,34.232.222.20,/,2097823466,3.208.84.54,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
exam-role.codechef.com,CodeChef: Practical coding for everyone,200,40479,www.codechef.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.codechef.com,*.codechef.com,codechef.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,08c026bebcd42e1234015e1f973f6cfe,428babd10e5fdcb1398cded95a621e1eb5cc327865a83317ff0eaeaf317c64f4,True,ctls,www.codechef.com,,443,https://exam-role.codechef.com:443,https,nginx,text/html,GET,44.207.129.61,/,2097823466,34.232.222.20,PHP,448,False,,,,https://www.codechef.com/,https://student.examus.net,
