new,host,ttl,a,soa,status_code,mx,txt
,ja.eslint.org,20,"18.192.231.252, 35.156.224.161","{'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,
,jenkins.eslint.org,3049,198.199.92.220,"{'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,
,jenkins2.eslint.org,3046,162.243.138.64,"{'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,
,new.cn.eslint.org,20,"3.72.140.173, 18.192.231.252","{'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,
,new.eslint.org,20,"3.72.140.173, 35.156.224.161","{'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,
,play.eslint.org,20,"35.156.224.161, 52.58.254.253","{'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,
,pt-br.eslint.org,20,"3.72.140.173, 3.70.101.28","{'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,
,www.eslint.org,20,"3.70.101.28, 18.192.231.252","{'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,
,zh-hans.docs.eslint.org,3600,,"{'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,
,zh-hans.eslint.org,180,"52.58.254.253, 3.72.140.173","{'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'eslint.org', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664761817, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,
