input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_
dev-frontend-login.poloniex.com,,403,16,dev-frontend-login.poloniex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",poloniex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6b4a4b393059d4217d71cb83608cad4a,ac0d5667932c73fc48b807ae5a092fb6392cd7c57ee51e362cbe2b57cc3c1691,True,ctls,dev-frontend-login.poloniex.com,cloudflare,443,https://dev-frontend-login.poloniex.com:443,https,cloudflare,text/plain,GET,104.17.172.159,/,1268003052,104.17.176.159,HSTS,1,False,True,,
dev-frontend-m.poloniex.com,,403,16,dev-frontend-m.poloniex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",poloniex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6b4a4b393059d4217d71cb83608cad4a,ac0d5667932c73fc48b807ae5a092fb6392cd7c57ee51e362cbe2b57cc3c1691,True,ctls,dev-frontend-m.poloniex.com,cloudflare,443,https://dev-frontend-m.poloniex.com:443,https,cloudflare,text/plain,GET,104.17.172.159,/,1268003052,104.17.176.159,HSTS,1,False,True,,
dev-frontend.poloniex.com,,403,16,dev-frontend.poloniex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",poloniex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6b4a4b393059d4217d71cb83608cad4a,ac0d5667932c73fc48b807ae5a092fb6392cd7c57ee51e362cbe2b57cc3c1691,True,ctls,dev-frontend.poloniex.com,cloudflare,443,https://dev-frontend.poloniex.com:443,https,cloudflare,text/plain,GET,104.17.174.159,/,1268003052,104.17.172.159,HSTS,1,False,True,,
dev-polaris.poloniex.com,Sign in ・ Cloudflare Access,200,31043,poloniex.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,poloniex.cloudflareaccess.com,cloudflare,443,https://dev-polaris.poloniex.com:443,https,cloudflare,text/html,GET,104.17.172.159,/,-729075908,104.17.176.159,HSTS,74,False,True,https://poloniex.cloudflareaccess.com/cdn-cgi/access/login/dev-polaris.poloniex.com?kid=07a31d22daa8811039cd048d8852815c9b2e3b3f19558c0061c02c048c0c3a0b&redirect_url=%2F&meta=eyJraWQiOiJjMjI4ZTFlOTNkZTZmYThkY2FiNWNlYWMzNDMyNGU5NjRiMDVjOGE4MzVlNzRmOGYxY2FhZTI2NzFlYWJlYzQzIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4OTk5MzczNiwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6IjA3YTMxZDIyZGFhODgxMTAzOWNkMDQ4ZDg4NTI4MTVjOWIyZTNiM2YxOTU1OGMwMDYxYzAyYzA0OGMwYzNhMGIiLCJob3N0bmFtZSI6ImRldi1wb2xhcmlzLnBvbG9uaWV4LmNvbSIsImFwcF9zZXNzaW9uX2hhc2giOiI4MjIyN2U4YWFkZTIwZGVlZmZkODc3YjU5MjU3YmQ1ZDMyZjZmNDBhOGEwMzFmMmVlMDE3OGY5YThkNWE4ZjMzIiwibmJmIjoxNjg5OTkzNzM2LCJpc193YXJwIjpmYWxzZSwiaXNfZ2F0ZXdheSI6ZmFsc2UsInR5cGUiOiJtZXRhIiwicmVkaXJlY3RfdXJsIjoiXC8iLCJtdGxzX2F1dGgiOnsiY2VydF9pc3N1ZXJfc2tpIjoiIiwiY2VydF9wcmVzZW50ZWQiOmZhbHNlLCJjZXJ0X3NlcmlhbCI6IiIsImNlcnRfaXNzdWVyX2RuIjoiIiwiYXV0aF9zdGF0dXMiOiJOT05FIn0sImF1dGhfc3RhdHVzIjoiTk9ORSJ9.SYKB0ZCJ4D-HHMeMjkRmBN3IxIVHaJIFDuGudyPcqJI-WrOlicsDZH16kCLKfhhOEHIm2BvgQzv8wWSgeH8XbRn_kNG3KZ9x3KrgaBIMBNIquj6Jl16jcXu3Is5-SJeT9V2VCA-wm7JTl6tJEW3eOMUx33S76URRX4nO94art_n-pttURJByX5c_YwFpgXFbo3cTGETyiV-3DWo_fpz0Fba-yyS-pTo_7WWovb2mHUcfGpBwxcueKNCLK371TPSzdacWupYpb8Vb6OufgVqnLRV5sf-rQU5brQ6B2cx0V17VRdmugwtu4-41YMI3NzFeg1G7nYxFFqnQUl8qmQfwsQ,https:
dev-spot-api-gateway.poloniex.com,,403,16,dev-spot-api-gateway.poloniex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",poloniex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6b4a4b393059d4217d71cb83608cad4a,ac0d5667932c73fc48b807ae5a092fb6392cd7c57ee51e362cbe2b57cc3c1691,True,ctls,dev-spot-api-gateway.poloniex.com,cloudflare,443,https://dev-spot-api-gateway.poloniex.com:443,https,cloudflare,text/plain,GET,104.17.172.159,/,1268003052,104.17.173.159,HSTS,1,False,True,,
dev-spot-quotation-gateway.poloniex.com,,403,16,dev-spot-quotation-gateway.poloniex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",poloniex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6b4a4b393059d4217d71cb83608cad4a,ac0d5667932c73fc48b807ae5a092fb6392cd7c57ee51e362cbe2b57cc3c1691,True,ctls,dev-spot-quotation-gateway.poloniex.com,cloudflare,443,https://dev-spot-quotation-gateway.poloniex.com:443,https,cloudflare,text/plain,GET,104.17.172.159,/,1268003052,104.17.175.159,HSTS,1,False,True,,
dev-spot-unified-gateway.poloniex.com,,403,16,dev-spot-unified-gateway.poloniex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",poloniex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6b4a4b393059d4217d71cb83608cad4a,ac0d5667932c73fc48b807ae5a092fb6392cd7c57ee51e362cbe2b57cc3c1691,True,ctls,dev-spot-unified-gateway.poloniex.com,cloudflare,443,https://dev-spot-unified-gateway.poloniex.com:443,https,cloudflare,text/plain,GET,104.17.172.159,/,1268003052,104.17.176.159,HSTS,1,False,True,,
dev-spot-web.poloniex.com,,200,2292,dev-spot-web.poloniex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-12-14T23:59:59Z,CN=dev-spot-web.poloniex.com,dev-spot-web.poloniex.com,,dev-spot-web.poloniex.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cba38b3b3bf3dbb118db30fc626e303e,9a7807b9f22f7e7c1c276be8f60dce447a2b3e63b9d04c820cf1a5ff61b5de97,,ctls,dev-spot-web.poloniex.com,cloudfront,443,https://dev-spot-web.poloniex.com:443,https,AmazonS3,text/html,GET,18.66.97.11,/,-1750118502,2600:9000:223c:a00:1b:2696:ba40:93a1,Amazon Web Services,1,False,True,,
dev-ws.poloniex.com,,403,16,dev-ws.poloniex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",poloniex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6b4a4b393059d4217d71cb83608cad4a,ac0d5667932c73fc48b807ae5a092fb6392cd7c57ee51e362cbe2b57cc3c1691,True,ctls,dev-ws.poloniex.com,cloudflare,443,https://dev-ws.poloniex.com:443,https,cloudflare,text/plain,GET,104.17.172.159,/,1268003052,104.17.176.159,HSTS,1,False,True,,
dev-x-api.poloniex.com,,403,16,dev-x-api.poloniex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",poloniex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6b4a4b393059d4217d71cb83608cad4a,ac0d5667932c73fc48b807ae5a092fb6392cd7c57ee51e362cbe2b57cc3c1691,True,ctls,dev-x-api.poloniex.com,cloudflare,443,https://dev-x-api.poloniex.com:443,https,cloudflare,text/plain,GET,104.17.175.159,/,1268003052,104.17.174.159,HSTS,1,False,True,,
docs.poloniex.com,Poloniex New Trade System Spot API Reference,200,712455,docs.poloniex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2024-01-19T23:59:59Z,CN=docs.poloniex.com,docs.poloniex.com,,docs.ptestd.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,45d934cb132d7deb224fee4ead7938ab,525a8e7a95e06eda9ffe38683a855d9fd9cd3a03db526ea88263300b3a59dd7a,,ctls,docs.poloniex.com,cloudfront,443,https://docs.poloniex.com:443,https,AmazonS3,text/html,GET,18.66.122.94,/,-1295157096,2600:9000:2250:5400:f:93ea:4140:93a1,Amazon Web Services,17313,False,True,,
futures-admin-gw.poloniex.com,Sign in ・ Cloudflare Access,200,30003,poloniex.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,poloniex.cloudflareaccess.com,cloudflare,443,https://futures-admin-gw.poloniex.com:443,https,cloudflare,text/html,GET,104.17.172.159,/,1140133772,104.17.176.159,HSTS,67,False,True,https://poloniex.cloudflareaccess.com/cdn-cgi/access/login/futures-admin-gw.poloniex.com?kid=9e58603ca71ab1589080b56b17a287d878fd89113230d31ed7de2c054c0f7c7f&redirect_url=%2F&meta=eyJraWQiOiJjMjI4ZTFlOTNkZTZmYThkY2FiNWNlYWMzNDMyNGU5NjRiMDVjOGE4MzVlNzRmOGYxY2FhZTI2NzFlYWJlYzQzIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4OTk5MzczNiwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6IjllNTg2MDNjYTcxYWIxNTg5MDgwYjU2YjE3YTI4N2Q4NzhmZDg5MTEzMjMwZDMxZWQ3ZGUyYzA1NGMwZjdjN2YiLCJob3N0bmFtZSI6ImZ1dHVyZXMtYWRtaW4tZ3cucG9sb25pZXguY29tIiwiYXBwX3Nlc3Npb25faGFzaCI6IjU0NjhkZTNmMjgzMGM4NGE3Y2QyNTQ1OTYwODZkMDBhMDc1MzkwZGZiNDFlMWY4ZjA0NDg0YTVhOTkwYTBkZTkiLCJuYmYiOjE2ODk5OTM3MzYsImlzX3dhcnAiOmZhbHNlLCJpc19nYXRld2F5IjpmYWxzZSwidHlwZSI6Im1ldGEiLCJyZWRpcmVjdF91cmwiOiJcLyIsIm10bHNfYXV0aCI6eyJjZXJ0X2lzc3Vlcl9za2kiOiIiLCJjZXJ0X3ByZXNlbnRlZCI6ZmFsc2UsImNlcnRfc2VyaWFsIjoiIiwiY2VydF9pc3N1ZXJfZG4iOiIiLCJhdXRoX3N0YXR1cyI6Ik5PTkUifSwiYXV0aF9zdGF0dXMiOiJOT05FIn0.nOzXoiF_HkGXyDJR7nznv_jEncZWKLcL5xDlFHXeM87BRjWswrbZ3Q1Hnil3HvXB5iI46edSbIYiwLv2PuuXK131z_Fyb_NdPB-DsiVKLeuCUCeMPjCFjLulr-ySs1nJzXJAeyDWKorSjVO12o1HSIQe2HIRmkLLrnwe2QD4EykW2XpuMIDZtO-mymy0uMf84pwVq-mqRA4qq8_-MJ3AVGen225_Rvw2VxlUMBkHYd8GE2Mf1cZ0BONPgkh4Nd44inASdvH8pEKN9vtYJxVPMAKidtK2yngtVCxoJ0ifpb0_SkkB54979qfVXy4uHrRauReqtFoYsjrFvvWJB0jvZw,https:
