new,host,ttl,a,soa,has_internal_ips,internal_ips,status_code,cname,cdn,cdn-name,ns,txt,aaaa
,af-rdl.dev.just-data.io,300,10.151.196.23,"{'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}, {'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}, {'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}, {'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}, {'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}",True,10.151.196.23,NOERROR,,,,,,
,af-rdl.just-data.io,300,,"{'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}",,,NOERROR,,,,,,
,af-rdl.qa.just-data.io,300,10.152.196.43,"{'name': 'qa.just-data.io', 'ns': 'ns-cloud-b1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 57, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'qa.just-data.io', 'ns': 'ns-cloud-b1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 57, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'qa.just-data.io', 'ns': 'ns-cloud-b1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 57, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'qa.just-data.io', 'ns': 'ns-cloud-b1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 57, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'qa.just-data.io', 'ns': 'ns-cloud-b1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 57, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}",True,10.152.196.43,NOERROR,,,,,,
,airflow-batchingestion.dev.just-data.io,60,,"{'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}, {'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}, {'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}",,,NOERROR,,,,,,
,airflow-batchingestion.just-data.io,300,,"{'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}",,,NOERROR,,,,,,
,airflow-cdp-egress.just-data.io,300,10.153.196.40,"{'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}",True,10.153.196.40,NOERROR,,,,,,
,airflow-cdp-egress.preprod.just-data.io,300,10.106.112.8,"{'name': 'preprod.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'preprod.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'preprod.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'preprod.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'preprod.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}",True,10.106.112.8,NOERROR,,,,,,
,airflow-coredwh.dev.just-data.io,58,,"{'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}, {'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}, {'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}, {'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}, {'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}",,,NOERROR,,,,,,
,airflow-coredwh.just-data.io,300,10.153.196.40,"{'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}",True,10.153.196.40,NOERROR,,,,,,
,airflow-dataprotection-flower.dev.just-data.io,300,10.151.196.23,"{'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}, {'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}, {'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}",True,10.151.196.23,NOERROR,,,,,,
,airflow-dataprotection-flower.just-data.io,300,10.153.196.40,"{'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'just-data.io', 'ns': 'ns-cloud-c1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 45, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}",True,10.153.196.40,NOERROR,,,,,,
,airflow-dataprotection-flower.qa.just-data.io,300,,"{'name': 'qa.just-data.io', 'ns': 'ns-cloud-b1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 57, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'qa.just-data.io', 'ns': 'ns-cloud-b1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 57, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'qa.just-data.io', 'ns': 'ns-cloud-b1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 57, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'qa.just-data.io', 'ns': 'ns-cloud-b1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 57, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'qa.just-data.io', 'ns': 'ns-cloud-b1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 57, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}",,,NOERROR,,,,,,
,airflow-dataprotection.dev.just-data.io,300,10.151.196.23,"{'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}, {'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}, {'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}, {'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}, {'name': 'dev.just-data.io', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 75, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 60}",True,10.151.196.23,NOERROR,,,,,,
