new,host,ttl,a,soa,status_code,aaaa,cname,cdn,cdn-name,mx,ns,txt
[x],17-121-114-67.okta.simple.com,7200,209.17.116.163,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'ns77.worldnic.com', 'mailbox': 'namehost.worldnic.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],17-121-127-87.okta.simple.com,3600,209.17.116.163,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],acapi.simple.com,3600,,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],admin.simple.com,7200,209.17.116.163,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'ns77.worldnic.com', 'mailbox': 'namehost.worldnic.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],akamai-test.simple.com,7200,209.17.116.163,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'ns77.worldnic.com', 'mailbox': 'namehost.worldnic.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],akamai.simple.com,7200,209.17.116.163,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],android.fj.simple.com,6355,209.17.116.163,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'ns77.worldnic.com', 'mailbox': 'namehost.worldnic.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],annisumiati.simple.com,2698,,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],api.simple.com,7200,209.17.116.163,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],app001.simple.com,3600,209.17.116.163,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],app008.simple.com,3600,,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],arrow.simple.com,6288,209.17.116.163,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],assets.simple.com,6622,209.17.116.163,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],auth.simple.com,298,,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'ns77.worldnic.com', 'mailbox': 'namehost.worldnic.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'ns77.worldnic.com', 'mailbox': 'namehost.worldnic.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
