input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_mismatched,final_url
app.getbeamer.com/js/beamer-embed.js,,200,90249,app.getbeamer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-18T00:00:00Z,2024-04-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.getbeamer.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",078c234aa6c62aaa3608ab6608604de6,f477c06fc3d0bd5027e202eef652d5d88acdec15b1b9a7fb696130889afc1fbf,True,ctls,app.getbeamer.com,cloudflare,443,https://app.getbeamer.com:443/js/beamer-embed.js,https,cloudflare,application/javascript,GET,104.26.2.186,/js/beamer-embed.js,630677708,2606:4700:20::681a:3ba,HTTP/3,12,False,True,,,
app.getbeamer.com/styles/beamer-embed.css,,200,16002,app.getbeamer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-18T00:00:00Z,2024-04-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.getbeamer.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",078c234aa6c62aaa3608ab6608604de6,f477c06fc3d0bd5027e202eef652d5d88acdec15b1b9a7fb696130889afc1fbf,True,ctls,app.getbeamer.com,cloudflare,443,https://app.getbeamer.com:443/styles/beamer-embed.css,https,cloudflare,text/css,GET,104.26.2.186,/styles/beamer-embed.css,630677708,2606:4700:20::681a:3ba,HTTP/3,1,False,True,,,
app.urbanclap.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,,cloudfront,80,http://app.urbanclap.com:80,http,CloudFront,text/html,GET,99.86.91.109,/,-163215303,99.86.91.129,Amazon Web Services,20,False,True,,,
appsflyer.urbanclap.com,,404,,appsflyer.urbanclap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-01T00:00:00Z,2023-11-30T23:59:59Z,CN=*.urbanclap.com,*.urbanclap.com,,*.urbancompany.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b266f44dbbacfe3c682cf2a5b84ce9a7,8231685da0f512d698c88318004e63cb4d95d049bb4f82c6644f27f2efdaca7c,True,ctls,appsflyer.urbanclap.com,,443,https://appsflyer.urbanclap.com:443,https,envoy,,GET,52.220.173.99,/,-1840324437,52.220.173.99,Envoy,1,False,,,,
asknice.ly,AskNicely: Customer Experience Software,200,30861,www.asknicely.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-25T11:11:21Z,2023-08-23T11:11:20Z,CN=www.asknicely.com,www.asknicely.com,,www.asknicely.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e0880560fad9989ec2f372de2321fd60,6ee315b4c7886174c6171f54b98388a2222147f3b1dbf88b174a20e156bb9907,,ctls,www.asknicely.com,cloudfront,443,https://asknice.ly:443,https,,text/html,GET,18.66.112.19,/,820276540,18.66.112.90,Webflow,86,False,True,,,https://www.asknicely.com
au-freshcaller-attachments.s3-ap-southeast-2.amazonaws.com/production/,,403,255,au-freshcaller-attachments.s3-ap-southeast-2.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-02-07T23:59:59Z,CN=*.s3-ap-southeast-2.amazonaws.com,*.s3-ap-southeast-2.amazonaws.com,,s3-deprecated.ap-southeast-2.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,05f6c50a2253367bef0a400b3ef9c219,672cde852cb8386c8934734e4ffd825e11c2b97f88a370777ae83229a1980801,True,ctls,au-freshcaller-attachments.s3-ap-southeast-2.amazonaws.com,,443,https://au-freshcaller-attachments.s3-ap-southeast-2.amazonaws.com:443/production/,https,AmazonS3,application/xml,GET,3.5.165.123,/production/,-1735732963,3.5.165.123,Amazon Web Services,2,False,,,,
au-freshcaller-widget-loader.s3-ap-southeast-2.amazonaws.com/,,403,255,au-freshcaller-widget-loader.s3-ap-southeast-2.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-02-07T23:59:59Z,CN=*.s3-ap-southeast-2.amazonaws.com,*.s3-ap-southeast-2.amazonaws.com,,s3-deprecated.ap-southeast-2.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,05f6c50a2253367bef0a400b3ef9c219,672cde852cb8386c8934734e4ffd825e11c2b97f88a370777ae83229a1980801,True,ctls,au-freshcaller-widget-loader.s3-ap-southeast-2.amazonaws.com,,443,https://au-freshcaller-widget-loader.s3-ap-southeast-2.amazonaws.com:443,https,AmazonS3,application/xml,GET,3.5.169.133,/,-1768853339,3.5.169.133,Amazon Web Services,2,False,,,,
av.urbancompany.com,400 The plain HTTP request was sent to HTTPS port,400,248,,,,,,,,,,,,,,,,,,,,,80,http://av.urbancompany.com:80,http,nginx,text/html,GET,14.194.32.107,/,-543419858,14.194.32.107,Nginx,9,False,,,,
backend.getbeamer.com/,Log in - Beamer,200,8251,backend.getbeamer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-18T00:00:00Z,2024-04-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.getbeamer.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",078c234aa6c62aaa3608ab6608604de6,f477c06fc3d0bd5027e202eef652d5d88acdec15b1b9a7fb696130889afc1fbf,True,ctls,backend.getbeamer.com,cloudflare,443,https://backend.getbeamer.com:443,https,cloudflare,text/html,GET,104.26.3.186,/,630677708,2606:4700:20::681a:3ba,Java,155,False,True,,,https://backend.getbeamer.com/login
bam.nr-data.net/,,404,2,bam.nr-data.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.nr-data.net, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.nr-data.net,"New Relic, Inc.",nr-data.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f18c89bd942bf5fa0e43b69e1682be8a,34ffa5499509d896c902d083216c95d314faee049e2cf6183a38b98d57c91a07,True,ctls,bam.nr-data.net,,443,https://bam.nr-data.net:443,https,cloudflare,text/plain,GET,162.247.241.14,/,-1206076886,162.247.243.29,Cloudflare,1,False,,,,
blog.urbancompany.com,The Urban Life,200,1060790,blog.urbancompany.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-19T01:38:15Z,2023-07-18T01:38:14Z,CN=urbancompany.com,urbancompany.com,,*.urbancompany.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,bfb6a1c450b28c82dde469b351716e65,08dcd4bc653d069c58c152044dfffa1d592365b1709842af90c35ef4e05c8a98,True,ctls,blog.urbancompany.com,cloudflare,443,https://blog.urbancompany.com:443,https,cloudflare,text/html,GET,104.22.15.28,/,-1957389758,2606:4700:10::ac43:1f50,WordPress,1787,False,True,,,
blogtest.urbancompany.com,The Urban Life,200,1060849,blogtest.urbancompany.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T03:14:32Z,2023-07-10T03:14:31Z,CN=blog.urbancompany.com,blog.urbancompany.com,,blog.urbancompany.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3937797141bbccb72ceedfd57d422d85,126b9031af1ab947f7b52cc22f10f730b26c39ae1e35dd7e08db604a9debdcfd,,ctls,blogtest.urbancompany.com,,443,https://blogtest.urbancompany.com:443,https,Apache/2.4.52 (Ubuntu),text/html,GET,15.207.246.171,/,726934550,15.207.246.171,WordPress,1788,False,,,True,
calendly.com/,Free Online Appointment Scheduling Software | Calendly,200,411776,calendly.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=calendly.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",calendly.com,"Cloudflare, Inc.",*.calendly.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6320e783275ce464631c9541b5a333d8,2d23a13235215c49a03fe38bb20f458487ebaa68a2e5eade5b3a9a0d24b55d5c,True,ctls,calendly.com,cloudflare,443,https://calendly.com:443,https,cloudflare,text/html,GET,172.66.43.26,/,426017971,2606:4700:3108::ac42:2b1a,webpack,949,False,True,,,
careers.urbanclap.com,Attention Required! | Cloudflare,403,4515,careers.urbanclap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T00:00:00Z,2024-04-29T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",52db3b5cfb38e60f86258cf07277c2ba,2605a30e2603605f4214e81dab1789f0b536db70601a8c83b28ce597095d037f,True,ctls,careers.urbanclap.com,cloudflare,443,https://careers.urbanclap.com:443,https,cloudflare,text/html,GET,104.22.33.101,/,-2126064212,2606:4700:10::ac43:19a9,HTTP/3,94,False,True,,,
careers.urbancompany.com,Urban Company,200,3061,careers.urbancompany.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-19T01:38:15Z,2023-07-18T01:38:14Z,CN=urbancompany.com,urbancompany.com,,*.urbancompany.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,bfb6a1c450b28c82dde469b351716e65,08dcd4bc653d069c58c152044dfffa1d592365b1709842af90c35ef4e05c8a98,True,ctls,careers.urbancompany.com,cloudflare,443,https://careers.urbancompany.com:443,https,cloudflare,text/html,GET,104.22.14.28,/,-940357302,2606:4700:10::6816:e1c,Node.js,1,False,True,,,
cdn.heapanalytics.com/,,404,,cdn.heapanalytics.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-27T23:59:59Z,CN=cdn.heapanalytics.com,cdn.heapanalytics.com,,cdn.heapanalytics.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1bf815c1fbe0de90adc8bbd1502cc3b5,61aaeb6d6948b891986aab6a83e6ef5d4ec06bc04c992712f550229eaccf039d,,ctls,cdn.heapanalytics.com,cloudfront,443,https://cdn.heapanalytics.com:443,https,nginx,text/html,GET,13.32.121.24,/,-60375717,13.32.121.116,Node.js,1,False,True,,,
cdn.inlinemanual.com/embed/,,200,21,cdn.inlinemanual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-20T23:05:59Z,2023-07-19T23:05:58Z,CN=1679634902.rsc.cdn77.org,1679634902.rsc.cdn77.org,,cdn.inlinemanual.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1ea24a9fc57d9fb04de1dd7a09ec7d9e,db91cf4bfb162da03ce71470f50dc9b1a440f4f80fc9b21aa6aa964ba27eba17,,ctls,cdn.inlinemanual.com,,443,https://cdn.inlinemanual.com:443/embed/,https,CDN77-Turbo,text/html,GET,195.181.175.15,/embed/,1494302000,2a02:6ea0:c700::10,HSTS,2,False,,,,
cdn.jsdelivr.net/npm/@freshworks/crayons-icon@next/dist/,"@freshworks/crayons-icon CDN by jsDelivr - A free, fast, and reliable Open Source CDN",200,20716,cdn.jsdelivr.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-23T10:55:14Z,2024-01-24T10:55:13Z,CN=jsdelivr.net,jsdelivr.net,,*.jsdelivr.net,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,da1cb454a33b0ee9e8bdd57882145b92,9c4170832bbd729545f286063b1aa6bf7f3ac8b1a04afa9558357e9dddfd0f8e,True,ctls,cdn.jsdelivr.net,fastly,443,https://cdn.jsdelivr.net:443/npm/@freshworks/crayons-icon@next/dist/,https,,text/html,GET,151.101.1.229,/npm/@freshworks/crayons-icon@next/dist/,-2029005286,2a04:4e42:600::485,HTTP/3,506,False,True,,,
cdn.surveyserv.com/widget.min.js,,200,456092,cdn.surveyserv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2024-06-08T23:59:59Z,CN=*.surveyserv.com,*.surveyserv.com,,*.surveyserv.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,bcf90b419c4d4a4704825db08114b727,7c59be2973306cd85276e0d20acecb3be64b72ca721d360144d7679fd5e109ad,True,ctls,cdn.surveyserv.com,cloudfront,443,https://cdn.surveyserv.com:443/widget.min.js,https,AmazonS3,application/javascript,GET,13.32.121.93,/widget.min.js,1008304018,13.32.121.99,React,2,False,True,,,
cdnjs.cloudflare.com/,cdnjs.cloudflare.com,200,8867,cdnjs.cloudflare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",8789a4791c80fe9fc769847a7ba6e4b5,9454c62828b954228efbbb6b7e3865ae64ba54e5a4ccdd89936d068e2ac94dd3,True,ctls,cdnjs.cloudflare.com,cloudflare,443,https://cdnjs.cloudflare.com:443,https,cloudflare,text/html,GET,104.17.25.14,/,2023033722,2606:4700::6811:190e,HTTP/3,169,False,True,,,
cdnjs.cloudflare.com/ajax/libs/font-awesome/4.2.0/fonts/,,403,17,cdnjs.cloudflare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",8789a4791c80fe9fc769847a7ba6e4b5,9454c62828b954228efbbb6b7e3865ae64ba54e5a4ccdd89936d068e2ac94dd3,True,ctls,cdnjs.cloudflare.com,cloudflare,443,https://cdnjs.cloudflare.com:443/ajax/libs/font-awesome/4.2.0/fonts/,https,cloudflare,text/plain,GET,104.17.25.14,/ajax/libs/font-awesome/4.2.0/fonts/,2023033722,2606:4700::6811:190e,HTTP/3,1,False,True,,,
chat.urbancompany.com,UC Chat,200,2917,chat.urbancompany.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-19T01:38:15Z,2023-07-18T01:38:14Z,CN=urbancompany.com,urbancompany.com,,*.urbancompany.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,bfb6a1c450b28c82dde469b351716e65,08dcd4bc653d069c58c152044dfffa1d592365b1709842af90c35ef4e05c8a98,True,ctls,chat.urbancompany.com,cloudflare,443,https://chat.urbancompany.com:443,https,cloudflare,text/html,GET,104.22.15.28,/,2102018835,2606:4700:10::6816:f1c,Node.js,1,False,True,,,
configs.urbanclap.com,Attention Required! | Cloudflare,403,4515,configs.urbanclap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T00:00:00Z,2024-04-29T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",52db3b5cfb38e60f86258cf07277c2ba,2605a30e2603605f4214e81dab1789f0b536db70601a8c83b28ce597095d037f,True,ctls,configs.urbanclap.com,cloudflare,443,https://configs.urbanclap.com:443,https,cloudflare,text/html,GET,172.67.25.169,/,-1083912718,2606:4700:10::6816:2065,HTTP/3,94,False,True,,,
content-dev.urbanclap.com,,403,255,content-dev.urbanclap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-03T00:00:00Z,2024-02-01T23:59:59Z,CN=content-dev.urbanclap.com,content-dev.urbanclap.com,,content-dev.urbancompany.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,65f63e4d0da09dec3484549fd1dc3c86,9c48c3c38cecd36324d8d78c833490a56a17378bb7a200dea73f2be68c632564,,ctls,content-dev.urbanclap.com,cloudfront,443,https://content-dev.urbanclap.com:443,https,AmazonS3,application/xml,GET,52.222.214.97,/,-1602387511,52.222.214.24,HTTP/3,2,False,True,,,
content-dev.urbancompany.com,,403,255,content-dev.urbancompany.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-03T00:00:00Z,2024-02-01T23:59:59Z,CN=content-dev.urbanclap.com,content-dev.urbanclap.com,,content-dev.urbancompany.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,65f63e4d0da09dec3484549fd1dc3c86,9c48c3c38cecd36324d8d78c833490a56a17378bb7a200dea73f2be68c632564,,ctls,content-dev.urbancompany.com,cloudfront,443,https://content-dev.urbancompany.com:443,https,AmazonS3,application/xml,GET,52.222.214.66,/,678268673,52.222.214.11,HTTP/3,2,False,True,,,
