new,host,a,cname,soa,ns,status_code,cdn,cdn-name,mx,txt,aaaa,caa
,10.airmap.com,"52.222.214.11, 52.222.214.10, 52.222.214.76, 52.222.214.89",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk",NOERROR,True,cloudfront,,,,
,100.airmap.com,"13.32.151.118, 13.32.151.61, 13.32.151.90, 13.32.151.124, 205.251.193.9, 205.251.195.29, 205.251.197.187, 205.251.199.152",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1944.awsdns-51.co.uk",NOERROR,True,cloudfront,,,,
,1000.airmap.com,"13.32.151.124, 13.32.151.90, 13.32.151.61, 13.32.151.118, 205.251.193.9, 205.251.195.29, 205.251.197.187, 205.251.199.152",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org",NOERROR,True,cloudfront,,,,
,101.airmap.com,"52.222.214.10, 52.222.214.11, 52.222.214.76, 52.222.214.89",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk",NOERROR,True,cloudfront,,,,
,104.airmap.com,"52.222.214.10, 52.222.214.11, 52.222.214.76, 52.222.214.89",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk",NOERROR,True,cloudfront,,,,
,11.airmap.com,"52.222.214.11, 52.222.214.10, 52.222.214.76, 52.222.214.89",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org",NOERROR,True,cloudfront,,,,
,111.airmap.com,"52.222.214.89, 52.222.214.10, 52.222.214.11, 52.222.214.76",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com",NOERROR,True,cloudfront,,,,
,123.airmap.com,,d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org",NOERROR,True,cloudfront,,,,
,129.airmap.com,"52.222.139.124, 52.222.139.67, 52.222.139.128, 52.222.139.81",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-265.awsdns-33.com, ns-1944.awsdns-51.co.uk, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,14.airmap.com,"52.222.139.67, 52.222.139.81, 52.222.139.124, 52.222.139.128",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-797.awsdns-35.net, ns-265.awsdns-33.com, ns-1944.awsdns-51.co.uk",NOERROR,True,cloudfront,,,,
,15.airmap.com,"52.222.214.11, 52.222.214.89, 52.222.214.10, 52.222.214.76",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,16.airmap.com,"52.222.214.76, 52.222.214.89, 52.222.214.11, 52.222.214.10",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org",NOERROR,True,cloudfront,,,,
,17.airmap.com,"52.222.214.89, 52.222.214.76, 52.222.214.10, 52.222.214.11",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,18.airmap.com,"52.222.214.76, 52.222.214.11, 52.222.214.10, 52.222.214.89",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,19.airmap.com,"13.249.9.25, 13.249.9.60, 13.249.9.101, 13.249.9.115",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,1l3.airmap.com,"52.222.139.81, 52.222.139.67, 52.222.139.128, 52.222.139.124",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,20.airmap.com,"52.222.214.76, 52.222.214.89, 52.222.214.10, 52.222.214.11",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org",NOERROR,True,cloudfront,,,,
,2008.airmap.com,"108.157.4.99, 108.157.4.26, 108.157.4.75, 108.157.4.114",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,2009.airmap.com,"108.157.4.99, 108.157.4.114, 108.157.4.26, 108.157.4.75",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk",NOERROR,True,cloudfront,,,,
,2010.airmap.com,"52.222.214.11, 52.222.214.10, 52.222.214.76, 52.222.214.89",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,2011.airmap.com,"52.222.214.11, 52.222.214.10, 52.222.214.76, 52.222.214.89",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,2012.airmap.com,"18.161.97.111, 18.161.97.88, 18.161.97.5, 18.161.97.98, 205.251.197.187",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-797.awsdns-35.net, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-1467.awsdns-55.org",NOERROR,True,cloudfront,,,,
,2013.airmap.com,"52.222.214.89, 52.222.214.11, 52.222.214.76, 52.222.214.10",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-797.awsdns-35.net, ns-265.awsdns-33.com, ns-1944.awsdns-51.co.uk, ns-1467.awsdns-55.org",NOERROR,True,cloudfront,,,,
,21.airmap.com,"52.222.214.11, 52.222.214.76, 52.222.214.10, 52.222.214.89",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,
,211.airmap.com,"52.222.214.76, 52.222.214.10, 52.222.214.11, 52.222.214.89",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-797.awsdns-35.net, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com",NOERROR,True,cloudfront,,,,
,22.airmap.com,"52.222.214.76, 52.222.214.10, 52.222.214.11, 52.222.214.89",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk",NOERROR,True,cloudfront,,,,
,220.airmap.com,"52.222.214.11, 52.222.214.89, 52.222.214.10, 52.222.214.76",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk",NOERROR,True,cloudfront,,,,
,222.airmap.com,"13.32.151.124, 13.32.151.90, 13.32.151.61, 13.32.151.118, 205.251.193.9, 205.251.195.29, 205.251.197.187, 205.251.199.152",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,23.airmap.com,"13.32.151.61, 13.32.151.90, 13.32.151.118, 13.32.151.124, 205.251.193.9, 205.251.195.29, 205.251.197.187, 205.251.199.152",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-797.awsdns-35.net, ns-265.awsdns-33.com, ns-1944.awsdns-51.co.uk",NOERROR,True,cloudfront,,,,
,25.airmap.com,"52.222.214.11, 52.222.214.76, 52.222.214.89, 52.222.214.10",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk",NOERROR,True,cloudfront,,,,
,27.airmap.com,"52.222.214.10, 52.222.214.11, 52.222.214.76, 52.222.214.89",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk",NOERROR,True,cloudfront,,,,
,28.airmap.com,"52.222.214.10, 52.222.214.89, 52.222.214.11, 52.222.214.76",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org",NOERROR,True,cloudfront,,,,
,29.airmap.com,"52.222.214.76, 52.222.214.10, 52.222.214.89, 52.222.214.11",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org",NOERROR,True,cloudfront,,,,
,2fwww.airmap.com,,d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1944.awsdns-51.co.uk, ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-265.awsdns-33.com",NOERROR,True,cloudfront,,,,
,3.airmap.com,"13.249.9.25, 13.249.9.60, 13.249.9.101, 13.249.9.115",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,30.airmap.com,,d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,33.airmap.com,"52.222.214.11, 52.222.214.10, 52.222.214.76, 52.222.214.89",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org",NOERROR,True,cloudfront,,,,
,35.airmap.com,"108.157.4.114, 108.157.4.99, 108.157.4.75, 108.157.4.26",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,360.airmap.com,"108.157.4.26, 108.157.4.114, 108.157.4.99, 108.157.4.75",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,365.airmap.com,"52.222.214.76, 52.222.214.10, 52.222.214.11, 52.222.214.89",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,37.airmap.com,"52.222.214.89, 52.222.214.11, 52.222.214.76, 52.222.214.10",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org",NOERROR,True,cloudfront,,,,
,38.airmap.com,"52.222.214.76, 52.222.214.10, 52.222.214.11, 52.222.214.89",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-265.awsdns-33.com, ns-1944.awsdns-51.co.uk, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,39.airmap.com,"52.222.214.11, 52.222.214.10, 52.222.214.89, 52.222.214.76",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,3ans.airmap.com,"13.32.151.118, 13.32.151.124, 13.32.151.61, 13.32.151.90, 205.251.193.9, 205.251.195.29, 205.251.197.187, 205.251.199.152",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org",NOERROR,True,cloudfront,,,,
,3com.airmap.com,"52.222.214.10, 52.222.214.11, 52.222.214.76, 52.222.214.89",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk",NOERROR,True,cloudfront,,,,
,3d.airmap.com,"52.222.214.10, 52.222.214.89, 52.222.214.11, 52.222.214.76",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com",NOERROR,True,cloudfront,,,,
,3pyn8e3cwjy5peh40yyz4fgezk6v.aircraft.stage.airmap.com,"52.222.214.76, 52.222.214.11, 52.222.214.10, 52.222.214.89",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk",NOERROR,True,cloudfront,,,,
,4.airmap.com,"52.222.214.10, 52.222.214.89, 52.222.214.76, 52.222.214.11",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,40.airmap.com,"13.249.9.25, 13.249.9.60, 13.249.9.101, 13.249.9.115",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,41.airmap.com,"52.222.139.81, 52.222.139.67, 52.222.139.128, 52.222.139.124",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,43.airmap.com,"52.222.214.76, 52.222.214.11, 52.222.214.89, 52.222.214.10",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk",NOERROR,True,cloudfront,,,,
,45.airmap.com,"108.157.4.114, 108.157.4.26, 108.157.4.99, 108.157.4.75",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com",NOERROR,True,cloudfront,,,,
,46.airmap.com,"108.157.4.26, 108.157.4.75, 108.157.4.99, 108.157.4.114",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk",NOERROR,True,cloudfront,,,,
,47.airmap.com,"52.222.214.10, 52.222.214.11, 52.222.214.76, 52.222.214.89",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,48.airmap.com,"52.222.214.76, 52.222.214.89, 52.222.214.10, 52.222.214.11",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,49.airmap.com,"18.161.97.98, 18.161.97.5, 18.161.97.88, 18.161.97.111, 205.251.197.187",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1944.awsdns-51.co.uk, ns-1467.awsdns-55.org, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,4x4.airmap.com,"52.222.214.89, 52.222.214.10, 52.222.214.11, 52.222.214.76",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-265.awsdns-33.com, ns-1944.awsdns-51.co.uk",NOERROR,True,cloudfront,,,,
,50.airmap.com,"52.222.214.10, 52.222.214.76, 52.222.214.11, 52.222.214.89",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk",NOERROR,True,cloudfront,,,,
,51.airmap.com,"52.222.214.10, 52.222.214.89, 52.222.214.11, 52.222.214.76",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org",NOERROR,True,cloudfront,,,,
,53.airmap.com,"52.222.214.11, 52.222.214.89, 52.222.214.10, 52.222.214.76",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org",NOERROR,True,cloudfront,,,,
,54.airmap.com,"52.222.214.11, 52.222.214.76, 52.222.214.89, 52.222.214.10",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",NOERROR,True,cloudfront,,,,
,55.airmap.com,"13.32.151.124, 13.32.151.118, 13.32.151.61, 13.32.151.90, 205.251.193.9, 205.251.195.29, 205.251.197.187, 205.251.199.152",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-797.awsdns-35.net, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-1467.awsdns-55.org",NOERROR,True,cloudfront,,,,
,56.airmap.com,"13.32.151.90, 13.32.151.118, 13.32.151.124, 13.32.151.61, 205.251.193.9, 205.251.195.29, 205.251.197.187, 205.251.199.152",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-1944.awsdns-51.co.uk, ns-797.awsdns-35.net, ns-265.awsdns-33.com, ns-1467.awsdns-55.org",NOERROR,True,cloudfront,,,,
,57.airmap.com,"52.222.214.11, 52.222.214.76, 52.222.214.89, 52.222.214.10",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk",NOERROR,True,cloudfront,,,,
,58.airmap.com,"52.222.214.89, 52.222.214.10, 52.222.214.11, 52.222.214.76",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-265.awsdns-33.com, ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk",NOERROR,True,cloudfront,,,,
,59.airmap.com,"52.222.214.76, 52.222.214.10, 52.222.214.89, 52.222.214.11",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com",NOERROR,True,cloudfront,,,,
,6.airmap.com,"52.222.214.76, 52.222.214.10, 52.222.214.89, 52.222.214.11",d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-797.awsdns-35.net, ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com",NOERROR,True,cloudfront,,,,
