input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn_name,webserver,cdn,content_type,csp_domains_,tls_mismatched
1919ic.my.centrify.com,,410,,1919ic.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2020-07-13T00:00:00Z,2022-10-16T00:00:00Z,"CN=*.my.centrify.com, OU=IT, O=Centrify Corporation, L=Santa Clara, ST=California, C=US",*.my.centrify.com,Centrify Corporation,my.centrify.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5d08bde14f2ee30d60f15ea6fc19ad21,2cfec6e0a46af9343c0b890dc73e444d84a0db90b2cd27c4c6fd0b7f92165dfe,True,ctls,1919ic.my.centrify.com,443,https://1919ic.my.centrify.com:443,https,GET,52.21.56.174,/,-1840324437,https://1919ic.my.centrify.com/my,35.175.3.116,HSTS,1,False,,,,,,
1c80e4e5-7159-4096-8680-054adbcfb4c1-gw.gateway.centrify.com,,400,,,,,,,,,,,,,,,,,,,,,,80,http://1c80e4e5-7159-4096-8680-054adbcfb4c1-gw.gateway.centrify.com:80,http,GET,3.86.137.55,/,-1840324437,,3.84.64.22,,1,False,,,,,,
1e56960e-5bd2-46f7-9e4c-fd377071caae-gw.gateway.centrify.com,,200,5489,eotss.my.idaptive.app,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-21T07:16:07Z,2023-12-23T07:16:06Z,"CN=*.my.idaptive.app, O=CYBERARK SOFTWARE LTD., L=Petah Tikva, ST=Central, C=IL",*.my.idaptive.app,CYBERARK SOFTWARE LTD.,my.idaptive.app,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7f7e8e45945e943ed49a8b369fdd73c0,369b060174c570dea298f9588d1cde769be315ae546830d73bfeb823179c04ed,True,ctls,eotss.my.idaptive.app,80,http://1e56960e-5bd2-46f7-9e4c-fd377071caae-gw.gateway.centrify.com:80,http,GET,3.84.64.22,/,-1639646788,https://eotss.my.idaptive.app/login?appkey=1e56960e-5bd2-46f7-9e4c-fd377071caae-gw&customerId=AAQ0416&relaystate=eyJJbml0QXV0aCI6dHJ1ZSwiTWV0aG9kIjoiR0VUIiwiVXJpIjoiaHR0cDovLzFlNTY5NjBlLTViZDItNDZmNy05ZTRjLWZkMzc3MDcxY2FhZS1ndy5nYXRld2F5LmNlbnRyaWZ5LmNvbS8ifQ__&zsoInProg=true&yfirtnecrun=true,3.86.137.55,HSTS,137,False,,,,text/html,,
2265a332-64b7-4501-ae0e-cc1ed5e3ee9b-gw.gateway.centrify.com,,200,5489,iapws.my.idaptive.app,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-21T07:16:07Z,2023-12-23T07:16:06Z,"CN=*.my.idaptive.app, O=CYBERARK SOFTWARE LTD., L=Petah Tikva, ST=Central, C=IL",*.my.idaptive.app,CYBERARK SOFTWARE LTD.,my.idaptive.app,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7f7e8e45945e943ed49a8b369fdd73c0,369b060174c570dea298f9588d1cde769be315ae546830d73bfeb823179c04ed,True,ctls,iapws.my.idaptive.app,80,http://2265a332-64b7-4501-ae0e-cc1ed5e3ee9b-gw.gateway.centrify.com:80,http,GET,3.84.64.22,/,-207902994,https://iapws.my.idaptive.app/login?appkey=2265a332-64b7-4501-ae0e-cc1ed5e3ee9b-gw&customerId=AAL0795&relaystate=eyJJbml0QXV0aCI6dHJ1ZSwiTWV0aG9kIjoiR0VUIiwiVXJpIjoiaHR0cDovLzIyNjVhMzMyLTY0YjctNDUwMS1hZTBlLWNjMWVkNWUzZWU5Yi1ndy5nYXRld2F5LmNlbnRyaWZ5LmNvbS8ifQ__&zsoInProg=true&yfirtnecrun=true,3.86.137.55,HSTS,137,False,,,,text/html,,
27f4fc6f-d6d5-462b-8c2c-097cf7e21a14-gw.gateway.centrify.com,,200,5489,corp.my.idaptive.app,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-21T07:16:07Z,2023-12-23T07:16:06Z,"CN=*.my.idaptive.app, O=CYBERARK SOFTWARE LTD., L=Petah Tikva, ST=Central, C=IL",*.my.idaptive.app,CYBERARK SOFTWARE LTD.,my.idaptive.app,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7f7e8e45945e943ed49a8b369fdd73c0,369b060174c570dea298f9588d1cde769be315ae546830d73bfeb823179c04ed,True,ctls,corp.my.idaptive.app,80,http://27f4fc6f-d6d5-462b-8c2c-097cf7e21a14-gw.gateway.centrify.com:80,http,GET,35.165.87.242,/,-2086837248,https://corp.my.idaptive.app/login?appkey=27f4fc6f-d6d5-462b-8c2c-097cf7e21a14-gw&customerId=LG602&relaystate=eyJJbml0QXV0aCI6dHJ1ZSwiTWV0aG9kIjoiR0VUIiwiVXJpIjoiaHR0cDovLzI3ZjRmYzZmLWQ2ZDUtNDYyYi04YzJjLTA5N2NmN2UyMWExNC1ndy5nYXRld2F5LmNlbnRyaWZ5LmNvbS8ifQ__&zsoInProg=true&yfirtnecrun=true,35.155.240.98,HSTS,137,False,,,,text/html,,
2bc4efc9-e562-42d0-a7a2-cc715fed64e9-gw.gateway.centrify.com,,200,5489,iapws.my.idaptive.app,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-21T07:16:07Z,2023-12-23T07:16:06Z,"CN=*.my.idaptive.app, O=CYBERARK SOFTWARE LTD., L=Petah Tikva, ST=Central, C=IL",*.my.idaptive.app,CYBERARK SOFTWARE LTD.,my.idaptive.app,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7f7e8e45945e943ed49a8b369fdd73c0,369b060174c570dea298f9588d1cde769be315ae546830d73bfeb823179c04ed,True,ctls,iapws.my.idaptive.app,80,http://2bc4efc9-e562-42d0-a7a2-cc715fed64e9-gw.gateway.centrify.com:80,http,GET,3.84.64.22,/,708949754,https://iapws.my.idaptive.app/login?appkey=2bc4efc9-e562-42d0-a7a2-cc715fed64e9-gw&customerId=AAL0795&relaystate=eyJJbml0QXV0aCI6dHJ1ZSwiTWV0aG9kIjoiR0VUIiwiVXJpIjoiaHR0cDovLzJiYzRlZmM5LWU1NjItNDJkMC1hN2EyLWNjNzE1ZmVkNjRlOS1ndy5nYXRld2F5LmNlbnRyaWZ5LmNvbS8ifQ__&zsoInProg=true&yfirtnecrun=true,3.86.137.55,HSTS,137,False,,,,text/html,,
3317b746-b722-49c3-a50e-b883e172f791-gw.gateway.centrify.com,,200,5489,guidewire.my.idaptive.app,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-21T07:16:07Z,2023-12-23T07:16:06Z,"CN=*.my.idaptive.app, O=CYBERARK SOFTWARE LTD., L=Petah Tikva, ST=Central, C=IL",*.my.idaptive.app,CYBERARK SOFTWARE LTD.,my.idaptive.app,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7f7e8e45945e943ed49a8b369fdd73c0,369b060174c570dea298f9588d1cde769be315ae546830d73bfeb823179c04ed,True,ctls,guidewire.my.idaptive.app,80,http://3317b746-b722-49c3-a50e-b883e172f791-gw.gateway.centrify.com:80,http,GET,35.165.87.242,/,-19795144,https://guidewire.my.idaptive.app/login?appkey=3317b746-b722-49c3-a50e-b883e172f791-gw&customerId=AAK0649&relaystate=eyJJbml0QXV0aCI6dHJ1ZSwiTWV0aG9kIjoiR0VUIiwiVXJpIjoiaHR0cDovLzMzMTdiNzQ2LWI3MjItNDljMy1hNTBlLWI4ODNlMTcyZjc5MS1ndy5nYXRld2F5LmNlbnRyaWZ5LmNvbS8ifQ__&zsoInProg=true&yfirtnecrun=true,35.155.240.98,HSTS,137,False,,,,text/html,,
34c3d0ce-da79-43c5-af73-792762ac3f4c-gw.gateway.centrify.com,,400,,,,,,,,,,,,,,,,,,,,,,80,http://34c3d0ce-da79-43c5-af73-792762ac3f4c-gw.gateway.centrify.com:80,http,GET,52.57.58.9,/,-1840324437,,3.123.130.252,,1,False,,,,,,
38f93257-c850-4701-b844-4356b36f1c58-gw.gateway.centrify.com,,400,,,,,,,,,,,,,,,,,,,,,,80,http://38f93257-c850-4701-b844-4356b36f1c58-gw.gateway.centrify.com:80,http,GET,3.84.64.22,/,-1840324437,,3.86.137.55,,1,False,,,,,,
3f3f3073-bf85-4d29-8b17-92a66d472032-gw.gateway.centrify.com,,200,5489,corp.my.idaptive.app,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-21T07:16:07Z,2023-12-23T07:16:06Z,"CN=*.my.idaptive.app, O=CYBERARK SOFTWARE LTD., L=Petah Tikva, ST=Central, C=IL",*.my.idaptive.app,CYBERARK SOFTWARE LTD.,my.idaptive.app,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7f7e8e45945e943ed49a8b369fdd73c0,369b060174c570dea298f9588d1cde769be315ae546830d73bfeb823179c04ed,True,ctls,corp.my.idaptive.app,80,http://3f3f3073-bf85-4d29-8b17-92a66d472032-gw.gateway.centrify.com:80,http,GET,35.155.240.98,/,155418332,https://corp.my.idaptive.app/login?appkey=3f3f3073-bf85-4d29-8b17-92a66d472032-gw&customerId=LG602&relaystate=eyJJbml0QXV0aCI6dHJ1ZSwiTWV0aG9kIjoiR0VUIiwiVXJpIjoiaHR0cDovLzNmM2YzMDczLWJmODUtNGQyOS04YjE3LTkyYTY2ZDQ3MjAzMi1ndy5nYXRld2F5LmNlbnRyaWZ5LmNvbS8ifQ__&zsoInProg=true&yfirtnecrun=true,35.165.87.242,HSTS,137,False,,,,text/html,,
42e024d0-2c73-4fb7-b0e8-7ee40803bc62-gw.gateway.centrify.com,,200,5489,iapws.my.idaptive.app,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-21T07:16:07Z,2023-12-23T07:16:06Z,"CN=*.my.idaptive.app, O=CYBERARK SOFTWARE LTD., L=Petah Tikva, ST=Central, C=IL",*.my.idaptive.app,CYBERARK SOFTWARE LTD.,my.idaptive.app,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7f7e8e45945e943ed49a8b369fdd73c0,369b060174c570dea298f9588d1cde769be315ae546830d73bfeb823179c04ed,True,ctls,iapws.my.idaptive.app,80,http://42e024d0-2c73-4fb7-b0e8-7ee40803bc62-gw.gateway.centrify.com:80,http,GET,3.86.137.55,/,-1572384148,https://iapws.my.idaptive.app/login?appkey=42e024d0-2c73-4fb7-b0e8-7ee40803bc62-gw&customerId=AAL0795&relaystate=eyJJbml0QXV0aCI6dHJ1ZSwiTWV0aG9kIjoiR0VUIiwiVXJpIjoiaHR0cDovLzQyZTAyNGQwLTJjNzMtNGZiNy1iMGU4LTdlZTQwODAzYmM2Mi1ndy5nYXRld2F5LmNlbnRyaWZ5LmNvbS8ifQ__&zsoInProg=true&yfirtnecrun=true,3.84.64.22,HSTS,137,False,,,,text/html,,
44d2db06-590d-408e-97d4-ea9028ea1dc3-gw.gateway.centrify.com,,200,5489,eotss.my.idaptive.app,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-21T07:16:07Z,2023-12-23T07:16:06Z,"CN=*.my.idaptive.app, O=CYBERARK SOFTWARE LTD., L=Petah Tikva, ST=Central, C=IL",*.my.idaptive.app,CYBERARK SOFTWARE LTD.,my.idaptive.app,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7f7e8e45945e943ed49a8b369fdd73c0,369b060174c570dea298f9588d1cde769be315ae546830d73bfeb823179c04ed,True,ctls,eotss.my.idaptive.app,80,http://44d2db06-590d-408e-97d4-ea9028ea1dc3-gw.gateway.centrify.com:80,http,GET,3.84.64.22,/,-1803410929,https://eotss.my.idaptive.app/login?appkey=44d2db06-590d-408e-97d4-ea9028ea1dc3-gw&customerId=AAQ0416&relaystate=eyJJbml0QXV0aCI6dHJ1ZSwiTWV0aG9kIjoiR0VUIiwiVXJpIjoiaHR0cDovLzQ0ZDJkYjA2LTU5MGQtNDA4ZS05N2Q0LWVhOTAyOGVhMWRjMy1ndy5nYXRld2F5LmNlbnRyaWZ5LmNvbS8ifQ__&zsoInProg=true&yfirtnecrun=true,3.86.137.55,HSTS,137,False,,,,text/html,,
4949872f-b30d-44b4-a24e-a10772fdb7ac-gw.gateway.centrify.com,,200,5489,corp.my.idaptive.app,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-21T07:16:07Z,2023-12-23T07:16:06Z,"CN=*.my.idaptive.app, O=CYBERARK SOFTWARE LTD., L=Petah Tikva, ST=Central, C=IL",*.my.idaptive.app,CYBERARK SOFTWARE LTD.,my.idaptive.app,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7f7e8e45945e943ed49a8b369fdd73c0,369b060174c570dea298f9588d1cde769be315ae546830d73bfeb823179c04ed,True,ctls,corp.my.idaptive.app,80,http://4949872f-b30d-44b4-a24e-a10772fdb7ac-gw.gateway.centrify.com:80,http,GET,35.165.87.242,/,781426556,https://corp.my.idaptive.app/login?appkey=4949872f-b30d-44b4-a24e-a10772fdb7ac-gw&customerId=LG602&relaystate=eyJJbml0QXV0aCI6dHJ1ZSwiTWV0aG9kIjoiR0VUIiwiVXJpIjoiaHR0cDovLzQ5NDk4NzJmLWIzMGQtNDRiNC1hMjRlLWExMDc3MmZkYjdhYy1ndy5nYXRld2F5LmNlbnRyaWZ5LmNvbS8ifQ__&zsoInProg=true&yfirtnecrun=true,35.155.240.98,HSTS,137,False,,,,text/html,,
4a0bde3d-cfad-4937-b39c-a558a43c17be-gw.gateway.centrify.com,,400,,,,,,,,,,,,,,,,,,,,,,80,http://4a0bde3d-cfad-4937-b39c-a558a43c17be-gw.gateway.centrify.com:80,http,GET,3.86.137.55,/,-1840324437,,3.84.64.22,,1,False,,,,,,
530aa600-c72a-40b9-abb8-ab6601e3b10d-gw.gateway.centrify.com,,200,5489,iapws.my.idaptive.app,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-21T07:16:07Z,2023-12-23T07:16:06Z,"CN=*.my.idaptive.app, O=CYBERARK SOFTWARE LTD., L=Petah Tikva, ST=Central, C=IL",*.my.idaptive.app,CYBERARK SOFTWARE LTD.,my.idaptive.app,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7f7e8e45945e943ed49a8b369fdd73c0,369b060174c570dea298f9588d1cde769be315ae546830d73bfeb823179c04ed,True,ctls,iapws.my.idaptive.app,80,http://530aa600-c72a-40b9-abb8-ab6601e3b10d-gw.gateway.centrify.com:80,http,GET,3.84.64.22,/,586103197,https://iapws.my.idaptive.app/login?appkey=530aa600-c72a-40b9-abb8-ab6601e3b10d-gw&customerId=AAL0795&relaystate=eyJJbml0QXV0aCI6dHJ1ZSwiTWV0aG9kIjoiR0VUIiwiVXJpIjoiaHR0cDovLzUzMGFhNjAwLWM3MmEtNDBiOS1hYmI4LWFiNjYwMWUzYjEwZC1ndy5nYXRld2F5LmNlbnRyaWZ5LmNvbS8ifQ__&zsoInProg=true&yfirtnecrun=true,3.86.137.55,HSTS,137,False,,,,text/html,,
