input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate
grafana.grofers.com,,403,16,grafana.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,grafana.grofers.com,cloudflare,443,https://grafana.grofers.com:443,https,cloudflare,text/plain,GET,104.16.8.45,/,462136721,104.16.9.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
gro.grofers.com,,403,16,gro.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,gro.grofers.com,cloudflare,443,https://gro.grofers.com:443,https,cloudflare,text/plain,GET,104.16.9.45,/,,104.16.8.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
grofers.com,,403,16,grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,grofers.com,cloudflare,443,https://grofers.com:443,https,cloudflare,text/plain,GET,104.16.9.45,/,2035837046,104.16.8.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
gtrack.grofers.com,,403,16,gtrack.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,gtrack.grofers.com,cloudflare,443,https://gtrack.grofers.com:443,https,cloudflare,text/plain,GET,104.16.9.45,/,1593207841,104.16.8.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
integrations.grofers.com,,403,16,integrations.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,integrations.grofers.com,cloudflare,443,https://integrations.grofers.com:443,https,cloudflare,text/plain,GET,104.16.9.45,/,1253481126,104.16.8.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
internalapi.grofers.com,,403,16,internalapi.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,internalapi.grofers.com,cloudflare,443,https://internalapi.grofers.com:443,https,cloudflare,text/plain,GET,104.16.9.45,/,-1840324437,104.16.8.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
lambda.grofers.com,,403,16,lambda.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,lambda.grofers.com,cloudflare,443,https://lambda.grofers.com:443,https,cloudflare,text/plain,GET,104.16.8.45,/,1912337499,104.16.9.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
lighthouse.grofers.com,,403,16,lighthouse.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,lighthouse.grofers.com,cloudflare,443,https://lighthouse.grofers.com:443,https,cloudflare,text/plain,GET,104.16.9.45,/,48147340,104.16.8.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
logistics-queue.grofers.com,,403,16,logistics-queue.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,logistics-queue.grofers.com,cloudflare,443,https://logistics-queue.grofers.com:443,https,cloudflare,text/plain,GET,104.16.9.45,/,-670781337,104.16.8.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
mum1-phoenix-retail.grofers.com,blinkit POS,200,15347,mum1-phoenix-retail.grofers.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-02-07T00:00:00Z,2023-09-09T23:59:59Z,CN=*.grofers.com,*.grofers.com,*.grofer.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c921b7eac9c2300de205ca4ef7de049d,d9a4be7cb141d1f6a03b4f75387f5b2755ca28a94e3dd64d3c006f8b0a87df42,ctls,mum1-phoenix-retail.grofers.com,,443,https://mum1-phoenix-retail.grofers.com:443,https,nginx,text/html,GET,65.1.195.37,/,-2055953662,15.206.126.20,Nginx,237,False,,,True
notifly-coupons.grofers.com,,403,16,notifly-coupons.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,notifly-coupons.grofers.com,cloudflare,443,https://notifly-coupons.grofers.com:443,https,cloudflare,text/plain,GET,104.16.9.45,/,919146712,104.16.8.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
obelix-dashboard.grofers.com,,403,16,obelix-dashboard.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,obelix-dashboard.grofers.com,cloudflare,443,https://obelix-dashboard.grofers.com:443,https,cloudflare,text/plain,GET,104.16.9.45,/,1933924939,104.16.8.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
obelix-react-ui.grofers.com,,403,16,obelix-react-ui.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,obelix-react-ui.grofers.com,cloudflare,443,https://obelix-react-ui.grofers.com:443,https,cloudflare,text/plain,GET,104.16.9.45,/,854950435,104.16.8.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
obelix.grofers.com,,403,16,obelix.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,obelix.grofers.com,cloudflare,443,https://obelix.grofers.com:443,https,cloudflare,text/plain,GET,104.16.8.45,/,-772696808,104.16.9.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
partners.grofers.com,,403,16,partners.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,partners.grofers.com,cloudflare,443,https://partners.grofers.com:443,https,cloudflare,text/plain,GET,104.16.9.45,/,1253481126,104.16.8.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
planning.grofers.com,,403,16,planning.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,planning.grofers.com,cloudflare,443,https://planning.grofers.com:443,https,cloudflare,text/plain,GET,104.16.8.45,/,-1110369632,104.16.9.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
redash-queries.grofers.com,,403,16,redash-queries.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,redash-queries.grofers.com,cloudflare,443,https://redash-queries.grofers.com:443,https,cloudflare,text/plain,GET,104.16.9.45,/,-435209719,104.16.8.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
retail.grofers.com,,403,16,retail.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,retail.grofers.com,cloudflare,443,https://retail.grofers.com:443,https,cloudflare,text/plain,GET,104.16.8.45,/,-1617767808,104.16.9.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
sauron.grofers.com,,403,16,sauron.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,sauron.grofers.com,cloudflare,443,https://sauron.grofers.com:443,https,cloudflare,text/plain,GET,104.16.9.45,/,-425136310,104.16.8.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
serviceability.grofers.com,,403,16,serviceability.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,serviceability.grofers.com,cloudflare,443,https://serviceability.grofers.com:443,https,cloudflare,text/plain,GET,104.16.8.45,/,-1152121677,104.16.9.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
store.grofers.com,,403,16,store.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,store.grofers.com,cloudflare,443,https://store.grofers.com:443,https,cloudflare,text/plain,GET,104.16.8.45,/,1253481126,104.16.9.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
symphony.grofers.com,,403,16,symphony.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,symphony.grofers.com,cloudflare,443,https://symphony.grofers.com:443,https,cloudflare,text/plain,GET,104.16.9.45,/,,104.16.8.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
ui.grofers.com,,403,16,ui.grofers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.grofers.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ef00fcc28b1e2992107612ec9f6dcb3,d698f5283d107174917df2ec06554b27f0ba871f9ed007214e1e6c6aa9aef6b8,ctls,ui.grofers.com,cloudflare,443,https://ui.grofers.com:443,https,cloudflare,text/plain,GET,104.16.9.45,/,-2033567966,104.16.8.45,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True
