input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_expired,tls_subject_org_,tech_,cdn_name,cdn,tls_mismatched,tls_wildcard_certificate,final_url,tls_self_signed
anz01.vpn.sie.sony.com,Ivanti Connect Secure - PleaseWait,200,1873,,anz01.vpn.sie.sony.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2022-07-19T00:00:00Z,2023-07-19T23:59:59Z,"CN=anz01.vpn.sie.sony.com, O=Sony Interactive Entertainment LLC, L=San Mateo, ST=California, C=US",anz01.vpn.sie.sony.com,anz01.vpn.sie.sony.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1c6d5de79ad1646ec5a5a391cf33616b,da37fb5f8dbd7ecabf6e6b7c5f97be6950db0b61e89c60448060843c5e41873e,ctls,anz01.vpn.sie.sony.com,443,https://anz01.vpn.sie.sony.com:443,https,,text/html,GET,217.18.18.12,/,-581462021,217.18.18.12,66,False,,Sony Interactive Entertainment LLC,HSTS,,,,,https://anz01.vpn.sie.sony.com/dana-na/auth/url_default/welcome.cgi,
ap-stage.dev.lex.me.sony.com,403 Forbidden,403,118,,ap-stage.dev.lex.me.sony.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-02-10T23:59:59Z,CN=ap-dev.dev.lex.me.sony.com,ap-dev.dev.lex.me.sony.com,ap-stage.dev.lex.me.sony.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0b1448a0394683823683fe0e9cd7d5fc,33b17139e236a81a3100e3461108cac96405505bba709d6a5138086e22ac1af5,ctls,ap-stage.dev.lex.me.sony.com,443,https://ap-stage.dev.lex.me.sony.com:443,https,awselb/2.0,text/html,GET,54.189.133.15,/,1344368402,35.165.109.224,7,False,,,,,,,,,
ap.community.sony.com,Customer Community,200,181892,,ap.community.sony.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-09T00:00:00Z,2024-03-05T23:59:59Z,"CN=ap.community.sony.com, O=Sony Corporation Of America, L=New York, ST=New York, C=US",ap.community.sony.com,ap.community.sony.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,907ee09722e043e24cb2755caa2f53dd,2a2814f0cfddfcacb861f4846903dc8bb4a86e2cbc9414436c33d6a94698b08f,ctls,ap.community.sony.com,443,https://ap.community.sony.com:443,https,sfdcedge,text/html,GET,85.222.140.10,/,-1756614549,85.222.140.13,2942,False,,Sony Corporation Of America,HSTS,,,,,https://ap.community.sony.com/s/?language=en_US,
ap.lex.me.sony.com,403 Forbidden,403,118,,ap.lex.me.sony.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-02-12T23:59:59Z,CN=ap.lex.me.sony.com,ap.lex.me.sony.com,ap.lex.me.sony.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3102c6cfbc568ba0e39903e7056db6f4,4834c56bbec880c611a848035a64db7c36927ed6e16845201fb18b8d7dc0ff49,ctls,ap.lex.me.sony.com,443,https://ap.lex.me.sony.com:443,https,awselb/2.0,text/html,GET,35.82.134.80,/,1344368402,44.237.168.227,7,False,,,,,,,,,
ap.vpn.spe.sony.com,,200,315,,ap.vpn.spe.sony.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=vpn.spe.sony.com, O=Sony Pictures Entertainment\, Inc., L=Culver City, ST=California, C=US",vpn.spe.sony.com,uslaxla3-dmz-ras03.spe.sony.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,04712900011e272cd39bb67394e95d37,e902881ff895b4daf52009581dfbf72969f8b633c27642011b9a697439d60aae,ctls,ap.vpn.spe.sony.com,443,https://ap.vpn.spe.sony.com:443,https,,text/html,GET,134.159.107.118,/,1878261793,134.159.107.118,9,False,,"Sony Pictures Entertainment, Inc.",HSTS,,,,,,
apac.vpn.sie.sony.com,Sony Interactive Entertainment - Prod - Sign In,200,19152,https://sie-grogu--demo.sandbox.my.salesforce.com,sie.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-22T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,acc0524426e03bda5ac8c153b81141e6,f175750cb39a3759a6c589307b799ceac53db8e46eab6e9a30490fce3aa77149,ctls,sie.okta.com,443,https://apac.vpn.sie.sony.com:443,https,nginx,text/html,GET,103.123.138.6,/,865222425,2403:7940:fcd0:85::14,485,False,,"Okta, Inc.",Nginx,,,,True,https://sie.okta.com/login/login.htm?fromURI=%2Fapp%2Fsonyinteractiveentertainmentprod_pulsesecurevpnsieinc_1%2Fexk1gkdix7f2My7Wj1d8%2Fsso%2Fsaml%3FSAMLRequest%3DpZJRb9owEMe%252FSuR34jh0QC3CxIqmIbUbKmyT9oKMfVCP5Oz5HAbffk7otO6l%250A0rS3k3z39%252B9%252BuimppvZy3sYnfIQfLVDMzk2NJPuHirUBpVNkSaJqgGTUcj1%252F%250AuJdlXkgfXHTa1SybE0GI1uGdQ2obCGsIJ6vh8%252BN9xZ5i9CQ5V17p%252FOQxJws5%250AObzk2jXcKFQDVFwlBN59OtDPGbk%252BWJYtEpJF1YX%252FieoS3DGqPkF5z7s4ixGC%250A0tGeALoyKotNqhKm2fq2JiDQbYCEkOYt6q3gcD6Kw9HY83hfPlzGX78LM%252BFE%250Aridh2XsXNPRyKlawbLmo2NYUu0KMjCiGt3sjdhNzM9mBGQtxo40ZvdmnNqIW%250AlkhRYaxYWZTDQTEaDItNUcpyIsXtN5atnt29s2gsHl4Xvbs2kfyw2awGq0%252Fr%250ATR9wsgbCx9T9744BjXdJWOf4ra%252FIC5Z9gUC95fQlm027PtmvEl6cxOug6vcd%250AsNn%252FE035C4Qrj5fdusvFytVWX7J5XbufdwFUTAoE47PryN%252F3PPsF%250A%26RelayState%3Dhttps%253A%252F%252Fapac.vpn.sie.sony.com,
api.cqiypyix22-sonyelect1-s1-public.model-t.cc.commerce.ondemand.com,HTTP Status 404 – Not Found,404,431,,api.cqiypyix22-sonyelect1-s1-public.model-t.cc.commerce.ondemand.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-15T04:12:07Z,2023-07-14T04:12:06Z,CN=*.818cad37cdfc5bed9b9091269b061.model-t.cc.commerce.ondemand.com,*.818cad37cdfc5bed9b9091269b061.model-t.cc.commerce.ondemand.com,*.cqiypyix22-sonyelect1-s1-public.model-t.cc.commerce.ondemand.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9fb4b1e496b28c689e603b8e354c1f2c,416497920c676d2359926af14880df06e13e12c18f77b1bb788ad84b63f4675b,ctls,api.cqiypyix22-sonyelect1-s1-public.model-t.cc.commerce.ondemand.com,443,https://api.cqiypyix22-sonyelect1-s1-public.model-t.cc.commerce.ondemand.com:443,https,*,text/html,GET,52.255.175.38,/,-230353730,52.255.175.38,1,False,,,HSTS,azure,True,True,True,,
api.electronics.sony.com,HTTP Status 404 – Not Found,404,431,,api.electronics.sony.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-03T08:41:37Z,2023-08-01T08:41:36Z,CN=www.sony.at,www.sony.at,www.stage.electronics.sony.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,64d604703d8d2c8e67730c48a534d717,e0f6d60c0e2dcaa7225f69e1ffbc0095900ab08b767cb8e747f42b7a83e34358,ctls,api.electronics.sony.com,443,https://api.electronics.sony.com:443,https,*,text/html,GET,95.100.66.220,/,-230353730,2a02:26f0:3500:893::3834,1,False,,,HSTS,,,,,,
api.rewards.sony.com,,404,164,,api.rewards.sony.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-30T00:00:00Z,2023-10-25T23:59:59Z,"CN=www.rewards.sony.com, O=Sony Corporation Of America, L=New York, ST=New York, C=US",www.rewards.sony.com,development.rewards.sony.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,880f5537f2c1d94676413ff688c36aa8,91c2c0fac6b85c72f985b5729545469e874ff138e7b02587c80cbad4b641ae97,ctls,api.rewards.sony.com,443,https://api.rewards.sony.com:443,https,,application/json,GET,35.185.111.239,/,-1091068653,35.185.111.239,1,False,,Sony Corporation Of America,HSTS,google,True,,,,
api.stage.electronics.sony.com,Access Denied,403,287,dev.alphauniverse.com,api.stage.electronics.sony.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-03T08:41:37Z,2023-08-01T08:41:36Z,CN=www.sony.at,www.sony.at,www.stage.electronics.sony.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,64d604703d8d2c8e67730c48a534d717,e0f6d60c0e2dcaa7225f69e1ffbc0095900ab08b767cb8e747f42b7a83e34358,ctls,api.stage.electronics.sony.com,443,https://api.stage.electronics.sony.com:443,https,AkamaiGHost,text/html,GET,104.102.50.211,/,1011830377,2a02:26f0:3500:89b::3834,10,False,,,,,,,,,
appdynamics.spe.sony.com,HTTP Status 403 – Forbidden,403,701,,ssoext.spe.sony.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-27T00:00:00Z,2023-11-11T23:59:59Z,"CN=ssoext.spe.sony.com, O=Sony Pictures Entertainment\, Inc., L=Culver City, ST=California, C=US",ssoext.spe.sony.com,fcm-china.spe.sony.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,1ce2c14f3a21bf8afef2329c32f0c5cd,21dfb14fbd4633aa2e913dc31d380f02a4c84b1c471badc8b9e27d5a11a85489,ctls,ssoext.spe.sony.com,443,https://appdynamics.spe.sony.com:443,https,Apache/2.4.56 (Unix) OpenSSL/1.0.2zh-fips-dev mod_jk/1.2.48,text/html,GET,173.251.241.56,/,949712927,173.251.241.56,1,False,,"Sony Pictures Entertainment, Inc.",mod_jk:1.2.48,,,,,https://ssoext.spe.sony.com/affwebservices/public/saml2sso?SPID=https://sonypictures.saas.appdynamics.com/controller,
archer-pub-stage.am.sony.com,,200,92,,archer-pub-stage.am.sony.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-15T00:00:00Z,2023-11-14T23:59:59Z,"CN=archer-pub-stage.am.sony.com, O=Sony Corporation Of America, L=New York, ST=New York, C=US",archer-pub-stage.am.sony.com,archer-pub-stage.am.sony.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,3188c97a7f2c3840bd16e73c930f2c6a,1959f2d82b3fa610051aa2eadb6b45310ce4a10c45bb6823f31e26019876d01f,ctls,archer-pub-stage.am.sony.com,443,https://archer-pub-stage.am.sony.com:443,https,Microsoft-IIS/10.0,text/html,GET,160.33.84.30,/,1631801191,2607:fd28:a008:100::1d,1,False,,Sony Corporation Of America,Windows Server,,,,,,
archer-pub.am.sony.com,,200,92,,archer-pub.am.sony.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-15T00:00:00Z,2023-11-14T23:59:59Z,"CN=archer-pub.am.sony.com, O=Sony Corporation Of America, L=New York, ST=New York, C=US",archer-pub.am.sony.com,archer-pub.am.sony.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,fd236f90c6aad63f5c7388dc42d3edbd,3a0719a8de441b5c9b9f4bca72fb64ceb4aed61e18fb571edf1dce01b227cc78,ctls,archer-pub.am.sony.com,443,https://archer-pub.am.sony.com:443,https,Microsoft-IIS/10.0,text/html,GET,160.33.84.29,/,1631801191,2607:fd28:a008:100::1c,1,False,,Sony Corporation Of America,Windows Server,,,,,,
archibus-qa.spe.sony.com,,404,,,archibus-qa.spe.sony.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-09T18:13:12Z,2024-06-03T18:13:12Z,"CN=*.msappproxy.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.msappproxy.net,*.updater.msappproxy.net,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,99e007730393707ec1938b52b05eef2b,805dbf427da5b12cc683db772b363815bd91ea8919f3eabc7a3caeefaa80268d,ctls,archibus-qa.spe.sony.com,443,https://archibus-qa.spe.sony.com:443,https,,,GET,52.149.215.200,/,-1840324437,52.149.215.200,1,False,,Microsoft Corporation,,azure,True,True,True,,
archibus.spe.sony.com,,404,,,archibus.spe.sony.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-09T18:13:12Z,2024-06-03T18:13:12Z,"CN=*.msappproxy.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.msappproxy.net,*.updater.msappproxy.net,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,99e007730393707ec1938b52b05eef2b,805dbf427da5b12cc683db772b363815bd91ea8919f3eabc7a3caeefaa80268d,ctls,archibus.spe.sony.com,443,https://archibus.spe.sony.com:443,https,,,GET,52.149.215.200,/,-1840324437,52.149.215.200,1,False,,Microsoft Corporation,,azure,True,True,True,,
aribacloud-gb.spe.sony.com,400 Bad Request,400,226,,aribacloud-gb.spe.sony.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-27T00:00:00Z,2023-11-11T23:59:59Z,"CN=ssoext.spe.sony.com, O=Sony Pictures Entertainment\, Inc., L=Culver City, ST=California, C=US",ssoext.spe.sony.com,fcm-china.spe.sony.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,1ce2c14f3a21bf8afef2329c32f0c5cd,21dfb14fbd4633aa2e913dc31d380f02a4c84b1c471badc8b9e27d5a11a85489,ctls,aribacloud-gb.spe.sony.com,443,https://aribacloud-gb.spe.sony.com:443,https,Apache/2.4.56 (Unix) OpenSSL/1.0.2zh-fips-dev mod_jk/1.2.48,text/html,GET,173.251.241.56,/,-1160811950,173.251.241.56,9,False,,"Sony Pictures Entertainment, Inc.",mod_jk:1.2.48,,,,,https://aribacloud-gb.spe.sony.com:/siteminderagent/forms/aribacloudgb/login.fcc?TYPE=33554432&REALMOID=06-000f0a06-f41c-1c52-804c-c414adfbf0d1&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=-SM-PpqudUF9hQyAftismaR3V1vbVzIw2kRLW2wwqkPGuNXL0A%2fpxRaRaYKRKbVIILXX&TARGET=-SM-HTTPS%3a%2f%2fssoext%2espe%2esony%2ecom%2faffwebservices%2fredirectjsp%2faribacloudgb%2ejsp%3fSPID%3dhttp%3a%2f%2fSonyPicturesEntertainment--Child%2eprocurement%2eariba%2ecom%2f%3fguidedbuyredirect%3dtrue%26SMPORTALURL%3dhttps-%3A-%2F-%2Faribacloud--gb%2espe%2esony%2ecom-%2Faffwebservices-%2Fpublic-%2Fsaml2sso%26SAMLTRANSACTIONID%3d382c7869--bcba5eb5--43856123--026c3213--3fe7776a--ecf,
