input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_self_signed,tls_mismatched,final_url,tls_expired,csp_domains_,tls_wildcard_certificate
a204339-oraint-dev-usa1.waf.hnja-oci.thomsonreuters.com,404 Not Found,404,146,a204339-oraint-dev-usa1.waf.hnja-oci.thomsonreuters.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-03T00:00:00Z,2023-09-03T23:59:59Z,"CN=iv.determination.thomsonreuters.com, O=Thomson Reuters Corporation, ST=Ontario, C=CA",iv.determination.thomsonreuters.com,onesource-preprod-ftp.iv.determination.thomsonreuters.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7f216d25fea25d9f88b3135928d9ebf3,1f2c7ae3cd402bedac8b678f1cd1c78c303c091b7449c71464d7f9818b4f7832,ctls,a204339-oraint-dev-usa1.waf.hnja-oci.thomsonreuters.com,oracle,443,https://a204339-oraint-dev-usa1.waf.hnja-oci.thomsonreuters.com:443,https,,text/html,GET,129.153.163.123,/,1494302000,129.153.163.123,HSTS,8,False,True,Thomson Reuters Corporation,,True,,,,
a204591-cmp-dev-usa1.waf.hnja-oci.thomsonreuters.com,404 Not Found,404,146,a204591-cmp-dev-usa1.waf.hnja-oci.thomsonreuters.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2021-11-16T00:00:00Z,2022-11-16T23:59:59Z,"CN=iv.determination.thomsonreuters.com, O=Thomson Reuters Corporation, L=New York, ST=New York, C=US",iv.determination.thomsonreuters.com,onesource-preprod-ftp.iv.determination.thomsonreuters.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f96197c755b6d0fb2ae5b40a930630b9,6c0a8f6f5c382bc3d472a1289298886a713988379af82066a693ca95b43e8828,ctls,a204591-cmp-dev-usa1.waf.hnja-oci.thomsonreuters.com,oracle,443,https://a204591-cmp-dev-usa1.waf.hnja-oci.thomsonreuters.com:443,https,,text/html,GET,129.159.67.71,/,1494302000,129.159.67.71,HSTS,8,False,True,Thomson Reuters Corporation,,True,,True,,
abacus.thomsonreuters.com,,200,667,abacus.thomsonreuters.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-04T00:00:00Z,2023-11-04T23:59:59Z,"CN=p11d.tax.prod.int.thomsonreuters.com, O=Thomson Reuters Corporation, ST=Ontario, C=CA",p11d.tax.prod.int.thomsonreuters.com,www.abacus.thomsonreuters.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,b631162168b9f5f55bba93ec90d7f2df,83c9e0faa4912552a9c7920723f8e67faa2977a92ef427b183c734da9af6d015,ctls,abacus.thomsonreuters.com,,443,https://abacus.thomsonreuters.com:443,https,Microsoft-IIS/8.5,text/html,GET,35.177.190.145,/,-1815578469,18.170.170.125,Windows Server,27,False,,Thomson Reuters Corporation,,,,,,
accessmanagement-qa.gcs.thomsonreuters.com,,403,243,accessmanagement-qa.gcs.thomsonreuters.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-06T00:00:00Z,2024-02-06T23:59:59Z,"CN=accessmanagement-qa.gcs.thomsonreuters.com, O=Thomson Reuters Corporation, ST=New York, C=US",accessmanagement-qa.gcs.thomsonreuters.com,accessmanagement-qa.gcs.thomsonreuters.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,786f74b96ad114eb74331cd8d0e96e77,65cf7edc1049680a8ebebc6839fc62da98ef659538e67349b0a069983dc5e7de,ctls,accessmanagement-qa.gcs.thomsonreuters.com,cloudfront,443,https://accessmanagement-qa.gcs.thomsonreuters.com:443,https,AmazonS3,application/xml,GET,52.222.236.30,/,-947621977,2600:9000:223e:9600:d:cdab:a380:93a1,Amazon Web Services,2,False,True,Thomson Reuters Corporation,,,,,,
accessmanagement.gcs.thomsonreuters.com,,403,243,accessmanagement.gcs.thomsonreuters.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=accessmanagement.gcs.thomsonreuters.com, O=Thomson Reuters Corporation, ST=New York, C=US",accessmanagement.gcs.thomsonreuters.com,accessmanagement.gcs.thomsonreuters.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ae3aba06887b306c585312f4eb03e44b,9a5630257cbff43197f3198e969bb01e629af9a1a3f491957a58386f766b3c5f,ctls,accessmanagement.gcs.thomsonreuters.com,cloudfront,443,https://accessmanagement.gcs.thomsonreuters.com:443,https,AmazonS3,application/xml,GET,18.66.122.125,/,-732844598,2600:9000:2250:7000:1:225e:4400:93a1,Amazon Web Services,2,False,True,Thomson Reuters Corporation,,,,,,
adgmen.thomsonreuters.com,ABU DHABI GLOBAL MARKET | Rulebook,200,30031,adgmen.thomsonreuters.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-01T00:00:00Z,2024-05-31T23:59:59Z,"CN=en.adgm.thomsonreuters.com, O=Thomson Reuters Corporation, ST=Ontario, C=CA",en.adgm.thomsonreuters.com,www.en.adgm.thomsonreuters.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,2febc269c9548f641bcee047606566f8,049d6533aac5289196db631c6400c768ebd67ad1a4005575eff9f87a7642cc5a,ctls,adgmen.thomsonreuters.com,,443,https://adgmen.thomsonreuters.com:443,https,Apache,text/html,GET,34.194.112.22,/,-780928015,23.22.237.218,PHP,609,False,,Thomson Reuters Corporation,,,,,,
admin.cp.thomsonreuters.com,Sign In,200,9451,amers2.login.cp.thomsonreuters.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-04T00:00:00Z,2024-02-04T23:59:59Z,"CN=amers2.login.cp.thomsonreuters.net, O=REFINITIV US LLC, ST=New York, C=US",amers2.login.cp.thomsonreuters.net,amers2.login.cp.thomsonreuters.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,d52115488831cabb4ee9e21682c3840c,0a9343d5e8849b0b8969367f372627ae797b6ddb107439eef66ad7eca6efa5b5,ctls,amers2.login.cp.thomsonreuters.net,,443,https://admin.cp.thomsonreuters.com:443,https,Apache,text/html,GET,192.165.219.176,/,1919939394,192.165.219.176,Java,2,False,,REFINITIV US LLC,,,https://amers2.login.cp.thomsonreuters.net:443/auth/cdcservlet?theme=charcoal&RequestID=8B6CEAE25DB37C93DBB76A0D7A90D3965317B6DD71A41BF4C29A07B058DC22A6&MajorVersion=1&MinorVersion=0&ProviderID=https%3A%2F%2Famers2.proxy.cp.thomsonreuters.com%3A443%2Famagent&IssueInstant=2023-06-12T02%3A24%3A51Z&goto=https%3A%2F%2Famers2.admin.cp.thomsonreuters.com%2F%3Fampostpreserve%3Df3253bbe-c764-274a-8026-74f87be24f85%26srv%3DHDCP-ERPCPRP04,,http://*.refinitiv.com,
adn-management-ui.5447.aws.thomsonreuters.com,ADN Management UI,200,594,adn-management-ui.5447.aws.thomsonreuters.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-03-16T23:59:59Z,CN=adn-management-ui.5447.aws.thomsonreuters.com,adn-management-ui.5447.aws.thomsonreuters.com,adn-management-ui.5447.aws.thomsonreuters.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,864b7508fc36e95792348d313ff66065,3e850b41799fe6fe9e80cb9a9f167b4c55a8aa1609e080ba494be9df77de4670,ctls,adn-management-ui.5447.aws.thomsonreuters.com,cloudfront,443,https://adn-management-ui.5447.aws.thomsonreuters.com:443,https,AmazonS3,text/html,GET,99.86.4.125,/,-1402166476,99.86.4.16,Amazon Web Services,1,False,True,,,,,,,
adn-management-ui.9744.aws.thomsonreuters.com,ADN Management UI,200,594,adn-management-ui.9744.aws.thomsonreuters.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-03-16T23:59:59Z,CN=adn-management-ui.9744.aws.thomsonreuters.com,adn-management-ui.9744.aws.thomsonreuters.com,adn-management-ui.9744.aws.thomsonreuters.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d47e14ec17f6745927de8e19bd09cfe9,876aacb031532f2a3c8770bd68c85da1b49a87ecfa8ab2b7b13f63e0cffa33cf,ctls,adn-management-ui.9744.aws.thomsonreuters.com,cloudfront,443,https://adn-management-ui.9744.aws.thomsonreuters.com:443,https,AmazonS3,text/html,GET,18.66.147.10,/,-1402166476,18.66.147.128,Amazon Web Services,1,False,True,,,,,,,
afct-staging.ctrack.thomsonreuters.com,403 Forbidden,403,179,afct-staging.ctrack.thomsonreuters.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-03T00:00:00Z,2024-05-02T23:59:59Z,"CN=afct-qa.ctrack.thomsonreuters.com, O=Thomson Reuters Corporation, ST=Ontario, C=CA",afct-qa.ctrack.thomsonreuters.com,afctm-staging.ctrack.thomsonreuters.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,30f703d40ef679b37654e3528e68e6bf,6c0a9a52b42c4412deb402685af7cc458cf243fa41deb9e43bf738612aeb7306,ctls,afct-staging.ctrack.thomsonreuters.com,,443,https://afct-staging.ctrack.thomsonreuters.com:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.242.66.52,/,1525958878,20.242.66.52,,8,False,,Thomson Reuters Corporation,,,,,,
afctm-qa.ctrack.thomsonreuters.com,403 Forbidden,403,179,afctm-qa.ctrack.thomsonreuters.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-03T00:00:00Z,2024-05-02T23:59:59Z,"CN=afct-qa.ctrack.thomsonreuters.com, O=Thomson Reuters Corporation, ST=Ontario, C=CA",afct-qa.ctrack.thomsonreuters.com,afctm-staging.ctrack.thomsonreuters.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,30f703d40ef679b37654e3528e68e6bf,6c0a9a52b42c4412deb402685af7cc458cf243fa41deb9e43bf738612aeb7306,ctls,afctm-qa.ctrack.thomsonreuters.com,,443,https://afctm-qa.ctrack.thomsonreuters.com:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.242.66.52,/,1525958878,20.242.66.52,,8,False,,Thomson Reuters Corporation,,,,,,
afctm-staging.ctrack.thomsonreuters.com,403 Forbidden,403,179,afctm-staging.ctrack.thomsonreuters.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-03T00:00:00Z,2024-05-02T23:59:59Z,"CN=afct-qa.ctrack.thomsonreuters.com, O=Thomson Reuters Corporation, ST=Ontario, C=CA",afct-qa.ctrack.thomsonreuters.com,afctm-staging.ctrack.thomsonreuters.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,30f703d40ef679b37654e3528e68e6bf,6c0a9a52b42c4412deb402685af7cc458cf243fa41deb9e43bf738612aeb7306,ctls,afctm-staging.ctrack.thomsonreuters.com,,443,https://afctm-staging.ctrack.thomsonreuters.com:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.242.66.52,/,1525958878,20.242.66.52,,8,False,,Thomson Reuters Corporation,,,,,,
africa.thomsonreuters.com,Business solutions | Africa | Thomson Reuters,200,107032,africa.thomsonreuters.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=www.thomsonreuters.com, O=Thomson Reuters Corporation, ST=Ontario, C=CA",www.thomsonreuters.com,www.thomsonreutersmexico.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,63160fbaf54d104da046110ff51ef072,c80a3878351c99ad04ad0303e207d617e19b964722ca852ca88c294776552ec2,ctls,africa.thomsonreuters.com,cloudfront,443,https://africa.thomsonreuters.com:443,https,Apache,text/html,GET,108.138.7.29,/,-1402166476,2600:9000:2490:2200:1b:b66f:bac0:93a1,React,4044,False,True,Thomson Reuters Corporation,,,https://africa.thomsonreuters.com/en.html,,,True
akamai.hostedtax.thomsonreuters.com,ONESOURCE - Determination,200,7639,akamai.hostedtax.thomsonreuters.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-02-29T23:59:59Z,"CN=*.hostedtax.thomsonreuters.com, O=Thomson Reuters Corporation, ST=New York, C=US",*.hostedtax.thomsonreuters.com,*.hostedtax.thomsonreuters.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,d06d8e5f9285062f7e571ff00f3cfb93,4159f47f6ab99a3acc4e3ccce3208a69b2e80e3e8363f6509dd0bf1d69edeb3a,ctls,akamai.hostedtax.thomsonreuters.com,,443,https://akamai.hostedtax.thomsonreuters.com:443,https,nginx,text/html,GET,155.46.172.39,/,1494302000,155.46.172.39,Nginx,264,False,,Thomson Reuters Corporation,,,https://akamai.hostedtax.thomsonreuters.com/sabrix/,,,True
alco.support.legalsolutions.thomsonreuters.com,Security check,403,8022,alco.support.legalsolutions.thomsonreuters.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-08T23:41:59Z,2023-09-06T23:41:58Z,CN=sacramento.support.legalsolutions.thomsonreuters.com,sacramento.support.legalsolutions.thomsonreuters.com,wyomingdistrict.support.legalsolutions.thomsonreuters.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e332a2c59960109e283ed87fe1c4ed6a,aa22d1d9e0b3c13b78a54a1d1c70147d9f36dd3074e4df3a6bcc5346a214287c,ctls,alco.support.legalsolutions.thomsonreuters.com,cloudflare,443,https://alco.support.legalsolutions.thomsonreuters.com:443,https,cloudflare,text/html,GET,104.16.53.111,/,-1279294674,104.16.51.111,Cloudflare,104,False,True,,,,https://alco.support.legalsolutions.thomsonreuters.com/hc/en-us,,,
