input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,csp_domains_,final_url,tls_subject_org_
6b6950827.ss0019.smartling.com,,404,25,6b6950827.ss0019.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,6b6950827.ss0019.smartling.com,443,https://6b6950827.ss0019.smartling.com:443,https,nginx,text/html,GET,54.236.73.175,/,480409337,34.202.247.198,Nginx,2,False,,,,,
704ae8c87.ss0005.smartling.com,,404,25,704ae8c87.ss0005.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,704ae8c87.ss0005.smartling.com,443,https://704ae8c87.ss0005.smartling.com:443,https,nginx,text/html,GET,54.236.73.175,/,480409337,34.202.247.198,Nginx,2,False,,,,,
76cbe4c57.ss0028.smartling.com,,404,25,76cbe4c57.ss0028.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,76cbe4c57.ss0028.smartling.com,443,https://76cbe4c57.ss0028.smartling.com:443,https,nginx,text/html,GET,54.236.73.175,/,480409337,34.202.247.198,Nginx,2,False,,,,,
7b051f4be.ss0018.smartling.com,,404,25,7b051f4be.ss0018.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,7b051f4be.ss0018.smartling.com,443,https://7b051f4be.ss0018.smartling.com:443,https,nginx,text/html,GET,54.236.73.175,/,480409337,34.202.247.198,Nginx,2,False,,,,,
7d8c60102.ss0026.smartling.com,,404,25,7d8c60102.ss0026.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,7d8c60102.ss0026.smartling.com,443,https://7d8c60102.ss0026.smartling.com:443,https,nginx,text/html,GET,34.202.247.198,/,480409337,54.236.73.175,Nginx,2,False,,,,,
836d4ebdf.ss0024.smartling.com,,404,25,836d4ebdf.ss0024.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,836d4ebdf.ss0024.smartling.com,443,https://836d4ebdf.ss0024.smartling.com:443,https,nginx,text/html,GET,34.202.247.198,/,480409337,54.236.73.175,Nginx,2,False,,,,,
9b0467c6b.ss0016.smartling.com,,404,25,9b0467c6b.ss0016.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,9b0467c6b.ss0016.smartling.com,443,https://9b0467c6b.ss0016.smartling.com:443,https,nginx,text/html,GET,34.202.247.198,/,480409337,54.236.73.175,Nginx,2,False,,,,,
a1806a09b.ss0014.smartling.com,,404,25,a1806a09b.ss0014.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,a1806a09b.ss0014.smartling.com,443,https://a1806a09b.ss0014.smartling.com:443,https,nginx,text/html,GET,34.202.247.198,/,480409337,54.236.73.175,Nginx,2,False,,,,,
a83edc4be.ss0010.smartling.com,,404,25,a83edc4be.ss0010.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,a83edc4be.ss0010.smartling.com,443,https://a83edc4be.ss0010.smartling.com:443,https,nginx,text/html,GET,34.202.247.198,/,480409337,54.236.73.175,Nginx,2,False,,,,,
acb541beb.ss0006.smartling.com,,404,25,acb541beb.ss0006.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,acb541beb.ss0006.smartling.com,443,https://acb541beb.ss0006.smartling.com:443,https,nginx,text/html,GET,54.236.73.175,/,480409337,34.202.247.198,Nginx,2,False,,,,,
acehotel.sl.smartling.com,,404,25,acehotel.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-21T00:00:00Z,2024-02-11T23:59:59Z,CN=*.sl.smartling.com,*.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b296d2546ce41fc4b57ec01d0514b7e5,1f4cade0ccfde50b37f0139c0ab6dc0ec504f758afbd965bb730a4e360dcd208,True,ctls,acehotel.sl.smartling.com,443,https://acehotel.sl.smartling.com:443,https,nginx,text/html,GET,18.213.80.227,/,480409337,184.72.216.107,Nginx,2,False,,,,,
adjust.sl.smartling.com,,404,25,adjust.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-21T00:00:00Z,2024-02-11T23:59:59Z,CN=*.sl.smartling.com,*.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b296d2546ce41fc4b57ec01d0514b7e5,1f4cade0ccfde50b37f0139c0ab6dc0ec504f758afbd965bb730a4e360dcd208,True,ctls,adjust.sl.smartling.com,443,https://adjust.sl.smartling.com:443,https,nginx,text/html,GET,34.203.129.10,/,480409337,54.236.198.179,Nginx,2,False,,,,,
ae4e17171.ss0017.smartling.com,,404,25,ae4e17171.ss0017.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,ae4e17171.ss0017.smartling.com,443,https://ae4e17171.ss0017.smartling.com:443,https,nginx,text/html,GET,54.236.73.175,/,480409337,34.202.247.198,Nginx,2,False,,,,,
alfresco.sl.smartling.com,,404,25,alfresco.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-21T00:00:00Z,2024-02-11T23:59:59Z,CN=*.sl.smartling.com,*.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b296d2546ce41fc4b57ec01d0514b7e5,1f4cade0ccfde50b37f0139c0ab6dc0ec504f758afbd965bb730a4e360dcd208,True,ctls,alfresco.sl.smartling.com,443,https://alfresco.sl.smartling.com:443,https,nginx,text/html,GET,52.200.196.85,/,480409337,18.208.94.190,Nginx,2,False,,,,,
api-gateway.smartling.com,,401,247,api-gateway.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-22T00:00:00Z,2024-02-10T23:59:59Z,CN=smartling.com,smartling.com,smartling.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,437a6d0d40fbe1fa70a8a2c298148796,10ad11106fdeb825ad3ce4a05671499097567f2a70a4cbd88d84de550b616145,True,ctls,api-gateway.smartling.com,443,https://api-gateway.smartling.com:443,https,Apache-Coyote/1.1,application/json,GET,100.24.103.226,/,1461151256,3.222.154.25,Spring,13,False,,,,,
api-shopify.sl.smartling.com,,401,172,api-shopify.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-21T00:00:00Z,2024-02-11T23:59:59Z,CN=*.sl.smartling.com,*.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b296d2546ce41fc4b57ec01d0514b7e5,1f4cade0ccfde50b37f0139c0ab6dc0ec504f758afbd965bb730a4e360dcd208,True,ctls,api-shopify.sl.smartling.com,443,https://api-shopify.sl.smartling.com:443,https,Apache-Coyote/1.1,application/json,GET,52.0.125.139,/,1676378058,3.215.75.0,Spring,1,False,,,,,
api-shopify.smartling.com,,401,172,api-shopify.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-01T00:00:00Z,2023-12-20T23:59:59Z,CN=api-shopify.smartling.com,api-shopify.smartling.com,api-shopify.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f68c1bd7eefc1d303d179a74fb1339a7,60be4d490fbc7e58a8c8fdf6e6c6108cbfc85639ffba6d993730c8e84539a35e,,ctls,api-shopify.smartling.com,443,https://api-shopify.smartling.com:443,https,Apache-Coyote/1.1,application/json,GET,3.215.75.0,/,-1259146258,52.0.125.139,Spring,1,False,,,,,
api.imvu.sl.smartling.com,,404,25,api.imvu.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-09-13T00:00:00Z,2023-10-14T23:59:59Z,"CN=*.api.imvu.com, O=Together Labs\, Inc., L=Redwood City, ST=California, C=US",*.api.imvu.com,api.imvu.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3efcc94ff64df5342b1cbbe8c3c5285a,e0bd1714b4c5ce60d1423b6bf24070a2b13ad6523bb84bad3889e6903d4aff34,True,ctls,api.imvu.sl.smartling.com,443,https://api.imvu.sl.smartling.com:443,https,nginx,text/html,GET,54.183.46.139,/,480409337,54.177.10.124,Nginx,2,False,,,,,"Together Labs, Inc."
api.smartling.com,,401,247,api.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-22T00:00:00Z,2024-02-10T23:59:59Z,CN=smartling.com,smartling.com,smartling.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,437a6d0d40fbe1fa70a8a2c298148796,10ad11106fdeb825ad3ce4a05671499097567f2a70a4cbd88d84de550b616145,True,ctls,api.smartling.com,443,https://api.smartling.com:443,https,Apache-Coyote/1.1,application/json,GET,100.24.103.226,/,1181055183,3.222.154.25,Spring,13,False,,,,,
api.verbalizeit.com,Sign In | VerbalizeIt,200,4784,api.verbalizeit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=verbalizeit.com,verbalizeit.com,*.verbalizeit.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2b58f301e582feb9f220bf9773e1e44e,0fda124f7033d90f1de9cc694d8ad1c5b708faf4b786d7d7bdfbba686e0d0f51,True,ctls,api.verbalizeit.com,443,https://api.verbalizeit.com:443,https,nginx/1.4.6 (Ubuntu),text/html,GET,13.57.107.50,/,-1840324437,50.18.196.37,Ubuntu,128,False,,,,https://api.verbalizeit.com/sign-in,
appannie.sl.smartling.com,,404,25,appannie.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,appannie.sl.smartling.com,443,https://appannie.sl.smartling.com:443,https,nginx,text/html,GET,52.71.61.64,/,480409337,54.157.203.4,Nginx,2,False,,,,,
appian.sl.smartling.com,,404,25,appian.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,appian.sl.smartling.com,443,https://appian.sl.smartling.com:443,https,nginx,text/html,GET,52.71.61.64,/,480409337,100.24.151.68,Nginx,2,False,,,,,
applemotivaction.sl.smartling.com,,404,25,applemotivaction.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-11T00:00:00Z,2024-03-11T23:59:59Z,CN=motivaction.sl.smartling.com,motivaction.sl.smartling.com,*.motivaction.sl.smartling.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7ba4c37e94ef3ca0c32c9f878dc054a6,6bb68425996c9eaeca9c449afe92b05ac83aa5dc0457b8aa00c50de3b6dabb36,True,ctls,applemotivaction.sl.smartling.com,443,https://applemotivaction.sl.smartling.com:443,https,nginx,text/html,GET,54.147.22.52,/,480409337,3.212.90.109,Nginx,2,False,,,,,
appsflyer.sl.smartling.com,,404,25,appsflyer.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-21T00:00:00Z,2024-02-11T23:59:59Z,CN=*.sl.smartling.com,*.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b296d2546ce41fc4b57ec01d0514b7e5,1f4cade0ccfde50b37f0139c0ab6dc0ec504f758afbd965bb730a4e360dcd208,True,ctls,appsflyer.sl.smartling.com,443,https://appsflyer.sl.smartling.com:443,https,nginx,text/html,GET,18.208.94.190,/,480409337,54.236.198.179,Nginx,2,False,,,,,
astrazeneca.sl.smartling.com,,404,25,astrazeneca.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-21T00:00:00Z,2024-02-11T23:59:59Z,CN=*.sl.smartling.com,*.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b296d2546ce41fc4b57ec01d0514b7e5,1f4cade0ccfde50b37f0139c0ab6dc0ec504f758afbd965bb730a4e360dcd208,True,ctls,astrazeneca.sl.smartling.com,443,https://astrazeneca.sl.smartling.com:443,https,nginx,text/html,GET,184.72.216.107,/,480409337,54.164.214.4,Nginx,2,False,,,,,
atlassian.gdn.smartling.com,,200,,atlassian.gdn.smartling.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-16T00:00:00Z,2024-06-13T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.gdn.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,01d51e5572c70d7e91c1ca041bb540e4,ed6ece1223156721f99a6ba09066e0687382e96d2a7c3088d7380469108c16d2,True,ctls,atlassian.gdn.smartling.com,443,https://atlassian.gdn.smartling.com:443,https,AmazonS3,application/x-directory,GET,108.139.243.84,/,-436465768,2600:9000:237d:d600:5:caff:6680:93a1,Amazon Web Services,1,False,cloudfront,True,,,
atlassian.sl.smartling.com,,404,25,atlassian.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,atlassian.sl.smartling.com,443,https://atlassian.sl.smartling.com:443,https,nginx,text/html,GET,54.157.203.4,/,480409337,100.24.151.68,Nginx,2,False,,,,,
atlassian2.sl.smartling.com,,404,25,atlassian2.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,atlassian2.sl.smartling.com,443,https://atlassian2.sl.smartling.com:443,https,nginx,text/html,GET,52.71.61.64,/,480409337,34.233.117.122,Nginx,2,False,,,,,
