input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn
155-9-172-23.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-172-23.5rtv.amitree.com:443,https,nginx,text/html,GET,18.205.36.100,/,418802797,https://www.amitree.com/,54.162.128.250,WordPress,251,False,,,
155-9-172-77.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-172-77.5rtv.amitree.com:443,https,nginx,text/html,GET,18.205.36.100,/,418802797,https://www.amitree.com/,54.162.128.250,WordPress,251,False,,,
155-9-173-67.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-173-67.5rtv.amitree.com:443,https,nginx,text/html,GET,18.205.36.100,/,418802797,https://www.amitree.com/,54.162.128.250,WordPress,251,False,,,
155-9-182-22.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-182-22.5rtv.amitree.com:443,https,nginx,text/html,GET,18.205.36.100,/,418802797,https://www.amitree.com/,54.157.58.70,WordPress,251,False,,,
155-9-183-30.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-183-30.5rtv.amitree.com:443,https,nginx,text/html,GET,52.204.242.176,/,418802797,https://www.amitree.com/,54.157.58.70,WordPress,251,False,,,
155-9-183-44.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-183-44.5rtv.amitree.com:443,https,nginx,text/html,GET,54.157.58.70,/,418802797,https://www.amitree.com/,52.204.242.176,WordPress,251,False,,,
155-9-184-43.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-184-43.5rtv.amitree.com:443,https,nginx,text/html,GET,18.205.36.100,/,418802797,https://www.amitree.com/,54.162.128.250,WordPress,251,False,,,
155-9-185-20.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-185-20.5rtv.amitree.com:443,https,nginx,text/html,GET,18.205.36.100,/,418802797,https://www.amitree.com/,54.162.128.250,WordPress,251,False,,,
155-9-187-94.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-187-94.5rtv.amitree.com:443,https,nginx,text/html,GET,52.204.242.176,/,418802797,https://www.amitree.com/,54.157.58.70,WordPress,251,False,,,
155-9-187-96.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-187-96.5rtv.amitree.com:443,https,nginx,text/html,GET,54.157.58.70,/,418802797,https://www.amitree.com/,54.162.128.250,WordPress,251,False,,,
155-9-192-35.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-192-35.5rtv.amitree.com:443,https,nginx,text/html,GET,54.157.58.70,/,418802797,https://www.amitree.com/,54.162.128.250,WordPress,251,False,,,
155-9-192-85.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-192-85.5rtv.amitree.com:443,https,nginx,text/html,GET,18.205.36.100,/,418802797,https://www.amitree.com/,54.162.128.250,WordPress,251,False,,,
155-9-193-48.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-193-48.5rtv.amitree.com:443,https,nginx,text/html,GET,18.205.36.100,/,418802797,https://www.amitree.com/,54.162.128.250,WordPress,251,False,,,
155-9-193-52.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-193-52.5rtv.amitree.com:443,https,nginx,text/html,GET,54.157.58.70,/,418802797,https://www.amitree.com/,18.205.36.100,WordPress,251,False,,,
155-9-193-88.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-193-88.5rtv.amitree.com:443,https,nginx,text/html,GET,54.157.58.70,/,418802797,https://www.amitree.com/,54.162.128.250,WordPress,251,False,,,
155-9-197-20.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-197-20.5rtv.amitree.com:443,https,nginx,text/html,GET,18.205.36.100,/,,https://www.amitree.com/,52.204.242.176,WordPress,251,False,,,
155-9-199-33.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-199-33.5rtv.amitree.com:443,https,nginx,text/html,GET,18.205.36.100,/,418802797,https://www.amitree.com/,54.162.128.250,WordPress,251,False,,,
155-9-202-12.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-202-12.5rtv.amitree.com:443,https,nginx,text/html,GET,18.205.36.100,/,418802797,https://www.amitree.com/,54.162.128.250,WordPress,251,False,,,
155-9-202-34.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-202-34.5rtv.amitree.com:443,https,nginx,text/html,GET,52.204.242.176,/,418802797,https://www.amitree.com/,54.157.58.70,WordPress,251,False,,,
155-9-203-29cms-ipv4-c071-gru005-ix.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-203-29cms-ipv4-c071-gru005-ix.5rtv.amitree.com:443,https,nginx,text/html,GET,54.157.58.70,/,418802797,https://www.amitree.com/,18.205.36.100,WordPress,251,False,,,
155-9-203-49.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-203-49.5rtv.amitree.com:443,https,nginx,text/html,GET,54.157.58.70,/,418802797,https://www.amitree.com/,54.162.128.250,WordPress,251,False,,,
155-9-203-87.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-203-87.5rtv.amitree.com:443,https,nginx,text/html,GET,18.205.36.100,/,418802797,https://www.amitree.com/,54.162.128.250,WordPress,251,False,,,
155-9-204-56.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-204-56.5rtv.amitree.com:443,https,nginx,text/html,GET,18.205.36.100,/,418802797,https://www.amitree.com/,54.162.128.250,WordPress,251,False,,,
155-9-206-12.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-206-12.5rtv.amitree.com:443,https,nginx,text/html,GET,54.157.58.70,/,418802797,https://www.amitree.com/,18.205.36.100,WordPress,251,False,,,
155-9-207-93.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-207-93.5rtv.amitree.com:443,https,nginx,text/html,GET,52.204.242.176,/,418802797,https://www.amitree.com/,54.157.58.70,WordPress,251,False,,,
155-9-207-99.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-207-99.5rtv.amitree.com:443,https,nginx,text/html,GET,52.204.242.176,/,418802797,https://www.amitree.com/,54.157.58.70,WordPress,251,False,,,
155-9-208-48.5rtv.amitree.com,Folio by Amitree,200,355744,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://155-9-208-48.5rtv.amitree.com:443,https,nginx,text/html,GET,18.205.36.100,/,418802797,https://www.amitree.com/,54.162.128.250,WordPress,251,False,,,
