input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_mismatched,final_url,tls_subject_org_
https://www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118545,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,77fce969f6da9c23b46a4179eeece1a8,cd9aec87aa4ae96416bd900a0b81fba5a0f3f8e3b5fd4b2ea159059797f70790,True,ctls,marketingplatform.google.com,,443,https://www.google-analytics.com:443,https,sffe,text/html,GET,172.217.16.142,/,302920777,2a00:1450:4001:82b::200e,HTTP/3,1833,False,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,,https://marketingplatform.google.com/about/analytics/,
https://www.google.com,Google,200,242454,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:21:20Z,2023-09-11T08:21:19Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,356ce917eecdafd8f0964fab2c01c648,5ef40e8e31e911278e5335d41c69a84dd90bf0acba633d6fa7c761005296d8e0,,ctls,www.google.com,,443,https://www.google.com:443,https,gws,text/html,GET,172.217.18.4,/,708578229,2a00:1450:4001:80e::2004,HTTP/3,152,False,,https://csp.withgoogle.com/csp/gws/other-hp,,,
https://www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google-analytics.com,*.google-analytics.com,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,a70a503bfcd507236a0630c327963b39,f1e109477d076ab7412e70816a90acdcd1fff2d3ab53cc2429c27acccfe6cc5a,True,ctls,www.googletagmanager.com,,443,https://www.googletagmanager.com:443,https,Google Tag Manager,text/html,GET,216.58.212.136,/,302920777,2a00:1450:4001:801::2008,HTTP/3,12,False,,,True,,
https://www.gstatic.com,Error 404 (Not Found)!!1,404,1561,www.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,c7c819cf4dd7eaac32596a27df440c3a,4232a61304d4799519d0c90e6c12f5aa385c549d99242ed0f0565857dbe97608,True,ctls,www.gstatic.com,,443,https://www.gstatic.com:443,https,sffe,text/html,GET,142.250.186.163,/,302920777,2a00:1450:4001:831::2003,HTTP/3,12,False,,,,,
https://www.youtube.com,YouTube,200,293493,m.youtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,77fce969f6da9c23b46a4179eeece1a8,cd9aec87aa4ae96416bd900a0b81fba5a0f3f8e3b5fd4b2ea159059797f70790,True,ctls,m.youtube.com,,443,https://www.youtube.com:443,https,ESF,text/html,GET,142.250.185.110,/,1179099333,2a00:1450:4001:830::200e,HTTP/3,13,False,,,True,https://m.youtube.com/,
identity.narkasa.com,,404,17,identity.narkasa.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-16T00:00:00Z,2023-07-17T23:59:59Z,CN=*.narkasa.com,*.narkasa.com,narkasa.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,8f4040ae915cef624a546c52a04a5788,ca682d30f72d8350d12917395c5e57a443e912cf9bb76555cbce6af0153b3423,True,ctls,identity.narkasa.com,cloudflare,443,https://identity.narkasa.com:443,https,cloudflare,text/html,GET,172.67.128.224,/,1462734384,2606:4700:3035::ac43:80e0,HTTP/3,1,False,True,,,,
narkasa.com,Narkasa Exchange,200,3423,narkasa.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-16T00:00:00Z,2023-07-17T23:59:59Z,CN=*.narkasa.com,*.narkasa.com,narkasa.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,8f4040ae915cef624a546c52a04a5788,ca682d30f72d8350d12917395c5e57a443e912cf9bb76555cbce6af0153b3423,True,ctls,narkasa.com,cloudflare,443,https://narkasa.com:443,https,cloudflare,text/html,GET,172.67.128.224,/,2113570337,2606:4700:3035::ac43:80e0,HTTP/3,60,False,True,www.google-analytics.com,,,
support.narkasa.com,Narkasa Support,200,15178,support.narkasa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-17T19:07:34Z,2023-08-15T19:07:33Z,CN=support.narkasa.com,support.narkasa.com,support.narkasa.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,28b0bbb2f11698f822dfcf1f234b5595,8f07cf0b5200dd69d165437fb787e4c38a2cfb05dc6a9094e134b75bcc54b92a,,ctls,support.narkasa.com,cloudflare,443,https://support.narkasa.com:443,https,cloudflare,text/html,GET,104.21.2.72,/,-1279294674,2606:4700:3035::ac43:80e0,HSTS,221,False,True,,,https://support.narkasa.com/hc/en-us,
www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118545,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,77fce969f6da9c23b46a4179eeece1a8,cd9aec87aa4ae96416bd900a0b81fba5a0f3f8e3b5fd4b2ea159059797f70790,True,ctls,marketingplatform.google.com,,443,https://www.google-analytics.com:443,https,sffe,text/html,GET,172.217.16.142,/,302920777,2a00:1450:4001:82b::200e,HTTP/3,1833,False,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,,https://marketingplatform.google.com/about/analytics/,
www.narkasa.com,Narkasa Exchange,200,3423,narkasa.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-16T00:00:00Z,2023-07-17T23:59:59Z,CN=*.narkasa.com,*.narkasa.com,narkasa.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,8f4040ae915cef624a546c52a04a5788,ca682d30f72d8350d12917395c5e57a443e912cf9bb76555cbce6af0153b3423,True,ctls,narkasa.com,cloudflare,443,https://www.narkasa.com:443,https,cloudflare,text/html,GET,104.21.2.72,/,2113570337,2606:4700:3030::6815:248,HTTP/3,60,False,True,https:,,https://narkasa.com/,
