input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,tls_self_signed,tls_subject_org_,csp_domains_
email.rewind.com,,404,26708,email.rewind.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-27T11:43:52Z,2023-08-25T11:43:51Z,CN=email.rewind.com,email.rewind.com,email.rewind.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,67faf54123049b5e6d68d6f62328ef7e,ec3a2f6fe1543555deb9950cef00ad60179fd327d05e51e36f211fd163e4d387,,ctls,email.rewind.com,,443,https://email.rewind.com:443,https,cloudflare,text/html,GET,199.60.103.225,/,532402241,,2606:2c40::c73c:67e1,HubSpot CMS Hub,372,False,,,,
info.rewind.com,Rewind Help Center,200,235715,knowledge.rewind.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-27T12:02:39Z,2023-08-25T12:02:38Z,CN=knowledge.rewind.com,knowledge.rewind.com,knowledge.rewind.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5d80e53c80a26a90eab2f7d1d130ed6b,96f5c3d78275fc24f29de44c826fd9f3a3138c4893e4d931076b68b7ed112f98,,ctls,knowledge.rewind.com,,443,https://info.rewind.com:443,https,,text/html,GET,199.60.103.225,/,526756953,https://knowledge.rewind.com/s/,2606:2c40::c73c:67e1,HSTS,458,False,,,,https://scormanywhere.secure.force.com
knowledge.rewind.com,Rewind Help Center,200,235715,knowledge.rewind.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-27T12:02:39Z,2023-08-25T12:02:38Z,CN=knowledge.rewind.com,knowledge.rewind.com,knowledge.rewind.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5d80e53c80a26a90eab2f7d1d130ed6b,96f5c3d78275fc24f29de44c826fd9f3a3138c4893e4d931076b68b7ed112f98,,ctls,knowledge.rewind.com,,443,https://knowledge.rewind.com:443,https,,text/html,GET,104.126.37.160,/,1433417005,https://knowledge.rewind.com/s/,2a02:26f0:1700:11::b856:679f,HSTS,458,False,,,,https://stats.g.doubleclick.net
mail.rewind.com,404 Not Found,404,146,mail.rewind.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-06-28T05:31:59Z,2024-06-27T05:31:59Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,c3417a6f8f010843dbb8302fd974ff45,7218ce731a2db0d2400c7cc22822557832d3baca02bd96ac05fd61d1fbe6a7e5,,ctls,mail.rewind.com,,443,https://mail.rewind.com:443,https,,text/html,GET,54.148.96.216,/,1494302000,,35.82.97.247,HSTS,8,False,,True,Acme Co,
partners.rewind.com,Find the right Rewind Service Partner,200,1101365,partners.rewind.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-06T17:44:53Z,2023-08-04T17:44:52Z,CN=apimodules.friggframework.org,apimodules.friggframework.org,techpartners.halkinbp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0aa9264666298cf4138b6154e4dd0647,5c26a829e6a8b3ba607391da74b3e7d1b9f4dc2f3ae5f20b16e005c990dc2578,,ctls,partners.rewind.com,,443,https://partners.rewind.com:443,https,nginx,text/html,GET,99.83.204.157,/,1351444683,,75.2.48.201,Vue.js,1016,False,,,,
partnerwithus.rewind.com,,200,12,partnerwithus.rewind.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-10T01:55:39Z,2023-09-08T01:55:38Z,CN=partnerwithus.rewind.com,partnerwithus.rewind.com,partnerwithus.rewind.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7c250bb0419717a4851482acde44825f,622564fa0ddce0daedc5265b2ed64ab3553c521d829a2a15ac7110809ae52d1c,,ctls,partnerwithus.rewind.com,cloudflare,443,https://partnerwithus.rewind.com:443,https,cloudflare,text/plain,GET,104.18.11.212,/,-575842428,,2606:4700::6812:bd4,Envoy,1,False,True,,,
replay.sh,Rewind Backups for SaaS Apps,200,194022,rewind.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=rewind.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",rewind.com,rewind.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",36e3d3873bbdd7687fd6c0d447275892,e759202e75382de29d9a646eac445772d4e7e648a58057bb5f2105402163541c,,ctls,rewind.com,google,443,https://replay.sh:443,https,cloudflare,text/html,GET,34.152.55.62,/,-1840324437,https://rewind.com/,34.152.55.62,Yoast SEO:20.8,2297,False,True,,"Cloudflare, Inc.",
rewind.com,Rewind Backups for SaaS Apps,200,194022,rewind.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=rewind.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",rewind.com,rewind.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",36e3d3873bbdd7687fd6c0d447275892,e759202e75382de29d9a646eac445772d4e7e648a58057bb5f2105402163541c,,ctls,rewind.com,,443,https://rewind.com:443,https,cloudflare,text/html,GET,141.193.213.11,/,-1840324437,,141.193.213.10,Yoast SEO:20.8,2297,False,,,"Cloudflare, Inc.",
security.rewind.com,Rewind Security Portal | SafeBase,200,126473,security.rewind.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-12T11:24:16Z,2023-08-10T11:24:15Z,CN=security.rewind.com,security.rewind.com,security.rewind.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0da9fd0609a715595c3b61eafc660ac9,31cb4e938af94020c341d0d6c358900a8c504d78085971afe5213a6244cb1749,,ctls,security.rewind.com,,443,https://security.rewind.com:443,https,,text/html,GET,77.83.142.191,/,-1323166996,,2a09:8280:1:667:634a:5608:6788:3e70,Linkedin Ads,127,False,,,,https://calendly.com
shop.rewind.com,Boomerang Bucks | Rewind Merch Store,200,213401,shop.rewind.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-28T07:38:55Z,2023-08-26T07:38:54Z,CN=shop.rewind.com,shop.rewind.com,shop.rewind.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ab1b91429c8eb98cd77479b371d5dbda,a8fb840c1ac2ec80fd7739f6d0e7c9514643167fc184319c89d5ac0e1e06ab22,,ctls,shop.rewind.com,,443,https://shop.rewind.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,,23.227.38.74,Shopify,3207,False,,,,
status.rewind.com,Rewind Status,200,46755,status.rewind.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-22T10:43:55Z,2023-09-20T10:43:54Z,CN=boubyanstatus.mambu.com,boubyanstatus.mambu.com,www.namepros-status.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5f82f607d2d8b32a72491f156d44b72d,2c346c2ae6475d21f81bfb226bf2926c364e8fcc0002294bc881cf050e6b0b85,,ctls,status.rewind.com,cloudfront,443,https://status.rewind.com:443,https,AtlassianEdge,text/html,GET,143.204.215.125,/,-1840324437,,143.204.215.8,HSTS,1159,False,True,,,
us-west-2.api.rewind.com,,403,23,us-west-2.api.rewind.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-04T00:00:00Z,2024-05-02T23:59:59Z,CN=*.rewind.com,*.rewind.com,rewind.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2484224e9825c887227950fcb0c7b87f,98231a77707966d55cb8c47748d9fdf8729629a0b2c87c80a0cf7d189e96e6a6,True,ctls,us-west-2.api.rewind.com,cloudfront,443,https://us-west-2.api.rewind.com:443,https,,application/json,GET,18.66.112.57,/,968070783,,18.66.112.30,Amazon Web Services,1,False,True,,,
us-west-2.incoming-webhooks.rewind.com,,403,23,us-west-2.incoming-webhooks.rewind.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-03-20T00:00:00Z,2023-09-19T23:59:59Z,CN=*.execute-api.us-west-2.amazonaws.com,*.execute-api.us-west-2.amazonaws.com,*.execute-api.us-west-2.amazonaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,30480b338fdd0003b528f1d78a724297,fc2cace19278f3fe90635c7a091c2cf3f9be2dfd5cc2a17f7d9bb976174dff5d,True,ctls,us-west-2.incoming-webhooks.rewind.com,,443,https://us-west-2.incoming-webhooks.rewind.com:443,https,,application/json,GET,52.36.160.98,/,968070783,,35.162.198.71,,1,False,,,,
www.monitor.rewind.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,,,,80,http://www.monitor.rewind.com:80,http,ghs,text/html,GET,142.250.186.115,/,302920777,,2a00:1450:4001:808::2013,,12,False,,,,
www.replay.sh,Rewind Backups for SaaS Apps,200,194022,rewind.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=rewind.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",rewind.com,rewind.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",36e3d3873bbdd7687fd6c0d447275892,e759202e75382de29d9a646eac445772d4e7e648a58057bb5f2105402163541c,,ctls,rewind.com,google,443,https://www.replay.sh:443,https,cloudflare,text/html,GET,34.152.55.62,/,-1840324437,https://rewind.com/,34.152.55.62,Yoast SEO:20.8,2297,False,True,,"Cloudflare, Inc.",
