input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,final_url,csp_domains_,webserver,cdn_name,cdn
allegro.cz.allegrosandbox.pl,allegrosandbox.pl,403,588,allegro.cz.allegrosandbox.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-26T00:00:00Z,2023-10-26T23:59:59Z,"CN=*.allegro.cz.allegrosandbox.pl, O=Allegro sp. z o.o., L=Poznan, ST=wielkopolskie, C=PL",*.allegro.cz.allegrosandbox.pl,Allegro sp. z o.o.,allegro.cz.allegrosandbox.pl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5e86a2da28b1321a2521c30227ea8ca0,3214acaa2801cb321e144b98b3f1870846bd1c5760ef9cd3ff443def1aa62bab,True,ctls,allegro.cz.allegrosandbox.pl,443,https://allegro.cz.allegrosandbox.pl:443,https,text/html text/html,GET,5.134.215.168,/,535022890,2a02:dc8:30::138,HSTS,2,False,,,,,
allegro.pl.allegrosandbox.pl,allegrosandbox.pl,403,588,allegro.pl.allegrosandbox.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-23T11:03:59Z,2024-06-23T11:03:58Z,"CN=allegrosandbox.pl, O=ALLEGRO sp. z o.o., L=Poznań, ST=wielkopolskie, C=PL",allegrosandbox.pl,ALLEGRO sp. z o.o.,allegroimg.allegrosandbox.pl,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6286290b0aa9a41c0609eee71038eae7,c033e0918b03a6fb002fb3cd31b33c8c1edd56de673f907ed09ca226d1343b5b,True,ctls,allegro.pl.allegrosandbox.pl,443,https://allegro.pl.allegrosandbox.pl:443,https,text/html text/html,GET,5.134.211.92,/,1602743243,2a02:dc8:30::121,HSTS,2,False,,,,,
api.allegro.pl.allegrosandbox.pl,Informacje podstawowe - Allegro Developer Portal - baza wiedzy o Allegro REST API,200,165180,developer.allegro.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-12T15:36:34Z,2024-08-12T15:36:33Z,"CN=edge.allegro.pl, O=ALLEGRO Sp. z o.o., L=Poznań, ST=wielkopolskie, C=PL",edge.allegro.pl,ALLEGRO Sp. z o.o.,upload.allegro.pl,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0b89c13263e170cc34bda32213a362a4,a193730ed11fd57eb8eb1eb4f7c7bc886ae6e115c8e9d3b216f003403970ac25,True,ctls,developer.allegro.pl,443,https://api.allegro.pl.allegrosandbox.pl:443,https,text/html,GET,185.31.27.131,/,-1277773873,2a02:dcc:30::127,,399,False,https://developer.allegro.pl/tutorials/informacje-podstawowe-b21569boAI1,,,,
apiint-mx-corporate.allegroimg.allegrosandbox.pl,allegro.pl,403,581,allegro.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-11T00:00:00Z,2023-09-11T23:59:59Z,"CN=*.allegro.pl, O=Allegro sp. z o.o., L=Poznan, ST=wielkopolskie, C=PL",*.allegro.pl,Allegro sp. z o.o.,allegro.pl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,30a742e75c367f67719fce4b2b0db02b,886be5392a9e9c88a8d06b7efa41258cd611a0234889bf5afee1654912405e0d,True,ctls,allegro.pl,443,https://apiint-mx-corporate.allegroimg.allegrosandbox.pl:443,https,text/html text/html,GET,5.134.213.51,/,-1457180615,5.134.213.51,HSTS,2,False,https://allegro.pl/,,,,
apiiptracking-postgresmx.allegroimg.allegrosandbox.pl,allegro.pl,403,581,allegro.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-11T00:00:00Z,2023-09-11T23:59:59Z,"CN=*.allegro.pl, O=Allegro sp. z o.o., L=Poznan, ST=wielkopolskie, C=PL",*.allegro.pl,Allegro sp. z o.o.,allegro.pl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,30a742e75c367f67719fce4b2b0db02b,886be5392a9e9c88a8d06b7efa41258cd611a0234889bf5afee1654912405e0d,True,ctls,allegro.pl,443,https://apiiptracking-postgresmx.allegroimg.allegrosandbox.pl:443,https,text/html text/html,GET,5.134.213.51,/,-1457180615,5.134.213.51,HSTS,2,False,https://allegro.pl/,,,,
apps.developer.allegro.pl.allegrosandbox.pl,allegrosandbox.pl,403,588,allegro.pl.allegrosandbox.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-23T11:03:59Z,2024-06-23T11:03:58Z,"CN=allegrosandbox.pl, O=ALLEGRO sp. z o.o., L=Poznań, ST=wielkopolskie, C=PL",allegrosandbox.pl,ALLEGRO sp. z o.o.,allegroimg.allegrosandbox.pl,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6286290b0aa9a41c0609eee71038eae7,c033e0918b03a6fb002fb3cd31b33c8c1edd56de673f907ed09ca226d1343b5b,True,ctls,allegro.pl.allegrosandbox.pl,443,https://apps.developer.allegro.pl.allegrosandbox.pl:443,https,text/html text/html,GET,5.134.211.91,/,-1840324437,5.134.211.91,HSTS,2,False,https://allegro.pl.allegrosandbox.pl/logowanie?origin_url=%2fuzytkownik%2fbezpieczenstwo%2fdevapps-landing,,,,
archiwum.allegro.pl.allegrosandbox.pl,allegrosandbox.pl,403,588,archiwum.allegro.pl.allegrosandbox.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-23T11:03:59Z,2024-06-23T11:03:58Z,"CN=allegrosandbox.pl, O=ALLEGRO sp. z o.o., L=Poznań, ST=wielkopolskie, C=PL",allegrosandbox.pl,ALLEGRO sp. z o.o.,allegroimg.allegrosandbox.pl,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6286290b0aa9a41c0609eee71038eae7,c033e0918b03a6fb002fb3cd31b33c8c1edd56de673f907ed09ca226d1343b5b,True,ctls,archiwum.allegro.pl.allegrosandbox.pl,443,https://archiwum.allegro.pl.allegrosandbox.pl:443,https,text/html text/html,GET,5.134.211.92,/,454536963,2a02:dc8:30::121,HSTS,2,False,,,,,
arteagostinho.allegroimg.allegrosandbox.pl,allegro.pl,403,581,allegro.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-11T00:00:00Z,2023-09-11T23:59:59Z,"CN=*.allegro.pl, O=Allegro sp. z o.o., L=Poznan, ST=wielkopolskie, C=PL",*.allegro.pl,Allegro sp. z o.o.,allegro.pl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,30a742e75c367f67719fce4b2b0db02b,886be5392a9e9c88a8d06b7efa41258cd611a0234889bf5afee1654912405e0d,True,ctls,allegro.pl,443,https://arteagostinho.allegroimg.allegrosandbox.pl:443,https,text/html text/html,GET,185.31.26.142,/,-1457180615,185.31.26.142,HSTS,2,False,https://allegro.pl/,,,,
b.allegroimg.allegrosandbox.pl,allegro.pl,403,581,allegro.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-11T00:00:00Z,2023-09-11T23:59:59Z,"CN=*.allegro.pl, O=Allegro sp. z o.o., L=Poznan, ST=wielkopolskie, C=PL",*.allegro.pl,Allegro sp. z o.o.,allegro.pl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,30a742e75c367f67719fce4b2b0db02b,886be5392a9e9c88a8d06b7efa41258cd611a0234889bf5afee1654912405e0d,True,ctls,allegro.pl,443,https://b.allegroimg.allegrosandbox.pl:443,https,text/html text/html,GET,185.31.26.142,/,-1457180615,185.31.26.142,HSTS,2,False,https://allegro.pl/,,,,
bid47ic.allegroimg.allegrosandbox.pl,allegro.pl,403,581,allegro.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-11T00:00:00Z,2023-09-11T23:59:59Z,"CN=*.allegro.pl, O=Allegro sp. z o.o., L=Poznan, ST=wielkopolskie, C=PL",*.allegro.pl,Allegro sp. z o.o.,allegro.pl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,30a742e75c367f67719fce4b2b0db02b,886be5392a9e9c88a8d06b7efa41258cd611a0234889bf5afee1654912405e0d,True,ctls,allegro.pl,443,https://bid47ic.allegroimg.allegrosandbox.pl:443,https,text/html text/html,GET,5.134.213.51,/,-1457180615,5.134.213.51,HSTS,2,False,https://allegro.pl/,,,,
c.allegroimg.allegrosandbox.pl,allegro.pl,403,581,allegro.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-11T00:00:00Z,2023-09-11T23:59:59Z,"CN=*.allegro.pl, O=Allegro sp. z o.o., L=Poznan, ST=wielkopolskie, C=PL",*.allegro.pl,Allegro sp. z o.o.,allegro.pl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,30a742e75c367f67719fce4b2b0db02b,886be5392a9e9c88a8d06b7efa41258cd611a0234889bf5afee1654912405e0d,True,ctls,allegro.pl,443,https://c.allegroimg.allegrosandbox.pl:443,https,text/html text/html,GET,5.134.213.51,/,-1457180615,5.134.213.51,HSTS,2,False,https://allegro.pl/,,,,
cmsorigin-archivecorp.allegroimg.allegrosandbox.pl,allegro.pl,403,581,allegro.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-11T00:00:00Z,2023-09-11T23:59:59Z,"CN=*.allegro.pl, O=Allegro sp. z o.o., L=Poznan, ST=wielkopolskie, C=PL",*.allegro.pl,Allegro sp. z o.o.,allegro.pl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,30a742e75c367f67719fce4b2b0db02b,886be5392a9e9c88a8d06b7efa41258cd611a0234889bf5afee1654912405e0d,True,ctls,allegro.pl,443,https://cmsorigin-archivecorp.allegroimg.allegrosandbox.pl:443,https,text/html text/html,GET,185.31.26.142,/,-1457180615,185.31.26.142,HSTS,2,False,https://allegro.pl/,,,,
configaccount-access-mirrorlive.allegroimg.allegrosandbox.pl,allegro.pl,403,581,allegro.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-11T00:00:00Z,2023-09-11T23:59:59Z,"CN=*.allegro.pl, O=Allegro sp. z o.o., L=Poznan, ST=wielkopolskie, C=PL",*.allegro.pl,Allegro sp. z o.o.,allegro.pl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,30a742e75c367f67719fce4b2b0db02b,886be5392a9e9c88a8d06b7efa41258cd611a0234889bf5afee1654912405e0d,True,ctls,allegro.pl,443,https://configaccount-access-mirrorlive.allegroimg.allegrosandbox.pl:443,https,text/html text/html,GET,185.31.26.142,/,-1457180615,185.31.26.142,HSTS,2,False,https://allegro.pl/,,,,
d.allegroimg.allegrosandbox.pl,allegro.pl,403,581,allegro.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-11T00:00:00Z,2023-09-11T23:59:59Z,"CN=*.allegro.pl, O=Allegro sp. z o.o., L=Poznan, ST=wielkopolskie, C=PL",*.allegro.pl,Allegro sp. z o.o.,allegro.pl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,30a742e75c367f67719fce4b2b0db02b,886be5392a9e9c88a8d06b7efa41258cd611a0234889bf5afee1654912405e0d,True,ctls,allegro.pl,443,https://d.allegroimg.allegrosandbox.pl:443,https,text/html text/html,GET,185.31.26.142,/,-1457180615,185.31.26.142,HSTS,2,False,https://allegro.pl/,,,,
db86.allegroimg.allegrosandbox.pl,allegro.pl,403,581,allegro.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-11T00:00:00Z,2023-09-11T23:59:59Z,"CN=*.allegro.pl, O=Allegro sp. z o.o., L=Poznan, ST=wielkopolskie, C=PL",*.allegro.pl,Allegro sp. z o.o.,allegro.pl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,30a742e75c367f67719fce4b2b0db02b,886be5392a9e9c88a8d06b7efa41258cd611a0234889bf5afee1654912405e0d,True,ctls,allegro.pl,443,https://db86.allegroimg.allegrosandbox.pl:443,https,text/html text/html,GET,185.31.26.142,/,-1457180615,185.31.26.142,HSTS,2,False,https://allegro.pl/,,,,
dcl6-ncg0-fra3.allegroimg.allegrosandbox.pl,allegro.pl,403,581,allegro.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-11T00:00:00Z,2023-09-11T23:59:59Z,"CN=*.allegro.pl, O=Allegro sp. z o.o., L=Poznan, ST=wielkopolskie, C=PL",*.allegro.pl,Allegro sp. z o.o.,allegro.pl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,30a742e75c367f67719fce4b2b0db02b,886be5392a9e9c88a8d06b7efa41258cd611a0234889bf5afee1654912405e0d,True,ctls,allegro.pl,443,https://dcl6-ncg0-fra3.allegroimg.allegrosandbox.pl:443,https,text/html text/html,GET,185.31.26.142,/,-1457180615,185.31.26.142,HSTS,2,False,https://allegro.pl/,,,,
dcpa.allegroimg.allegrosandbox.pl,allegro.pl,403,581,allegro.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-11T00:00:00Z,2023-09-11T23:59:59Z,"CN=*.allegro.pl, O=Allegro sp. z o.o., L=Poznan, ST=wielkopolskie, C=PL",*.allegro.pl,Allegro sp. z o.o.,allegro.pl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,30a742e75c367f67719fce4b2b0db02b,886be5392a9e9c88a8d06b7efa41258cd611a0234889bf5afee1654912405e0d,True,ctls,allegro.pl,443,https://dcpa.allegroimg.allegrosandbox.pl:443,https,text/html text/html,GET,185.31.26.142,/,-1457180615,185.31.26.142,HSTS,2,False,https://allegro.pl/,,,,
drawhecc38nct07.allegroimg.allegrosandbox.pl,allegro.pl,403,581,allegro.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-11T00:00:00Z,2023-09-11T23:59:59Z,"CN=*.allegro.pl, O=Allegro sp. z o.o., L=Poznan, ST=wielkopolskie, C=PL",*.allegro.pl,Allegro sp. z o.o.,allegro.pl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,30a742e75c367f67719fce4b2b0db02b,886be5392a9e9c88a8d06b7efa41258cd611a0234889bf5afee1654912405e0d,True,ctls,allegro.pl,443,https://drawhecc38nct07.allegroimg.allegrosandbox.pl:443,https,text/html text/html,GET,185.31.26.142,/,-1457180615,185.31.26.142,HSTS,2,False,https://allegro.pl/,,,,
e.allegroimg.allegrosandbox.pl,allegro.pl,403,581,allegro.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-11T00:00:00Z,2023-09-11T23:59:59Z,"CN=*.allegro.pl, O=Allegro sp. z o.o., L=Poznan, ST=wielkopolskie, C=PL",*.allegro.pl,Allegro sp. z o.o.,allegro.pl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,30a742e75c367f67719fce4b2b0db02b,886be5392a9e9c88a8d06b7efa41258cd611a0234889bf5afee1654912405e0d,True,ctls,allegro.pl,443,https://e.allegroimg.allegrosandbox.pl:443,https,text/html text/html,GET,185.31.26.142,/,-1457180615,185.31.26.142,HSTS,2,False,https://allegro.pl/,,,,
edge.allegro.pl.allegrosandbox.pl,,404,159,edge.allegro.pl.allegrosandbox.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-09T00:00:00Z,2024-01-08T23:59:59Z,"CN=upload.allegro.pl.allegrosandbox.pl, O=Allegro sp. z o.o., L=Poznan, ST=wielkopolskie, C=PL",upload.allegro.pl.allegrosandbox.pl,Allegro sp. z o.o.,upload.allegro.com.cz.allegrosandbox.pl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1cc134d431011120909c09979f81c40a,7195dab12991ae2068af17eefdb593efe21f186c85812604831f59bbf9d17ea8,,ctls,edge.allegro.pl.allegrosandbox.pl,443,https://edge.allegro.pl.allegrosandbox.pl:443,https,application/json,GET,5.134.211.98,/,-1277773873,2a02:dc8:30::122,,1,False,,,,,
eds-aldc-tw10.allegroimg.allegrosandbox.pl,allegro.pl,403,581,allegro.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-11T00:00:00Z,2023-09-11T23:59:59Z,"CN=*.allegro.pl, O=Allegro sp. z o.o., L=Poznan, ST=wielkopolskie, C=PL",*.allegro.pl,Allegro sp. z o.o.,allegro.pl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,30a742e75c367f67719fce4b2b0db02b,886be5392a9e9c88a8d06b7efa41258cd611a0234889bf5afee1654912405e0d,True,ctls,allegro.pl,443,https://eds-aldc-tw10.allegroimg.allegrosandbox.pl:443,https,text/html text/html,GET,5.134.213.51,/,-1457180615,5.134.213.51,HSTS,2,False,https://allegro.pl/,,,,
