new,host,a,cname,soa,ns,status_code,cdn,cdn-name,mx,aaaa,txt,caa,has_internal_ips,internal_ips
,1612332.standvirtual.com,"18.66.97.110, 18.66.97.92, 18.66.97.62, 18.66.97.7",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,17-121-112-247.standvirtual.com,"18.66.97.92, 18.66.97.7, 18.66.97.110, 18.66.97.62",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,17-121-113-106.standvirtual.com,,d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,17-121-113-137.standvirtual.com,,d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,17-121-113-96.standvirtual.com,"18.66.97.92, 18.66.97.7, 18.66.97.110, 18.66.97.62",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net, ns-1447.awsdns-52.org",NOERROR,True,cloudfront,,,,,,
,17-121-114-184.standvirtual.com,"108.157.4.68, 108.157.4.67, 108.157.4.97, 108.157.4.100",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net, ns-1447.awsdns-52.org",NOERROR,True,cloudfront,,,,,,
,17-121-114-62.standvirtual.com,"108.157.4.67, 108.157.4.68, 108.157.4.100, 108.157.4.97",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-364.awsdns-45.com, ns-611.awsdns-12.net, ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk",NOERROR,True,cloudfront,,,,,,
,17-121-114-65.standvirtual.com,"18.66.97.62, 18.66.97.7, 18.66.97.110, 18.66.97.92",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,17-121-114-67.standvirtual.com,"18.66.97.92, 18.66.97.110, 18.66.97.62, 18.66.97.7",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,17-121-115-103.standvirtual.com,"108.156.60.83, 108.156.60.49, 108.156.60.54, 108.156.60.109, 205.251.193.108, 205.251.199.77",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-611.awsdns-12.net, ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com",NOERROR,True,cloudfront,,,,,,
,17-121-115-234.standvirtual.com,"18.66.97.7, 18.66.97.92, 18.66.97.110, 18.66.97.62",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-611.awsdns-12.net, ns-364.awsdns-45.com, ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk",NOERROR,True,cloudfront,,,,,,
,17-121-116-252.standvirtual.com,"18.66.97.92, 18.66.97.7, 18.66.97.110, 18.66.97.62",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,17-121-116-253.standvirtual.com,"18.66.97.92, 18.66.97.62, 18.66.97.7, 18.66.97.110",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,17-121-116-87.standvirtual.com,"18.66.97.62, 18.66.97.7, 18.66.97.110, 18.66.97.92",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net, ns-1447.awsdns-52.org",NOERROR,True,cloudfront,,,,,,
,17-121-117-1.standvirtual.com,"18.66.97.110, 18.66.97.62, 18.66.97.7, 18.66.97.92",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-611.awsdns-12.net, ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com",NOERROR,True,cloudfront,,,,,,
,17-121-117-209.standvirtual.com,"18.154.227.36, 18.154.227.38, 18.154.227.47, 18.154.227.116, 205.251.193.108, 205.251.194.99, 205.251.197.167, 205.251.199.77",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-611.awsdns-12.net, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-1447.awsdns-52.org",NOERROR,True,cloudfront,,,,,,
,17-121-118-144.standvirtual.com,"18.154.227.47, 18.154.227.116, 18.154.227.36, 18.154.227.38, 205.251.193.108, 205.251.194.99, 205.251.197.167, 205.251.199.77",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-611.awsdns-12.net, ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com",NOERROR,True,cloudfront,,,,,,
,17-121-118-149.standvirtual.com,"18.66.97.92, 18.66.97.110, 18.66.97.7, 18.66.97.62",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-364.awsdns-45.com, ns-611.awsdns-12.net, ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk",NOERROR,True,cloudfront,,,,,,
,17-121-118-220.standvirtual.com,"18.66.97.92, 18.66.97.110, 18.66.97.7, 18.66.97.62",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-364.awsdns-45.com, ns-611.awsdns-12.net, ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk",NOERROR,True,cloudfront,,,,,,
,17-121-119-157.standvirtual.com,"18.66.97.7, 18.66.97.62, 18.66.97.110, 18.66.97.92",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-611.awsdns-12.net, ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com",NOERROR,True,cloudfront,,,,,,
,17-121-119-203.standvirtual.com,"18.66.97.62, 18.66.97.110, 18.66.97.92, 18.66.97.7",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,17-121-121-192.standvirtual.com,"13.225.34.90, 13.225.34.24, 13.225.34.17, 13.225.34.66",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1869.awsdns-41.co.uk, ns-1447.awsdns-52.org, ns-611.awsdns-12.net, ns-364.awsdns-45.com",NOERROR,True,cloudfront,,,,,,
,17-121-123-129.standvirtual.com,"108.157.4.97, 108.157.4.67, 108.157.4.68, 108.157.4.100",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,17-121-123-144.standvirtual.com,"108.157.4.100, 108.157.4.67, 108.157.4.68, 108.157.4.97",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,17-121-123-156.standvirtual.com,"18.66.97.92, 18.66.97.62, 18.66.97.7, 18.66.97.110",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,17-121-123-179.standvirtual.com,"18.66.97.62, 18.66.97.7, 18.66.97.110, 18.66.97.92",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,17-121-123-233.standvirtual.com,"108.156.60.83, 108.156.60.49, 108.156.60.54, 108.156.60.109, 205.251.193.108, 205.251.199.77",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-611.awsdns-12.net, ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com",NOERROR,True,cloudfront,,,,,,
,17-121-125-13.standvirtual.com,"18.66.97.92, 18.66.97.110, 18.66.97.62, 18.66.97.7",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net, ns-1447.awsdns-52.org",NOERROR,True,cloudfront,,,,,,
,17-121-125-208.standvirtual.com,"18.66.97.110, 18.66.97.62, 18.66.97.7, 18.66.97.92",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-611.awsdns-12.net, ns-364.awsdns-45.com, ns-1869.awsdns-41.co.uk",NOERROR,True,cloudfront,,,,,,
,17-121-125-48.standvirtual.com,"18.66.97.62, 18.66.97.92, 18.66.97.7, 18.66.97.110",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1869.awsdns-41.co.uk, ns-1447.awsdns-52.org, ns-611.awsdns-12.net, ns-364.awsdns-45.com",NOERROR,True,cloudfront,,,,,,
,17-121-125-9.standvirtual.com,"18.66.97.7, 18.66.97.92, 18.66.97.62, 18.66.97.110",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,17-121-126-62.standvirtual.com,"18.66.97.7, 18.66.97.92, 18.66.97.62, 18.66.97.110",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net, ns-1447.awsdns-52.org",NOERROR,True,cloudfront,,,,,,
,17-121-127-66.standvirtual.com,"18.154.227.38, 18.154.227.47, 18.154.227.116, 18.154.227.36, 205.251.193.108, 205.251.194.99, 205.251.197.167, 205.251.199.77",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-364.awsdns-45.com, ns-611.awsdns-12.net, ns-1869.awsdns-41.co.uk",NOERROR,True,cloudfront,,,,,,
,17-58-100-93.standvirtual.com,"18.154.227.36, 18.154.227.47, 18.154.227.38, 18.154.227.116, 205.251.193.108, 205.251.194.99, 205.251.197.167, 205.251.199.77",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-364.awsdns-45.com, ns-611.awsdns-12.net, ns-1869.awsdns-41.co.uk",NOERROR,True,cloudfront,,,,,,
,17-58-97-126.standvirtual.com,"18.66.97.110, 18.66.97.7, 18.66.97.62, 18.66.97.92",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-364.awsdns-45.com, ns-611.awsdns-12.net, ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk",NOERROR,True,cloudfront,,,,,,
,17-58-97-221.standvirtual.com,"18.66.97.7, 18.66.97.62, 18.66.97.92, 18.66.97.110",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-364.awsdns-45.com, ns-611.awsdns-12.net, ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk",NOERROR,True,cloudfront,,,,,,
,17-58-99-65.standvirtual.com,"18.66.97.110, 18.66.97.7, 18.66.97.62, 18.66.97.92",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net, ns-1447.awsdns-52.org",NOERROR,True,cloudfront,,,,,,
,173-234-179-56.standvirtual.com,"18.66.97.92, 18.66.97.7, 18.66.97.62, 18.66.97.110",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net, ns-1447.awsdns-52.org",NOERROR,True,cloudfront,,,,,,
,1804791g41.standvirtual.com,"13.225.34.66, 13.225.34.24, 13.225.34.17, 13.225.34.90",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-611.awsdns-12.net, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com",NOERROR,True,cloudfront,,,,,,
,182875g25.standvirtual.com,"18.66.97.7, 18.66.97.92, 18.66.97.110, 18.66.97.62",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-364.awsdns-45.com, ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,19102232.standvirtual.com,"18.66.97.62, 18.66.97.7, 18.66.97.110, 18.66.97.92",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-611.awsdns-12.net, ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com",NOERROR,True,cloudfront,,,,,,
,19sys.standvirtual.com,"52.85.242.90, 52.85.242.117, 52.85.242.70, 52.85.242.113",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-611.awsdns-12.net, ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com",NOERROR,True,cloudfront,,,,,,
,1f60520e-6907-4160-9b4d-2f89d1593b0f.standvirtual.com,"18.66.97.110, 18.66.97.92, 18.66.97.62, 18.66.97.7",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,1o1zegx2.standvirtual.com,"54.192.137.24, 54.192.137.97, 54.192.137.95, 54.192.137.44",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,2-26.standvirtual.com,"54.192.137.44, 54.192.137.95, 54.192.137.24, 54.192.137.97",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,20-courier2.standvirtual.com,"18.66.97.62, 18.66.97.110, 18.66.97.7, 18.66.97.92",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,2018-16178g28.standvirtual.com,"18.66.97.62, 18.66.97.7, 18.66.97.110, 18.66.97.92",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,2018-betadbmsadmin.standvirtual.com,"108.156.60.109, 108.156.60.83, 108.156.60.54, 108.156.60.49",d55rxsrdpq012.cloudfront.net,,"ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,2018-debugstaging-bucket-memberlogin.standvirtual.com,,d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns1.verticals.olx.org, ns2.verticals.olx.org, ns3.verticals.olx.org, ns4.verticals.olx.org",NOERROR,True,cloudfront,,,,,,
,2018-stats-livemedia.standvirtual.com,"18.66.97.92, 18.66.97.110, 18.66.97.62, 18.66.97.7",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,2018-wppostgres-event.standvirtual.com,"108.157.4.68, 108.157.4.100, 108.157.4.97, 108.157.4.67",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-611.awsdns-12.net, ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com",NOERROR,True,cloudfront,,,,,,
,20182018dataconfluence.standvirtual.com,"108.157.4.68, 108.157.4.97, 108.157.4.67, 108.157.4.100",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-364.awsdns-45.com, ns-611.awsdns-12.net, ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk",NOERROR,True,cloudfront,,,,,,
,2018212277g27.standvirtual.com,"18.66.97.110, 18.66.97.92, 18.66.97.7, 18.66.97.62",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,201862664g14.standvirtual.com,"18.66.97.110, 18.66.97.92, 18.66.97.62, 18.66.97.7",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,2018acc-alpha-beta-host63wc39887561kxglpj3c-heytsmrygy3dmnc.standvirtual.com,"108.156.60.54, 108.156.60.83, 108.156.60.109, 108.156.60.49, 205.251.193.108, 205.251.199.77",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-611.awsdns-12.net, ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com",NOERROR,True,cloudfront,,,,,,
,2018acc-aws-service-63wc39887561kxglpj3c-heytsmrygy3dmnc.standvirtual.com,"18.66.97.92, 18.66.97.7, 18.66.97.62, 18.66.97.110",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net",NOERROR,True,cloudfront,,,,,,
,2018chef-2018.standvirtual.com,"18.66.97.110, 18.66.97.62, 18.66.97.92, 18.66.97.7",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com","ns-364.awsdns-45.com, ns-1447.awsdns-52.org, ns-611.awsdns-12.net, ns-1869.awsdns-41.co.uk",NOERROR,True,cloudfront,,,,,,
