input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_wildcard_certificate,final_url,tls_subject_org_
155-9-71-38.proxy.brave.com,,404,9,155-9-71-38.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,155-9-71-38.proxy.brave.com,cloudfront,443,https://155-9-71-38.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.126,/,-738705486,2600:9000:223f:a800:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-113-11.proxy.brave.com,,404,9,17-121-113-11.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-113-11.proxy.brave.com,cloudfront,443,https://17-121-113-11.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.48,/,-738705486,2600:9000:223f:6e00:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-113-45.proxy.brave.com,,404,9,17-121-113-45.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-113-45.proxy.brave.com,cloudfront,443,https://17-121-113-45.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.126,/,-738705486,2600:9000:223f:6800:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-113-68.proxy.brave.com,,404,9,17-121-113-68.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-113-68.proxy.brave.com,cloudfront,443,https://17-121-113-68.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.48,/,-738705486,2600:9000:223f:ca00:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-114-18.proxy.brave.com,,404,9,17-121-114-18.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-114-18.proxy.brave.com,cloudfront,443,https://17-121-114-18.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.82,/,-738705486,2600:9000:223f:dc00:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-114-50.proxy.brave.com,,404,9,17-121-114-50.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-114-50.proxy.brave.com,cloudfront,443,https://17-121-114-50.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.15,/,-738705486,2600:9000:223f:7600:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-114-80.proxy.brave.com,,404,9,17-121-114-80.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-114-80.proxy.brave.com,cloudfront,443,https://17-121-114-80.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.48,/,-738705486,2600:9000:223f:3c00:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-115-24.proxy.brave.com,,404,9,17-121-115-24.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-115-24.proxy.brave.com,cloudfront,443,https://17-121-115-24.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.15,/,-738705486,2600:9000:223f:c800:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-115-63.proxy.brave.com,,404,9,17-121-115-63.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-115-63.proxy.brave.com,cloudfront,443,https://17-121-115-63.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.15,/,-738705486,2600:9000:223f:c200:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-116-71.proxy.brave.com,,404,9,17-121-116-71.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-116-71.proxy.brave.com,cloudfront,443,https://17-121-116-71.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.48,/,-738705486,2600:9000:223f:7a00:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-118-84.proxy.brave.com,,404,9,17-121-118-84.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-118-84.proxy.brave.com,cloudfront,443,https://17-121-118-84.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.82,/,-738705486,2600:9000:223f:a800:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-118-93.proxy.brave.com,,404,9,17-121-118-93.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-118-93.proxy.brave.com,cloudfront,443,https://17-121-118-93.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.48,/,-738705486,2600:9000:223f:2c00:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-119-25.proxy.brave.com,,404,9,17-121-119-25.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-119-25.proxy.brave.com,cloudfront,443,https://17-121-119-25.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.126,/,-738705486,2600:9000:223f:ca00:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-119-52.proxy.brave.com,,404,9,17-121-119-52.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-119-52.proxy.brave.com,cloudfront,443,https://17-121-119-52.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.15,/,-738705486,2600:9000:223f:5a00:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-119-84.proxy.brave.com,,404,9,17-121-119-84.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-119-84.proxy.brave.com,cloudfront,443,https://17-121-119-84.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.48,/,-738705486,2600:9000:223f:2c00:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-120-20.proxy.brave.com,,404,9,17-121-120-20.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-120-20.proxy.brave.com,cloudfront,443,https://17-121-120-20.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.48,/,-738705486,2600:9000:223f:ce00:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-121-66.proxy.brave.com,,404,9,17-121-121-66.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-121-66.proxy.brave.com,cloudfront,443,https://17-121-121-66.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.82,/,-738705486,2600:9000:223f:5200:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-123-92.proxy.brave.com,,404,9,17-121-123-92.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-123-92.proxy.brave.com,cloudfront,443,https://17-121-123-92.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.15,/,-738705486,2600:9000:223f:6400:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-124-8.proxy.brave.com,,404,9,17-121-124-8.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-124-8.proxy.brave.com,cloudfront,443,https://17-121-124-8.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.126,/,-738705486,2600:9000:223f:bc00:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-125-44.proxy.brave.com,,404,9,17-121-125-44.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-125-44.proxy.brave.com,cloudfront,443,https://17-121-125-44.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.48,/,-738705486,2600:9000:223f:ea00:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-125-9.proxy.brave.com,,404,9,17-121-125-9.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-125-9.proxy.brave.com,cloudfront,443,https://17-121-125-9.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.15,/,-738705486,2600:9000:223f:4800:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-125-90.proxy.brave.com,,404,9,17-121-125-90.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-125-90.proxy.brave.com,cloudfront,443,https://17-121-125-90.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.82,/,-738705486,2600:9000:223f:8600:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-126-5.proxy.brave.com,,404,9,17-121-126-5.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-126-5.proxy.brave.com,cloudfront,443,https://17-121-126-5.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.15,/,-738705486,2600:9000:223f:3200:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
17-121-127-99.proxy.brave.com,,404,9,17-121-127-99.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,17-121-127-99.proxy.brave.com,cloudfront,443,https://17-121-127-99.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.15,/,-738705486,2600:9000:223f:1800:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
20-k8s-20.proxy.brave.com,,404,9,20-k8s-20.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,20-k8s-20.proxy.brave.com,cloudfront,443,https://20-k8s-20.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.126,/,-738705486,2600:9000:223f:0:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
227-si1.proxy.brave.com,,404,9,227-si1.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,227-si1.proxy.brave.com,cloudfront,443,https://227-si1.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.48,/,-738705486,2600:9000:223f:3800:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
3lewi-12-86.proxy.brave.com,,404,9,3lewi-12-86.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,3lewi-12-86.proxy.brave.com,cloudfront,443,https://3lewi-12-86.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.82,/,-738705486,2600:9000:223f:6400:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
545d314c.proxy.brave.com,,404,9,545d314c.proxy.brave.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.proxy.brave.com,*.proxy.brave.com,*.proxy.brave.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,992619a18c247722165a33539d9dbd43,3eadd33c7b5c552a3227482040de80826f85d04128c291cf47f04ae267547d91,ctls,545d314c.proxy.brave.com,cloudfront,443,https://545d314c.proxy.brave.com:443,https,nginx,text/plain,GET,18.66.112.126,/,-738705486,2600:9000:223f:2c00:b:dfaf:7b40:93a1,Nginx,1,False,True,,True,,
